U926S_XRFePAME_Site,U926S_XRFePAME_Hole,U926S_XRFePAME_Core,U926S_XRFePAME_Type,U926S_XRFePAME_Section,U926S_XRFePAME_Interval,U926S_XRFePAME_CSF,U926S_XRFePAME_CCSF,U926S_XRFePAME_FeArea,U926S_XRFePAME_AgeW17
U926,A,12,H,4,71,104.21,116.24,21386,3.7551
U926,A,12,H,4,74,104.24,116.27,23210,3.756
U926,A,12,H,4,75,104.25,116.28,24016,3.75636
U926,A,12,H,4,78,104.28,116.31,26873,3.75742
U926,A,12,H,4,81,104.31,116.34,23487,3.75849
U926,A,12,H,4,82,104.32,116.35,23439,3.75884
U926,A,12,H,4,84,104.34,116.37,24426,3.75956
U926,A,12,H,4,86,104.36,116.39,21588,3.76027
U926,A,12,H,4,89,104.39,116.42,21592,3.76133
U926,A,12,H,4,90,104.4,116.43,19092,3.76169
U926,A,12,H,4,92,104.42,116.45,16850,3.7624
U926,A,12,H,4,94,104.44,116.47,17160,3.76311
U926,A,12,H,4,95,104.45,116.48,19130,3.76347
U926,A,12,H,4,98,104.48,116.51,13531,3.76453
U926,A,12,H,4,99,104.49,116.52,12281,3.76489
U926,A,12,H,4,102,104.52,116.55,12336,3.76596
U926,A,12,H,4,105,104.55,116.58,13055,3.76702
U926,A,12,H,4,106,104.56,116.59,13619,3.76738
U926,A,12,H,4,108,104.58,116.61,12448,3.76809
U926,A,12,H,4,111,104.61,116.64,12253,3.76916
U926,A,12,H,4,112,104.62,116.65,12105,3.76951
U926,A,12,H,4,115,104.65,116.68,12008,3.77058
U926,A,12,H,4,116,104.66,116.69,12130,3.77093
U926,A,12,H,4,118,104.68,116.71,11809,3.77164
U926,A,12,H,4,119,104.69,116.72,12051,3.772
U926,A,12,H,4,122,104.72,116.75,11979,3.77307
U926,A,12,H,4,125,104.75,116.78,12445,3.77413
U926,A,12,H,4,126,104.76,116.79,12054,3.77449
U926,A,12,H,4,128,104.78,116.81,12345,3.7752
U926,A,12,H,4,130,104.8,116.83,12881,3.77591
U926,A,12,H,4,132,104.82,116.85,12166,3.77662
U926,A,12,H,4,134,104.84,116.87,14260,3.77733
U926,A,12,H,4,136,104.86,116.89,14179,3.77804
U926,A,12,H,4,138,104.88,116.91,14633,3.77876
U926,A,12,H,4,140,104.9,116.93,14491,3.77947
U926,A,12,H,4,144,104.94,116.97,14596,3.78089
U926,A,12,H,4,146,104.96,116.99,14609,3.7816
U926,A,12,H,4,148,104.98,117.01,17031,3.78231
U926,A,12,H,5,2,105.02,117.05,18085,3.78373
U926,A,12,H,5,4,105.04,117.07,15064,3.78444
U926,A,12,H,5,6,105.06,117.09,15656,3.78516
U926,A,12,H,5,7,105.07,117.1,16642,3.78551
U926,A,12,H,5,10,105.1,117.13,18907,3.78658
U926,A,12,H,5,12,105.12,117.15,19572,3.78729
U926,A,12,H,5,13,105.13,117.16,19852,3.78764
U926,A,12,H,5,16,105.16,117.19,21474,3.78873
U926,A,12,H,5,17,105.17,117.2,21636,3.7891
U926,A,12,H,5,20,105.2,117.23,20622,3.7902
U926,A,12,H,5,21,105.21,117.24,21119,3.79057
U926,A,12,H,5,24,105.24,117.27,17447,3.79167
U926,A,12,H,5,25,105.25,117.28,18081,3.79203
U926,A,12,H,5,28,105.28,117.31,16936,3.79313
U926,A,12,H,5,29,105.29,117.32,16404,3.7935
U926,A,12,H,5,32,105.32,117.35,15961,3.7946
U926,A,12,H,5,34,105.34,117.37,15264,3.79533
U926,A,12,H,5,36,105.36,117.39,15871,3.79607
U926,A,12,H,5,39,105.39,117.42,13192,3.79717
U926,A,12,H,5,40,105.4,117.43,13051,3.79753
U926,A,12,H,5,42,105.42,117.45,13260,3.79827
U926,A,12,H,5,44,105.44,117.47,12978,3.799
U926,A,12,H,5,47,105.47,117.5,13015,3.7999
U926,A,12,H,5,48,105.48,117.51,13008,3.8002
U926,A,12,H,5,52,105.52,117.55,13322,3.8014
U926,A,12,H,5,54,105.54,117.57,12551,3.802
U926,A,12,H,5,57,105.57,117.6,14374,3.8029
U926,A,12,H,5,61,105.61,117.64,15856,3.8041
U926,A,12,H,5,62,105.62,117.65,15080,3.8044
U926,A,12,H,5,65,105.65,117.68,18355,3.8053
U926,A,12,H,5,66,105.66,117.69,17969,3.8056
U926,A,12,H,5,68,105.68,117.71,19371,3.8062
U926,A,12,H,5,70,105.7,117.73,20570,3.8068
U926,A,12,H,5,71,105.71,117.74,21112,3.8071
U926,A,12,H,5,74,105.74,117.77,18533,3.808
U926,A,12,H,5,76,105.76,117.79,20364,3.80855
U926,A,12,H,5,77,105.77,117.8,19690,3.80883
U926,A,12,H,5,80,105.8,117.83,19490,3.80965
U926,A,12,H,5,81,105.81,117.84,18819,3.80992
U926,A,12,H,5,84,105.84,117.87,18112,3.81075
U926,A,12,H,5,86,105.86,117.89,17813,3.8113
U926,A,12,H,5,89,105.89,117.92,17069,3.81212
U926,A,12,H,5,90,105.9,117.93,16907,3.8124
U926,A,12,H,5,92,105.92,117.95,16298,3.81295
U926,A,12,H,5,95,105.95,117.98,13208,3.81378
U926,A,12,H,5,96,105.96,117.99,12815,3.81405
U926,A,12,H,5,97,105.97,118,12062,3.81433
U926,A,12,H,5,100,106,118.03,10791,3.81515
U926,A,12,H,5,101,106.01,118.04,11500,3.81542
U926,A,12,H,5,104,106.04,118.07,11160,3.81625
U926,A,12,H,5,106,106.06,118.09,11386,3.8168
U926,A,12,H,5,109,106.09,118.12,11113,3.81763
U926,A,12,H,5,111,106.11,118.14,11378,3.81818
U926,A,12,H,5,112,106.12,118.15,10995,3.81845
U926,A,12,H,5,114,106.14,118.17,11208,3.819
U926,A,12,H,5,116,106.16,118.19,10343,3.8196
U926,A,12,H,5,118,106.18,118.21,10895,3.8202
U926,A,12,H,5,121,106.21,118.24,12735,3.8211
U926,A,12,H,5,122,106.22,118.25,12248,3.8214
U926,A,12,H,5,124,106.24,118.27,12222,3.822
U926,A,12,H,5,126,106.26,118.29,13635,3.8226
U926,A,12,H,5,127,106.27,118.3,13222,3.8229
U926,A,12,H,5,130,106.3,118.33,14651,3.8238
U926,A,12,H,5,132,106.32,118.35,18976,3.8244
U926,A,12,H,5,134,106.34,118.37,19191,3.825
U926,A,12,H,5,136,106.36,118.39,18215,3.8256
U926,A,12,H,5,139,106.39,118.42,24060,3.8265
U926,A,12,H,5,140,106.4,118.43,23787,3.8268
U926,A,12,H,5,142,106.42,118.45,24197,3.8274
U926,A,12,H,5,144,106.44,118.47,23678,3.828
U926,A,12,H,5,146,106.46,118.49,24529,3.8286
U926,A,12,H,5,148,106.48,118.51,24599,3.8292
U926,A,12,H,6,3,106.53,118.56,25469,3.8307
U926,A,12,H,6,4,106.54,118.57,24767,3.831
U926,A,12,H,6,6,106.56,118.59,22748,3.83154
U926,A,12,H,6,8,106.58,118.61,24263,3.83208
U926,A,12,H,6,10,106.6,118.63,25166,3.83262
U926,A,12,H,6,11,106.61,118.64,25312,3.83289
U926,C,12,H,1,138,106.38,118.66,21779,3.83343
U926,C,12,H,1,140,106.4,118.68,25744,3.83397
U926,C,12,H,1,142,106.42,118.7,26286,3.83451
U926,C,12,H,1,144,106.44,118.72,25569,3.83505
U926,C,12,H,1,146,106.46,118.74,25318,3.83559
U926,C,12,H,1,148,106.48,118.76,24008,3.83614
U926,C,12,H,2,2,106.52,118.8,22560,3.83722
U926,C,12,H,2,4,106.54,118.82,20480,3.83776
U926,C,12,H,2,6,106.56,118.84,16081,3.8383
U926,C,12,H,2,8,106.58,118.86,13732,3.83884
U926,C,12,H,2,10,106.6,118.88,13457,3.83938
U926,C,12,H,2,12,106.62,118.9,12593,3.83992
U926,C,12,H,2,13,106.63,118.91,12715,3.84019
U926,C,12,H,2,14,106.64,118.92,17252,3.84046
U926,C,12,H,2,16,106.66,118.94,12794,3.841
U926,C,12,H,2,18,106.68,118.96,11661,3.84161
U926,C,12,H,2,20,106.7,118.98,12202,3.84222
U926,C,12,H,2,21,106.71,118.99,11885,3.84253
U926,C,12,H,2,22,106.72,119,12433,3.84283
U926,C,12,H,2,24,106.74,119.02,11375,3.84344
U926,C,12,H,2,26,106.76,119.04,12522,3.84406
U926,C,12,H,2,28,106.78,119.06,12492,3.84467
U926,C,12,H,2,29,106.79,119.07,11906,3.84497
U926,C,12,H,2,32,106.82,119.1,13947,3.84589
U926,C,12,H,2,34,106.84,119.12,13993,3.8465
U926,C,12,H,2,35,106.85,119.13,14424,3.84681
U926,C,12,H,2,36,106.86,119.14,14774,3.84711
U926,C,12,H,2,38,106.88,119.16,15243,3.84772
U926,C,12,H,2,40,106.9,119.18,16009,3.84833
U926,C,12,H,2,43,106.93,119.21,16444,3.84925
U926,C,12,H,2,44,106.94,119.22,17605,3.84956
U926,C,12,H,2,46,106.96,119.24,16501,3.85017
U926,C,12,H,2,48,106.98,119.26,17875,3.85078
U926,C,12,H,2,50,107,119.28,19883,3.85139
U926,C,12,H,2,51,107.01,119.29,20529,3.85169
U926,C,12,H,2,54,107.04,119.32,22033,3.85274
U926,C,12,H,2,56,107.06,119.34,21379,3.85348
U926,C,12,H,2,58,107.08,119.36,20630,3.85422
U926,C,12,H,2,60,107.1,119.38,18855,3.85496
U926,C,12,H,2,62,107.12,119.4,17274,3.8557
U926,C,12,H,2,64,107.14,119.42,16063,3.85644
U926,C,12,H,2,66,107.16,119.44,13428,3.85719
U926,C,12,H,2,68,107.18,119.46,11328,3.85793
U926,C,12,H,2,70,107.2,119.48,10451,3.85867
U926,C,12,H,2,71,107.21,119.49,9762,3.85904
U926,C,12,H,2,72,107.22,119.5,10369,3.85941
U926,C,12,H,2,74,107.24,119.52,9480,3.86015
U926,C,12,H,2,75,107.25,119.53,9462,3.86052
U926,C,12,H,2,76,107.26,119.54,9482,3.86089
U926,C,12,H,2,78,107.28,119.56,9767,3.86163
U926,C,12,H,2,80,107.3,119.58,6887,3.86233
U926,C,12,H,2,81,107.31,119.59,8026,3.86267
U926,C,12,H,2,82,107.32,119.6,9006,3.863
U926,C,12,H,2,84,107.34,119.62,8440,3.86367
U926,C,12,H,2,85,107.35,119.63,8092,3.864
U926,C,12,H,2,86,107.36,119.64,6722,3.86433
U926,C,12,H,2,88,107.38,119.66,9782,3.865
U926,C,12,H,2,89,107.39,119.67,9514,3.86533
U926,C,12,H,2,90,107.4,119.68,8785,3.86567
U926,C,12,H,2,92,107.42,119.7,8201,3.86633
U926,C,12,H,2,93,107.43,119.71,11608,3.86667
U926,C,12,H,2,94,107.44,119.72,11876,3.867
U926,C,12,H,2,96,107.46,119.74,11690,3.86767
U926,C,12,H,2,98,107.48,119.76,11166,3.86833
U926,C,12,H,2,100,107.5,119.78,12355,3.869
U926,C,12,H,2,103,107.53,119.81,15228,3.87
U926,C,12,H,2,104,107.54,119.82,17313,3.87033
U926,C,12,H,2,106,107.56,119.84,16802,3.871
U926,C,12,H,2,108,107.58,119.86,18114,3.87167
U926,C,12,H,2,110,107.6,119.88,19387,3.87233
U926,C,12,H,2,112,107.62,119.9,19518,3.873
U926,C,12,H,2,114,107.64,119.92,18669,3.87367
U926,C,12,H,2,115,107.65,119.93,19453,3.874
U926,C,12,H,2,116,107.66,119.94,18787,3.87433
U926,C,12,H,2,118,107.68,119.96,20176,3.875
U926,C,12,H,2,119,107.69,119.97,21771,3.87532
U926,C,12,H,2,120,107.7,119.98,19411,3.87564
U926,C,12,H,2,122,107.72,120,18700,3.87629
U926,C,12,H,2,124,107.74,120.02,18878,3.87693
U926,C,12,H,2,126,107.76,120.04,19095,3.87757
U926,C,12,H,2,128,107.78,120.06,16192,3.87822
U926,C,12,H,2,129,107.79,120.07,17203,3.87854
U926,C,12,H,2,130,107.8,120.08,17553,3.87886
U926,C,12,H,2,132,107.82,120.1,17303,3.87951
U926,C,12,H,2,133,107.83,120.11,17279,3.87983
U926,C,12,H,2,136,107.86,120.14,17268,3.88079
U926,C,12,H,2,138,107.88,120.16,18099,3.88144
U926,C,12,H,2,140,107.9,120.18,18425,3.88208
U926,C,12,H,2,142,107.92,120.2,16581,3.88272
U926,C,12,H,2,144,107.94,120.22,19946,3.88337
U926,C,12,H,2,146,107.96,120.24,18703,3.88401
U926,C,12,H,2,148,107.98,120.26,19361,3.88466
U926,C,12,H,3,2,108.02,120.3,21184,3.88594
U926,C,12,H,3,4,108.04,120.32,18809,3.88659
U926,C,12,H,3,6,108.06,120.34,15939,3.88723
U926,C,12,H,3,8,108.08,120.36,15063,3.88787
U926,C,12,H,3,10,108.1,120.38,13726,3.88852
U926,C,12,H,3,12,108.12,120.4,14496,3.88916
U926,C,12,H,3,14,108.14,120.42,13673,3.8898
U926,C,12,H,3,16,108.16,120.44,13726,3.89045
U926,C,12,H,3,19,108.19,120.47,13324,3.89141
U926,C,12,H,3,20,108.2,120.48,13705,3.89174
U926,C,12,H,3,22,108.22,120.5,15111,3.89238
U926,C,12,H,3,23,108.23,120.51,14889,3.8927
U926,C,12,H,3,26,108.26,120.54,13655,3.89367
U926,C,12,H,3,28,108.28,120.56,13855,3.89431
U926,C,12,H,3,29,108.29,120.57,15272,3.89463
U926,C,12,H,3,32,108.32,120.6,13668,3.8956
U926,C,12,H,3,33,108.33,120.61,13917,3.89592
U926,C,12,H,3,36,108.36,120.64,14254,3.89689
U926,C,12,H,3,39,108.39,120.67,14233,3.89785
U926,C,12,H,3,40,108.4,120.68,15021,3.89817
U926,C,12,H,3,42,108.42,120.7,14925,3.89882
U926,C,12,H,3,43,108.43,120.71,15531,3.89914
U926,C,12,H,3,46,108.46,120.74,15641,3.9001
U926,C,12,H,3,48,108.48,120.76,18896,3.90075
U926,C,12,H,3,49,108.49,120.77,19076,3.90107
U926,C,12,H,3,52,108.52,120.8,19433,3.90203
U926,C,12,H,3,54,108.54,120.82,19231,3.90268
U926,C,12,H,3,55,108.55,120.83,18341,3.903
U926,C,12,H,3,58,108.58,120.86,18550,3.90425
U926,C,12,H,3,60,108.6,120.88,16626,3.90508
U926,C,12,H,3,63,108.63,120.91,14627,3.90633
U926,C,12,H,3,64,108.64,120.92,15036,3.90675
U926,C,12,H,3,65,108.65,120.93,13780,3.90717
U926,C,12,H,3,68,108.68,120.96,12538,3.90842
U926,C,12,H,3,70,108.7,120.98,11532,3.90925
U926,C,12,H,3,72,108.72,121,11030,3.91008
U926,C,12,H,3,73,108.73,121.01,11922,3.9105
U926,C,12,H,3,76,108.76,121.04,12324,3.91175
U926,C,12,H,3,77,108.77,121.05,12178,3.91217
U926,C,12,H,3,80,108.8,121.08,11961,3.91328
U926,C,12,H,3,83,108.83,121.11,13867,3.91413
U926,C,12,H,3,84,108.84,121.12,12321,3.91441
U926,C,12,H,3,86,108.86,121.14,15221,3.91497
U926,C,12,H,3,88,108.88,121.16,14125,3.91554
U926,C,12,H,3,90,108.9,121.18,15805,3.9161
U926,C,12,H,3,91,108.91,121.19,17016,3.91638
U926,C,12,H,3,94,108.94,121.22,15542,3.91723
U926,C,12,H,3,96,108.96,121.24,16209,3.91779
U926,C,12,H,3,98,108.98,121.26,21576,3.91836
U926,C,12,H,3,100,109,121.28,21703,3.91892
U926,C,12,H,3,102,109.02,121.3,23875,3.91949
U926,C,12,H,3,104,109.04,121.32,20941,3.92005
U926,C,12,H,3,106,109.06,121.34,26362,3.92062
U926,C,12,H,3,108,109.08,121.36,26549,3.92118
U926,C,12,H,3,111,109.11,121.39,25286,3.92203
U926,C,12,H,3,112,109.12,121.4,25765,3.92231
U926,C,12,H,3,114,109.14,121.42,29471,3.92287
U926,C,12,H,3,116,109.16,121.44,31186,3.92344
U926,C,12,H,3,118,109.18,121.46,28451,3.924
U926,C,12,H,3,120,109.2,121.48,27464,3.92459
U926,C,12,H,3,122,109.22,121.5,25457,3.92517
U926,C,12,H,3,124,109.24,121.52,24489,3.92576
U926,C,12,H,3,126,109.26,121.54,24210,3.92635
U926,C,12,H,3,128,109.28,121.56,21817,3.92693
U926,C,12,H,3,131,109.31,121.59,22291,3.92781
U926,C,12,H,3,132,109.32,121.6,21156,3.92811
U926,C,12,H,3,134,109.34,121.62,18803,3.92869
U926,C,12,H,3,136,109.36,121.64,17237,3.92928
U926,C,12,H,3,137,109.37,121.65,16645,3.92957
U926,C,12,H,3,140,109.4,121.68,15948,3.93045
U926,C,12,H,3,142,109.42,121.7,14954,3.93104
U926,C,12,H,3,144,109.44,121.72,12256,3.93163
U926,C,12,H,3,146,109.46,121.74,9802,3.93221
U926,C,12,H,3,148,109.48,121.76,8117,3.9328
U926,C,12,H,4,2,109.52,121.8,9432,3.93397
U926,C,12,H,4,4,109.54,121.82,8983,3.93456
U926,C,12,H,4,6,109.56,121.84,8820,3.93515
U926,C,12,H,4,8,109.58,121.86,10249,3.93573
U926,C,12,H,4,10,109.6,121.88,11593,3.93632
U926,C,12,H,4,12,109.62,121.9,12866,3.93691
U926,C,12,H,4,16,109.66,121.94,13690,3.93808
U926,C,12,H,4,18,109.68,121.96,13302,3.93867
U926,C,12,H,4,21,109.71,121.99,15196,3.93955
U926,C,12,H,4,22,109.72,122,17395,3.93984
U926,C,12,H,4,23,109.73,122.01,16998,3.94013
U926,C,12,H,4,26,109.76,122.04,17767,3.94101
U926,C,12,H,4,28,109.78,122.06,19835,3.9416
U926,C,12,H,4,31,109.81,122.09,20016,3.94248
U926,C,12,H,4,32,109.82,122.1,19214,3.94277
U926,C,12,H,4,34,109.84,122.12,20640,3.94336
U926,C,12,H,4,36,109.86,122.14,19278,3.94395
U926,C,12,H,4,37,109.87,122.15,19558,3.94424
U926,C,12,H,4,40,109.9,122.18,19262,3.94512
U926,C,12,H,4,42,109.92,122.2,20169,3.94571
U926,C,12,H,4,44,109.94,122.22,20450,3.94626
U926,C,12,H,4,46,109.96,122.24,21839,3.94677
U926,C,12,H,4,49,109.99,122.27,20722,3.94754
U926,C,12,H,4,50,110,122.28,18282,3.94779
U926,C,12,H,4,53,110.03,122.31,19385,3.94856
U926,C,12,H,4,54,110.04,122.32,19046,3.94882
U926,C,12,H,4,55,110.05,122.33,18029,3.94908
U926,C,12,H,4,60,110.1,122.38,16627,3.95036
U926,C,12,H,4,62,110.12,122.4,15641,3.95087
U926,C,12,H,4,63,110.13,122.41,15324,3.95113
U926,C,12,H,4,64,110.14,122.42,15607,3.95138
U926,C,12,H,4,66,110.16,122.44,15411,3.9519
U926,C,12,H,4,67,110.17,122.45,14816,3.95215
U926,C,12,H,4,68,110.18,122.46,14515,3.95241
U926,C,12,H,4,70,110.2,122.48,14236,3.95292
U926,C,12,H,4,72,110.22,122.5,13501,3.95344
U926,C,12,H,4,73,110.23,122.51,14517,3.95369
U926,C,12,H,4,74,110.24,122.52,13426,3.95395
U926,C,12,H,4,75,110.25,122.53,13636,3.95421
U926,C,12,H,4,76,110.26,122.54,13217,3.95446
U926,C,12,H,4,78,110.28,122.56,10653,3.95497
U926,C,12,H,4,80,110.3,122.58,9025,3.95549
U926,C,12,H,4,82,110.32,122.6,9798,3.956
U926,C,12,H,4,84,110.34,122.62,9787,3.95651
U926,C,12,H,4,86,110.36,122.64,9430,3.95703
U926,C,12,H,4,87,110.37,122.65,8890,3.95728
U926,C,12,H,4,88,110.38,122.66,8918,3.95754
U926,C,12,H,4,89,110.39,122.67,10093,3.95779
U926,C,12,H,4,90,110.4,122.68,10177,3.95805
U926,C,12,H,4,92,110.42,122.7,10325,3.95856
U926,C,12,H,4,94,110.44,122.72,11583,3.95908
U926,C,12,H,4,95,110.45,122.73,10568,3.95933
U926,C,12,H,4,96,110.46,122.74,11287,3.95959
U926,C,12,H,4,98,110.48,122.76,10465,3.9601
U926,C,12,H,4,99,110.49,122.77,11143,3.96036
U926,C,12,H,4,100,110.5,122.78,12428,3.96062
U926,C,12,H,4,102,110.52,122.8,11367,3.96113
U926,C,12,H,4,105,110.55,122.83,11993,3.9619
U926,C,12,H,4,106,110.56,122.84,12086,3.96215
U926,C,12,H,4,108,110.58,122.86,13302,3.96267
U926,C,12,H,4,112,110.62,122.9,15019,3.96369
U926,C,12,H,4,114,110.64,122.92,15236,3.96421
U926,C,12,H,4,115,110.65,122.93,15100,3.96446
U926,C,12,H,4,118,110.68,122.96,15368,3.96523
U926,C,12,H,4,119,110.69,122.97,15302,3.96549
U926,C,12,H,4,122,110.72,123,18157,3.96628
U926,C,12,H,4,124,110.74,123.02,14765,3.96685
U926,C,12,H,4,125,110.75,123.03,15532,3.96713
U926,C,12,H,4,126,110.76,123.04,15095,3.96741
U926,C,12,H,4,128,110.78,123.06,14101,3.96797
U926,C,12,H,4,130,110.8,123.08,13820,3.96854
U926,C,12,H,4,132,110.82,123.1,13868,3.9691
U926,C,12,H,4,133,110.83,123.11,14506,3.96938
U926,C,12,H,4,134,110.84,123.12,15262,3.96967
U926,C,12,H,4,136,110.86,123.14,14551,3.97023
U926,C,12,H,4,138,110.88,123.16,13825,3.97079
U926,C,12,H,4,139,110.89,123.17,13566,3.97108
U926,C,12,H,4,140,110.9,123.18,12541,3.97136
U926,C,12,H,4,142,110.92,123.2,13687,3.97192
U926,C,12,H,4,144,110.94,123.22,11997,3.97249
U926,C,12,H,4,146,110.96,123.24,13185,3.97305
U926,C,12,H,4,148,110.98,123.26,12612,3.97362
U926,C,12,H,5,2,111.02,123.3,13242,3.97474
U926,C,12,H,5,4,111.04,123.32,13083,3.97531
U926,C,12,H,5,6,111.06,123.34,12104,3.97587
U926,C,12,H,5,8,111.08,123.36,13279,3.97644
U926,C,12,H,5,11,111.11,123.39,14888,3.97728
U926,C,12,H,5,12,111.12,123.4,14221,3.97756
U926,C,12,H,5,13,111.13,123.41,10815,3.97785
U926,C,12,H,5,16,111.16,123.44,16933,3.97869
U926,C,12,H,5,18,111.18,123.46,17081,3.97926
U926,C,12,H,5,21,111.21,123.49,18385,3.9801
U926,C,12,H,5,22,111.22,123.5,18232,3.98038
U926,C,12,H,5,24,111.24,123.52,17484,3.98095
U926,C,12,H,5,26,111.26,123.54,18007,3.98151
U926,C,12,H,5,29,111.29,123.57,20052,3.98236
U926,C,12,H,5,31,111.31,123.59,19719,3.98292
U926,C,12,H,5,32,111.32,123.6,21095,3.98321
U926,C,12,H,5,34,111.34,123.62,20197,3.98377
U926,C,12,H,5,37,111.37,123.65,18480,3.98462
U926,C,12,H,5,38,111.38,123.66,18032,3.9849
U926,C,12,H,5,41,111.41,123.69,18242,3.98574
U926,C,12,H,5,42,111.42,123.7,19024,3.98603
U926,C,12,H,5,44,111.44,123.72,18450,3.98659
U926,C,12,H,5,45,111.45,123.73,18287,3.98687
U926,C,12,H,5,48,111.48,123.76,18730,3.98772
U926,C,12,H,5,50,111.5,123.78,19315,3.98828
U926,C,12,H,5,52,111.52,123.8,18354,3.98885
U926,C,12,H,5,53,111.53,123.81,18692,3.98913
U926,C,12,H,5,56,111.56,123.84,18499,3.98997
U926,C,12,H,5,58,111.58,123.86,18271,3.99054
U926,C,12,H,5,60,111.6,123.88,18617,3.9911
U926,C,12,H,5,63,111.63,123.91,17071,3.99195
U926,C,12,H,5,64,111.64,123.92,16084,3.99223
U926,C,12,H,5,67,111.67,123.95,18854,3.99308
U926,C,12,H,5,68,111.68,123.96,20179,3.99336
U926,C,12,H,5,70,111.7,123.98,19537,3.99392
U926,C,12,H,5,72,111.72,124,20117,3.99449
U926,C,12,H,5,74,111.74,124.02,17416,3.99505
U926,C,12,H,5,76,111.76,124.04,18439,3.99562
U926,C,12,H,5,78,111.78,124.06,18282,3.99618
U926,C,12,H,5,80,111.8,124.08,14489,3.99674
U926,C,12,H,5,83,111.83,124.11,15013,3.99759
U926,C,12,H,5,85,111.85,124.13,14644,3.99815
U926,C,12,H,5,87,111.87,124.15,15025,3.99872
U926,C,12,H,5,88,111.88,124.16,15223,3.999
U926,C,12,H,5,90,111.9,124.18,15699,3.99956
U926,C,12,H,5,91,111.91,124.19,14881,3.99985
U926,C,12,H,5,94,111.94,124.22,15540,4.00069
U926,C,12,H,5,97,111.97,124.25,16461,4.00154
U926,C,12,H,5,98,111.98,124.26,16628,4.00182
U926,C,12,H,5,100,112,124.28,15671,4.00238
U926,C,12,H,5,102,112.02,124.3,15944,4.00295
U926,C,12,H,5,104,112.04,124.32,16451,4.00351
U926,C,12,H,5,107,112.07,124.35,14613,4.00436
U926,C,12,H,5,108,112.08,124.36,14507,4.00464
U926,C,12,H,5,109,112.09,124.37,12985,4.00492
U926,C,12,H,5,111,112.11,124.39,13072,4.00549
U926,C,12,H,5,114,112.14,124.42,13791,4.00633
U926,C,12,H,5,115,112.15,124.43,12688,4.00662
U926,C,12,H,5,118,112.18,124.46,13247,4.00746
U926,C,12,H,5,121,112.21,124.49,11564,4.00831
U926,C,12,H,5,122,112.22,124.5,12641,4.00859
U926,C,12,H,5,124,112.24,124.52,13424,4.00915
U926,C,12,H,5,125,112.25,124.53,13148,4.00944
U926,C,12,H,5,128,112.28,124.56,11448,4.01021
U926,C,12,H,5,130,112.3,124.58,12365,4.01064
U926,C,12,H,5,132,112.32,124.6,12842,4.01107
U926,C,12,H,5,134,112.34,124.62,13606,4.0115
U926,C,12,H,5,135,112.35,124.63,12821,4.01171
U926,C,12,H,5,138,112.38,124.66,13979,4.01236
U926,C,12,H,5,141,112.41,124.69,13443,4.013
U926,C,12,H,5,142,112.42,124.7,14701,4.01321
U926,C,12,H,5,144,112.44,124.72,12240,4.01364
U926,C,12,H,5,146,112.46,124.74,13857,4.01407
U926,C,12,H,5,148,112.48,124.76,13861,4.0145
U926,C,12,H,6,2,112.52,124.8,14609,4.01536
U926,C,12,H,6,4,112.54,124.82,14633,4.01579
U926,C,12,H,6,6,112.56,124.84,14406,4.01621
U926,C,12,H,6,9,112.59,124.87,13581,4.01686
U926,C,12,H,6,10,112.6,124.88,15561,4.01707
U926,C,12,H,6,12,112.62,124.9,14436,4.0175
U926,C,12,H,6,14,112.64,124.92,15791,4.01793
U926,C,12,H,6,17,112.67,124.95,15502,4.01857
U926,C,12,H,6,19,112.69,124.97,14979,4.019
U926,C,12,H,6,20,112.7,124.98,14660,4.01933
U926,C,12,H,6,22,112.72,125,14581,4.02
U926,C,12,H,6,25,112.75,125.03,14306,4.021
U926,C,12,H,6,26,112.76,125.04,13537,4.02133
U926,C,12,H,6,28,112.78,125.06,12647,4.022
U926,C,12,H,6,30,112.8,125.08,11476,4.02267
U926,C,12,H,6,32,112.82,125.1,10887,4.02333
U926,C,12,H,6,33,112.83,125.11,10791,4.02367
U926,C,12,H,6,36,112.86,125.14,10218,4.02467
U926,C,12,H,6,38,112.88,125.16,10031,4.02533
U926,C,12,H,6,42,112.92,125.2,10057,4.02667
U926,C,12,H,6,44,112.94,125.22,11196,4.02733
U926,C,12,H,6,46,112.96,125.24,11880,4.028
U926,C,12,H,6,48,112.98,125.26,12200,4.02867
U926,C,12,H,6,51,113.01,125.29,11076,4.02961
U926,C,12,H,6,52,113.02,125.3,12667,4.02992
U926,C,12,H,6,55,113.05,125.33,10307,4.03083
U926,C,12,H,6,56,113.06,125.34,11831,4.03114
U926,C,12,H,6,58,113.08,125.36,13120,4.03175
U926,C,12,H,6,60,113.1,125.38,15101,4.03236
U926,C,12,H,6,62,113.12,125.4,17191,4.03297
U926,C,12,H,6,63,113.13,125.41,17667,4.03328
U926,C,12,H,6,66,113.16,125.44,19375,4.03419
U926,C,12,H,6,68,113.18,125.46,21425,4.03481
U926,C,12,H,6,71,113.21,125.49,20740,4.03572
U926,C,12,H,6,74,113.24,125.52,21631,4.03664
U926,C,12,H,6,76,113.26,125.54,21810,4.03725
U926,C,12,H,6,79,113.29,125.57,21601,4.03817
U926,C,12,H,6,81,113.31,125.59,22144,4.03878
U926,C,12,H,6,83,113.33,125.61,22373,4.03939
U926,C,12,H,6,84,113.34,125.62,21002,4.03969
U926,C,12,H,6,87,113.37,125.65,19983,4.04061
