U926S_XRFePAME_Site,U926S_XRFePAME_Hole,U926S_XRFePAME_Core,U926S_XRFePAME_Type,U926S_XRFePAME_Section,U926S_XRFePAME_Interval,U926S_XRFePAME_CSF,U926S_XRFePAME_CCSF,U926S_XRFePAME_FeArea,U926S_XRFePAME_AgeW17
U926,A,10,H,2,130,82.8,93.2,22662,2.9855
U926,A,10,H,2,133,82.83,93.23,17092,2.98689
U926,A,10,H,2,134,82.84,93.24,16464,2.98736
U926,A,10,H,2,136,82.86,93.26,14671,2.98829
U926,A,10,H,2,137,82.87,93.27,14299,2.98875
U926,A,10,H,2,138,82.88,93.28,14256,2.98921
U926,A,10,H,2,140,82.9,93.3,14567,2.99014
U926,A,10,H,2,142,82.92,93.32,10018,2.99107
U926,A,10,H,2,144,82.94,93.34,10870,2.992
U926,A,10,H,2,146,82.96,93.36,11659,2.99265
U926,A,10,H,2,148,82.98,93.38,10148,2.99331
U926,A,10,H,3,3,83.03,93.43,11573,2.99495
U926,A,10,H,3,4,83.04,93.44,12011,2.99527
U926,A,10,H,3,6,83.06,93.46,11195,2.99593
U926,A,10,H,3,8,83.08,93.48,12349,2.99658
U926,A,10,H,3,10,83.1,93.5,14566,2.99724
U926,A,10,H,3,13,83.13,93.53,16500,2.99822
U926,A,10,H,3,14,83.14,93.54,15965,2.99855
U926,A,10,H,3,16,83.16,93.56,18191,2.9992
U926,A,10,H,3,17,83.17,93.57,20168,2.99953
U926,A,10,H,3,20,83.2,93.6,21634,3.00051
U926,A,10,H,3,22,83.22,93.62,22449,3.00116
U926,A,10,H,3,24,83.24,93.64,21785,3.00182
U926,A,10,H,3,26,83.26,93.66,21077,3.00247
U926,A,10,H,3,28,83.28,93.68,20997,3.00313
U926,A,10,H,3,29,83.29,93.69,21191,3.00345
U926,A,10,H,3,30,83.3,93.7,21638,3.00378
U926,A,10,H,3,32,83.32,93.72,19158,3.00444
U926,A,10,H,3,34,83.34,93.74,19409,3.00509
U926,A,10,H,3,36,83.36,93.76,18711,3.00575
U926,A,10,H,3,38,83.38,93.78,18485,3.0064
U926,A,10,H,3,39,83.39,93.79,20788,3.00673
U926,A,10,H,3,42,83.42,93.82,19391,3.00771
U926,A,10,H,3,44,83.44,93.84,19374,3.00836
U926,A,10,H,3,45,83.45,93.85,18869,3.00869
U926,A,10,H,3,46,83.46,93.86,18493,3.00902
U926,A,10,H,3,48,83.48,93.88,20070,3.00967
U926,A,10,H,3,50,83.5,93.9,18403,3.01033
U926,A,10,H,3,52,83.52,93.92,17910,3.01098
U926,A,10,H,3,54,83.54,93.94,17510,3.01164
U926,A,10,H,3,56,83.56,93.96,16828,3.01229
U926,A,10,H,3,59,83.59,93.99,17234,3.01327
U926,A,10,H,3,60,83.6,94,17971,3.0136
U926,A,10,H,3,62,83.62,94.02,17237,3.01425
U926,A,10,H,3,63,83.63,94.03,16538,3.01458
U926,A,10,H,3,66,83.66,94.06,18668,3.01556
U926,A,10,H,3,68,83.68,94.08,18221,3.01622
U926,A,10,H,3,70,83.7,94.1,19450,3.01687
U926,A,10,H,3,72,83.72,94.12,17648,3.01753
U926,A,10,H,3,74,83.74,94.14,15756,3.01818
U926,A,10,H,3,76,83.76,94.16,15073,3.01884
U926,A,10,H,3,77,83.77,94.17,14309,3.01916
U926,A,10,H,3,79,83.79,94.19,15825,3.01982
U926,A,10,H,3,80,83.8,94.2,16495,3.02015
U926,A,10,H,3,83,83.83,94.23,17117,3.02113
U926,A,10,H,3,84,83.84,94.24,17180,3.02145
U926,A,10,H,3,86,83.86,94.26,18415,3.02211
U926,A,10,H,3,88,83.88,94.28,16438,3.02276
U926,A,10,H,3,90,83.9,94.3,18252,3.02342
U926,A,10,H,3,91,83.91,94.31,18330,3.02375
U926,A,10,H,3,94,83.94,94.34,20534,3.02473
U926,A,10,H,3,96,83.96,94.36,19518,3.02538
U926,A,10,H,3,98,83.98,94.38,19410,3.02604
U926,A,10,H,3,100,84,94.4,20396,3.02669
U926,A,10,H,3,101,84.01,94.41,20226,3.02702
U926,A,10,H,3,102,84.02,94.42,18526,3.02735
U926,A,10,H,3,104,84.04,94.44,17499,3.028
U926,A,10,H,3,106,84.06,94.46,21123,3.02863
U926,A,10,H,3,108,84.08,94.48,21504,3.02926
U926,A,10,H,3,110,84.1,94.5,20293,3.02989
U926,A,10,H,3,112,84.12,94.52,20129,3.03051
U926,A,10,H,3,114,84.14,94.54,19519,3.03114
U926,A,10,H,3,116,84.16,94.56,18958,3.03177
U926,A,10,H,3,118,84.18,94.58,15966,3.0324
U926,A,10,H,3,119,84.19,94.59,15705,3.03271
U926,A,10,H,3,122,84.22,94.62,13040,3.03366
U926,A,10,H,3,124,84.24,94.64,14577,3.03429
U926,A,10,H,3,125,84.25,94.65,11787,3.0346
U926,A,10,H,3,128,84.28,94.68,12761,3.03554
U926,A,10,H,3,130,84.3,94.7,15092,3.03617
U926,A,10,H,3,131,84.31,94.71,14841,3.03649
U926,A,10,H,3,134,84.34,94.74,14703,3.03743
U926,A,10,H,3,135,84.35,94.75,15070,3.03774
U926,A,10,H,3,138,84.38,94.78,16002,3.03869
U926,A,10,H,3,140,84.4,94.8,16521,3.03931
U926,A,10,H,3,142,84.42,94.82,15018,3.03994
U926,A,10,H,3,146,84.46,94.86,18386,3.0412
U926,A,10,H,3,148,84.48,94.88,20110,3.04183
U926,A,10,H,4,3,84.53,94.93,22845,3.0434
U926,A,10,H,4,4,84.54,94.94,23944,3.04371
U926,A,10,H,4,6,84.56,94.96,23026,3.04434
U926,A,10,H,4,7,84.57,94.97,22858,3.04466
U926,A,10,H,4,19,84.69,95.09,19087,3.04843
U926,A,10,H,4,20,84.7,95.1,19250,3.04874
U926,A,10,H,4,22,84.72,95.12,17613,3.04937
U926,A,10,H,4,24,84.74,95.14,19938,3.05
U926,A,10,H,4,26,84.76,95.16,16515,3.05055
U926,A,10,H,4,28,84.78,95.18,20962,3.0511
U926,A,10,H,4,31,84.81,95.21,19113,3.05192
U926,A,10,H,4,32,84.82,95.22,20391,3.0522
U926,A,10,H,4,34,84.84,95.24,21688,3.05275
U926,A,10,H,4,35,84.85,95.25,20207,3.05303
U926,A,10,H,4,38,84.88,95.28,20063,3.05385
U926,A,10,H,4,40,84.9,95.3,17823,3.0544
U926,A,10,H,4,41,84.91,95.31,15317,3.05468
U926,A,10,H,4,43,84.93,95.33,14787,3.05523
U926,A,10,H,4,46,84.96,95.36,12394,3.05605
U926,A,10,H,4,48,84.98,95.38,11631,3.0566
U926,A,10,H,4,49,84.99,95.39,11032,3.05687
U926,A,10,H,4,52,85.02,95.42,10722,3.0577
U926,A,10,H,4,54,85.04,95.44,10246,3.05825
U926,A,10,H,4,55,85.05,95.45,9545,3.05853
U926,A,10,H,4,58,85.08,95.48,9256,3.05935
U926,A,10,H,4,60,85.1,95.5,9674,3.0599
U926,A,10,H,4,62,85.12,95.52,9739,3.06045
U926,A,10,H,4,65,85.15,95.55,10424,3.06128
U926,A,10,H,4,66,85.16,95.56,10517,3.06155
U926,A,10,H,4,67,85.17,95.57,11020,3.06183
U926,A,10,H,4,70,85.2,95.6,11127,3.06265
U926,A,10,H,4,72,85.22,95.62,11935,3.0632
U926,A,10,H,4,73,85.23,95.63,11560,3.06348
U926,A,10,H,4,76,85.26,95.66,11662,3.0643
U926,A,10,H,4,78,85.28,95.68,12518,3.06485
U926,A,10,H,4,80,85.3,95.7,13818,3.0654
U926,A,10,H,4,83,85.33,95.73,13179,3.06623
U926,A,10,H,4,84,85.34,95.74,13033,3.0665
U926,A,10,H,4,86,85.36,95.76,14241,3.06705
U926,A,10,H,4,89,85.39,95.79,13997,3.06787
U926,A,10,H,4,90,85.4,95.8,14299,3.06815
U926,A,10,H,4,92,85.42,95.82,13628,3.0687
U926,A,10,H,4,94,85.44,95.84,13810,3.06925
U926,A,10,H,4,95,85.45,95.85,14350,3.06953
U926,A,10,H,4,97,85.47,95.87,13289,3.07008
U926,A,10,H,4,100,85.5,95.9,12598,3.0709
U926,A,10,H,4,103,85.53,95.93,12970,3.07172
U926,A,10,H,4,104,85.54,95.94,13597,3.072
U926,A,10,H,4,107,85.57,95.97,12133,3.0731
U926,A,10,H,4,108,85.58,95.98,12656,3.07347
U926,A,10,H,4,110,85.6,96,12472,3.0742
U926,A,10,H,4,113,85.63,96.03,12332,3.0753
U926,A,10,H,4,114,85.64,96.04,12357,3.07567
U926,A,10,H,4,116,85.66,96.06,12768,3.0764
U926,A,10,H,4,119,85.69,96.09,11064,3.0775
U926,A,10,H,4,120,85.7,96.1,10944,3.07787
U926,A,10,H,4,122,85.72,96.12,9405,3.0786
U926,A,10,H,4,124,85.74,96.14,9019,3.07933
U926,A,10,H,4,127,85.77,96.17,10006,3.08043
U926,A,10,H,4,128,85.78,96.18,8816,3.0808
U926,A,10,H,4,129,85.79,96.19,8298,3.08117
U926,A,10,H,4,132,85.82,96.22,8069,3.08227
U926,A,10,H,4,134,85.84,96.24,8587,3.083
U926,A,10,H,4,136,85.86,96.26,8413,3.08367
U926,A,10,H,4,138,85.88,96.28,9291,3.08433
U926,A,10,H,4,139,85.89,96.29,8137,3.08467
U926,A,10,H,4,143,85.93,96.33,11051,3.086
U926,A,10,H,4,144,85.94,96.34,11561,3.08633
U926,A,10,H,4,145,85.95,96.35,11866,3.08667
U926,A,10,H,4,148,85.98,96.38,11953,3.08767
U926,C,10,H,2,14,87.64,96.4,12696,3.08833
U926,C,10,H,2,16,87.66,96.42,12509,3.089
U926,C,10,H,2,19,87.69,96.45,15594,3.09
U926,C,10,H,2,20,87.7,96.46,15594,3.09033
U926,C,10,H,2,22,87.72,96.48,15510,3.091
U926,C,10,H,2,24,87.74,96.5,15739,3.09167
U926,C,10,H,2,27,87.77,96.53,15423,3.09267
U926,C,10,H,2,28,87.78,96.54,15736,3.093
U926,C,10,H,2,30,87.8,96.56,15753,3.09367
U926,C,10,H,2,32,87.82,96.58,15209,3.09433
U926,C,10,H,2,34,87.84,96.6,14997,3.095
U926,C,10,H,2,35,87.85,96.61,14872,3.09533
U926,C,10,H,2,39,87.89,96.65,13268,3.09667
U926,C,10,H,2,40,87.9,96.66,13385,3.097
U926,C,10,H,2,42,87.92,96.68,13001,3.09767
U926,C,10,H,2,45,87.95,96.71,13639,3.09867
U926,C,10,H,2,46,87.96,96.72,12888,3.099
U926,C,10,H,2,48,87.98,96.74,14516,3.09967
U926,C,10,H,2,49,87.99,96.75,13992,3.1
U926,C,10,H,2,52,88.02,96.78,15561,3.101
U926,C,10,H,2,54,88.04,96.8,15285,3.10167
U926,C,10,H,2,56,88.06,96.82,14242,3.10233
U926,C,10,H,2,58,88.08,96.84,16558,3.103
U926,C,10,H,2,59,88.09,96.85,14469,3.10333
U926,C,10,H,2,62,88.12,96.88,17296,3.10433
U926,C,10,H,2,63,88.13,96.89,17150,3.10467
U926,C,10,H,2,66,88.16,96.92,18988,3.10567
U926,C,10,H,2,68,88.18,96.94,19944,3.10633
U926,C,10,H,2,70,88.2,96.96,19641,3.107
U926,C,10,H,2,73,88.23,96.99,17961,3.108
U926,C,10,H,2,74,88.24,97,18380,3.10833
U926,C,10,H,2,76,88.26,97.02,18355,3.109
U926,C,10,H,2,79,88.29,97.05,17857,3.11
U926,C,10,H,2,80,88.3,97.06,17834,3.11033
U926,C,10,H,2,82,88.32,97.08,19944,3.111
U926,C,10,H,2,84,88.34,97.1,19991,3.11167
U926,C,10,H,2,85,88.35,97.11,18364,3.112
U926,C,10,H,2,88,88.38,97.14,16877,3.113
U926,C,10,H,2,89,88.39,97.15,16902,3.11333
U926,C,10,H,2,92,88.42,97.18,17715,3.11433
U926,C,10,H,2,94,88.44,97.2,17583,3.115
U926,C,10,H,2,96,88.46,97.22,19491,3.11567
U926,C,10,H,2,98,88.48,97.24,19971,3.11633
U926,C,10,H,2,100,88.5,97.26,22949,3.117
U926,C,10,H,2,101,88.51,97.27,23417,3.11733
U926,C,10,H,2,104,88.54,97.3,24916,3.11833
U926,C,10,H,2,106,88.56,97.32,27277,3.119
U926,C,10,H,2,108,88.58,97.34,26010,3.11967
U926,C,10,H,2,110,88.6,97.36,27877,3.12033
U926,C,10,H,2,112,88.62,97.38,24901,3.121
U926,C,10,H,2,115,88.65,97.41,19034,3.122
U926,C,10,H,2,116,88.66,97.42,22317,3.12233
U926,C,10,H,2,117,88.67,97.43,20571,3.12267
U926,C,10,H,2,120,88.7,97.46,18294,3.12367
U926,C,10,H,2,122,88.72,97.48,16938,3.12433
U926,C,10,H,2,125,88.75,97.51,16644,3.12533
U926,C,10,H,2,126,88.76,97.52,16303,3.12567
U926,C,10,H,2,128,88.78,97.54,16197,3.12633
U926,C,10,H,2,129,88.79,97.55,16179,3.12667
U926,C,10,H,2,132,88.82,97.58,16387,3.12767
U926,C,10,H,2,134,88.84,97.6,16090,3.12833
U926,C,10,H,2,136,88.86,97.62,15632,3.129
U926,C,10,H,2,137,88.87,97.63,16338,3.12933
U926,C,10,H,2,139,88.89,97.65,15203,3.13
U926,C,10,H,2,142,88.92,97.68,15599,3.131
U926,C,10,H,2,144,88.94,97.7,14430,3.13167
U926,C,10,H,2,146,88.96,97.72,15454,3.13226
U926,C,10,H,3,2,89.02,97.78,17360,3.13383
U926,C,10,H,3,4,89.04,97.8,14751,3.13436
U926,C,10,H,3,6,89.06,97.82,12793,3.13488
U926,C,10,H,3,8,89.08,97.84,13202,3.1354
U926,C,10,H,3,9,89.09,97.85,13800,3.13567
U926,C,10,H,3,12,89.12,97.88,15119,3.13645
U926,C,10,H,3,14,89.14,97.9,14882,3.13698
U926,C,10,H,3,16,89.16,97.92,15687,3.1375
U926,C,10,H,3,18,89.18,97.94,16003,3.13802
U926,C,10,H,3,20,89.2,97.96,15520,3.13855
U926,C,10,H,3,21,89.21,97.97,17007,3.13881
U926,C,10,H,3,24,89.24,98,18901,3.1396
U926,C,10,H,3,27,89.27,98.03,18575,3.14038
U926,C,10,H,3,28,89.28,98.04,17752,3.14064
U926,C,10,H,3,30,89.3,98.06,19089,3.14117
U926,C,10,H,3,32,89.32,98.08,17415,3.14169
U926,C,10,H,3,33,89.33,98.09,19293,3.14195
U926,C,10,H,3,34,89.34,98.1,18434,3.14221
U926,C,10,H,3,36,89.36,98.12,20388,3.14274
U926,C,10,H,3,38,89.38,98.14,19538,3.14336
U926,C,10,H,3,39,89.39,98.15,19593,3.14373
U926,C,10,H,3,42,89.42,98.18,21178,3.14482
U926,C,10,H,3,44,89.44,98.2,19996,3.14555
U926,C,10,H,3,45,89.45,98.21,20832,3.14591
U926,C,10,H,3,46,89.46,98.22,20369,3.14627
U926,C,10,H,3,48,89.48,98.24,19404,3.147
U926,C,10,H,3,50,89.5,98.26,17764,3.14773
U926,C,10,H,3,51,89.51,98.27,19819,3.14809
U926,C,10,H,3,53,89.53,98.29,17353,3.14882
U926,C,10,H,3,54,89.54,98.3,16260,3.14918
U926,C,10,H,3,56,89.56,98.32,15585,3.14991
U926,C,10,H,3,58,89.58,98.34,14677,3.15064
U926,C,10,H,3,60,89.6,98.36,13874,3.15136
U926,C,10,H,3,62,89.62,98.38,13295,3.15209
U926,C,10,H,3,63,89.63,98.39,12652,3.15245
U926,C,10,H,3,66,89.66,98.42,12311,3.15355
U926,C,10,H,3,69,89.69,98.45,11817,3.15464
U926,C,10,H,3,70,89.7,98.46,10521,3.155
U926,C,10,H,3,72,89.72,98.48,9864,3.15541
U926,C,10,H,3,74,89.74,98.5,10506,3.15582
U926,C,10,H,3,76,89.76,98.52,10214,3.15622
U926,C,10,H,3,77,89.77,98.53,10156,3.15643
U926,C,10,H,3,78,89.78,98.54,9542,3.15663
U926,C,10,H,3,79,89.79,98.55,9959,3.15684
U926,C,10,H,3,82,89.82,98.58,10022,3.15745
U926,C,10,H,3,84,89.84,98.6,10721,3.15786
U926,C,10,H,3,86,89.86,98.62,9762,3.15827
U926,C,10,H,3,88,89.88,98.64,10535,3.15867
U926,C,10,H,3,89,89.89,98.65,10672,3.15888
U926,C,10,H,3,90,89.9,98.66,10074,3.15908
U926,C,10,H,3,92,89.92,98.68,13073,3.15949
U926,C,10,H,3,93,89.93,98.69,14024,3.15969
U926,C,10,H,3,94,89.94,98.7,15455,3.1599
U926,C,10,H,3,96,89.96,98.72,14923,3.16031
U926,C,10,H,3,97,89.97,98.73,15395,3.16051
U926,C,10,H,3,98,89.98,98.74,15909,3.16071
U926,C,10,H,3,101,90.01,98.77,16833,3.16133
U926,C,10,H,3,102,90.02,98.78,16335,3.16153
U926,C,10,H,3,104,90.04,98.8,14207,3.16194
U926,C,10,H,3,106,90.06,98.82,16248,3.16235
U926,C,10,H,3,108,90.08,98.84,15702,3.16276
U926,C,10,H,3,109,90.09,98.85,19087,3.16296
U926,C,10,H,3,110,90.1,98.86,19019,3.16316
U926,C,10,H,3,111,90.11,98.87,19287,3.16337
U926,C,10,H,3,114,90.14,98.9,20304,3.16398
U926,C,10,H,3,116,90.16,98.92,19674,3.16439
U926,C,10,H,3,118,90.18,98.94,21193,3.1648
U926,C,10,H,3,120,90.2,98.96,20400,3.16543
U926,C,10,H,3,121,90.21,98.97,20602,3.16587
U926,C,10,H,3,122,90.22,98.98,20534,3.1663
U926,C,10,H,3,124,90.24,99,20242,3.16717
U926,C,10,H,3,127,90.27,99.03,16698,3.16848
U926,C,10,H,3,128,90.28,99.04,18844,3.16891
U926,C,10,H,3,130,90.3,99.06,12319,3.16978
U926,C,10,H,3,132,90.32,99.08,11778,3.17065
U926,C,10,H,3,134,90.34,99.1,12755,3.17152
U926,C,10,H,3,135,90.35,99.11,12628,3.17196
U926,C,10,H,3,136,90.36,99.12,11793,3.17239
U926,C,10,H,3,138,90.38,99.14,13404,3.17326
U926,C,10,H,3,140,90.4,99.16,13572,3.17413
U926,C,10,H,3,142,90.42,99.18,10198,3.175
U926,C,10,H,3,144,90.44,99.2,13118,3.17577
U926,C,10,H,3,145,90.45,99.21,14141,3.17615
U926,C,10,H,3,146,90.46,99.22,14371,3.17654
U926,C,10,H,3,148,90.48,99.24,15756,3.17731
U926,C,10,H,4,3,90.53,99.29,15902,3.17923
U926,C,10,H,4,4,90.54,99.3,15835,3.17962
U926,C,10,H,4,6,90.56,99.32,15509,3.18038
U926,C,10,H,4,8,90.58,99.34,16489,3.18115
U926,C,10,H,4,10,90.6,99.36,16029,3.18192
U926,C,10,H,4,12,90.62,99.38,13477,3.18269
U926,C,10,H,4,15,90.65,99.41,15970,3.18385
U926,C,10,H,4,16,90.66,99.42,16593,3.18423
U926,C,10,H,4,18,90.68,99.44,17032,3.185
U926,C,10,H,4,19,90.69,99.45,16273,3.1854
U926,C,10,H,4,22,90.72,99.48,16253,3.18658
U926,C,10,H,4,24,90.74,99.5,15468,3.18737
U926,C,10,H,4,25,90.75,99.51,17178,3.18777
U926,C,10,H,4,28,90.78,99.54,13970,3.18896
U926,C,10,H,4,30,90.8,99.56,14657,3.18975
U926,C,10,H,4,32,90.82,99.58,13246,3.19054
U926,C,10,H,4,34,90.84,99.6,11392,3.19133
U926,C,10,H,4,37,90.87,99.63,12710,3.19252
U926,C,10,H,4,38,90.88,99.64,12205,3.19291
U926,C,10,H,4,41,90.91,99.67,10636,3.1941
U926,C,10,H,4,42,90.92,99.68,10567,3.19449
U926,C,10,H,4,44,90.94,99.7,10824,3.19529
U926,C,10,H,4,46,90.96,99.72,11031,3.19608
U926,C,10,H,4,48,90.98,99.74,10779,3.19687
U926,C,10,H,4,51,91.01,99.77,9727,3.19806
U926,C,10,H,4,52,91.02,99.78,10029,3.19845
U926,C,10,H,4,54,91.04,99.8,10704,3.19924
U926,C,10,H,4,56,91.06,99.82,10789,3.20003
U926,C,10,H,4,58,91.08,99.84,11778,3.20082
U926,C,10,H,4,61,91.11,99.87,12415,3.20201
U926,C,10,H,4,62,91.12,99.88,13402,3.20241
U926,C,10,H,4,64,91.14,99.9,12806,3.2032
U926,C,10,H,4,66,91.16,99.92,12094,3.20399
U926,C,10,H,4,68,91.18,99.94,14754,3.20478
U926,C,10,H,4,70,91.2,99.96,14940,3.20557
U926,C,10,H,4,72,91.22,99.98,14279,3.20636
U926,C,10,H,4,74,91.24,100,13678,3.20715
U926,C,10,H,4,76,91.26,100.02,12845,3.20794
U926,C,10,H,4,78,91.28,100.04,11468,3.20874
U926,C,10,H,4,80,91.3,100.06,11009,3.20953
U926,C,10,H,4,82,91.32,100.08,10666,3.21032
U926,C,10,H,4,83,91.33,100.09,14567,3.21071
U926,C,10,H,4,86,91.36,100.12,13510,3.2119
U926,C,10,H,4,88,91.38,100.14,14447,3.21269
U926,C,10,H,4,90,91.4,100.16,14421,3.21348
U926,C,10,H,4,92,91.42,100.18,14470,3.21427
U926,C,10,H,4,94,91.44,100.2,12325,3.21507
U926,C,10,H,4,95,91.45,100.21,13404,3.21546
U926,C,10,H,4,98,91.48,100.24,15657,3.21665
U926,C,10,H,4,100,91.5,100.26,16718,3.21744
U926,C,10,H,4,102,91.52,100.28,14274,3.21823
U926,C,10,H,4,104,91.54,100.3,19003,3.21902
U926,C,10,H,4,106,91.56,100.32,20153,3.21981
U926,C,10,H,4,108,91.58,100.34,18893,3.2206
U926,C,10,H,4,110,91.6,100.36,18430,3.22133
U926,C,10,H,4,112,91.62,100.38,19221,3.222
U926,C,10,H,4,114,91.64,100.4,19103,3.22267
U926,C,10,H,4,115,91.65,100.41,18758,3.223
U926,C,10,H,4,118,91.68,100.44,19021,3.224
U926,C,10,H,4,120,91.7,100.46,16327,3.22467
U926,C,10,H,4,123,91.73,100.49,15272,3.22567
U926,C,10,H,4,124,91.74,100.5,15198,3.226
U926,C,10,H,4,126,91.76,100.52,15124,3.22667
U926,C,10,H,4,129,91.79,100.55,13870,3.22767
U926,C,10,H,4,130,91.8,100.56,14231,3.228
U926,C,10,H,4,133,91.83,100.59,14591,3.229
U926,C,10,H,4,134,91.84,100.6,14756,3.22933
U926,C,10,H,4,136,91.86,100.62,14705,3.23
U926,C,10,H,4,138,91.88,100.64,14472,3.23067
U926,C,10,H,4,139,91.89,100.65,15400,3.231
U926,C,10,H,4,142,91.92,100.68,14514,3.232
U926,C,10,H,4,145,91.95,100.71,15576,3.233
U926,C,10,H,4,146,91.96,100.72,14937,3.23333
U926,C,10,H,4,148,91.98,100.74,14695,3.234
U926,C,10,H,5,2,92.02,100.78,14399,3.23533
U926,C,10,H,5,4,92.04,100.8,12872,3.236
U926,C,10,H,5,6,92.06,100.82,12093,3.23667
U926,C,10,H,5,7,92.07,100.83,11812,3.237
U926,C,10,H,5,10,92.1,100.86,11941,3.238
U926,C,10,H,5,12,92.12,100.88,12621,3.23867
U926,C,10,H,5,14,92.14,100.9,11627,3.23923
U926,C,10,H,5,15,92.15,100.91,12207,3.23946
U926,C,10,H,5,17,92.17,100.93,11700,3.23992
U926,C,10,H,5,21,92.21,100.97,11300,3.24084
U926,C,10,H,5,22,92.22,100.98,11813,3.24107
U926,C,10,H,5,25,92.25,101.01,11418,3.24176
U926,C,10,H,5,26,92.26,101.02,11745,3.24199
U926,C,10,H,5,28,92.28,101.04,11381,3.24245
U926,C,10,H,5,31,92.31,101.07,11289,3.24314
U926,C,10,H,5,32,92.32,101.08,10358,3.24337
U926,C,10,H,5,34,92.34,101.1,11422,3.24383
U926,C,10,H,5,37,92.37,101.13,11924,3.24452
U926,C,10,H,5,38,92.38,101.14,12148,3.24475
U926,C,10,H,5,41,92.41,101.17,11504,3.24544
U926,C,10,H,5,42,92.42,101.18,10439,3.24567
U926,C,10,H,5,43,92.43,101.19,10227,3.2459
U926,C,10,H,5,46,92.46,101.22,10270,3.24659
U926,C,10,H,5,47,92.47,101.23,11266,3.24682
U926,C,10,H,5,50,92.5,101.26,12695,3.24751
U926,C,10,H,5,52,92.52,101.28,12364,3.24797
U926,C,10,H,5,55,92.55,101.31,13752,3.24866
U926,C,10,H,5,57,92.57,101.33,13763,3.24911
U926,C,10,H,5,59,92.59,101.35,13768,3.24957
U926,C,10,H,5,60,92.6,101.36,14016,3.2498
U926,C,10,H,5,64,92.64,101.4,14040,3.25072
U926,C,10,H,5,66,92.66,101.42,14996,3.25118
U926,C,10,H,5,68,92.68,101.44,14834,3.25164
U926,C,10,H,5,69,92.69,101.45,16139,3.25187
U926,C,10,H,5,73,92.73,101.49,15353,3.25279
U926,C,10,H,5,75,92.75,101.51,14669,3.25325
U926,C,10,H,5,76,92.76,101.52,14973,3.25348
U926,C,10,H,5,78,92.78,101.54,16944,3.25394
U926,C,10,H,5,79,92.79,101.55,17903,3.25417
U926,C,10,H,5,82,92.82,101.58,19857,3.25486
U926,C,10,H,5,84,92.84,101.6,19888,3.25532
U926,C,10,H,5,87,92.87,101.63,19375,3.25601
U926,C,10,H,5,88,92.88,101.64,20278,3.25624
U926,C,10,H,5,90,92.9,101.66,19466,3.2567
U926,C,10,H,5,92,92.92,101.68,20181,3.25716
U926,C,10,H,5,94,92.94,101.7,22082,3.25762
U926,C,10,H,5,96,92.96,101.72,21379,3.25808
U926,C,10,H,5,98,92.98,101.74,21987,3.25854
U926,C,10,H,5,99,92.99,101.75,22425,3.25877
U926,C,10,H,5,102,93.02,101.78,21137,3.25956
U926,C,10,H,5,104,93.04,101.8,22727,3.26013
U926,C,10,H,5,106,93.06,101.82,22719,3.26069
U926,C,10,H,5,107,93.07,101.83,21702,3.26097
U926,C,10,H,5,110,93.1,101.86,21557,3.26181
U926,C,10,H,5,112,93.12,101.88,21703,3.26237
U926,C,10,H,5,116,93.16,101.92,21317,3.2635
U926,C,10,H,5,118,93.18,101.94,24909,3.26406
U926,C,10,H,5,120,93.2,101.96,23475,3.26463
U926,C,10,H,5,122,93.22,101.98,24376,3.26519
U926,C,10,H,5,124,93.24,102,21290,3.26575
U926,C,10,H,5,126,93.26,102.02,18006,3.26631
U926,C,10,H,5,128,93.28,102.04,18341,3.26688
U926,C,10,H,5,131,93.31,102.07,16945,3.26772
U926,C,10,H,5,132,93.32,102.08,18498,3.268
U926,C,10,H,5,134,93.34,102.1,21482,3.26856
U926,C,10,H,5,136,93.36,102.12,20157,3.26912
U926,C,10,H,5,138,93.38,102.14,24116,3.26969
U926,C,10,H,5,139,93.39,102.15,22695,3.26997
U926,C,10,H,5,142,93.42,102.18,24469,3.27081
U926,C,10,H,5,144,93.44,102.2,26590,3.27137
U926,C,10,H,5,146,93.46,102.22,27751,3.27194
U926,C,10,H,5,148,93.48,102.24,29298,3.2725
U926,C,10,H,6,3,93.53,102.29,31709,3.27391
U926,C,10,H,6,4,93.54,102.3,28779,3.27419
U926,C,10,H,6,6,93.56,102.32,28851,3.27475
U926,C,10,H,6,8,93.58,102.34,26580,3.27531
U926,C,10,H,6,10,93.6,102.36,28287,3.27588
U926,C,10,H,6,12,93.62,102.38,26842,3.27644
U926,C,10,H,6,14,93.64,102.4,26361,3.277
U926,C,10,H,6,16,93.66,102.42,23308,3.27756
U926,C,10,H,6,17,93.67,102.43,23412,3.27784
U926,C,10,H,6,20,93.7,102.46,24662,3.27869
U926,C,10,H,6,23,93.73,102.49,22864,3.27953
U926,C,10,H,6,24,93.74,102.5,23066,3.27981
U926,C,10,H,6,26,93.76,102.52,24212,3.28038
U926,C,10,H,6,28,93.78,102.54,24322,3.28094
U926,C,10,H,6,30,93.8,102.56,23090,3.2815
U926,C,10,H,6,33,93.83,102.59,23139,3.28234
U926,C,10,H,6,34,93.84,102.6,22832,3.28262
U926,C,10,H,6,37,93.87,102.63,21805,3.28347
U926,C,10,H,6,38,93.88,102.64,22552,3.28375
U926,C,10,H,6,40,93.9,102.66,23686,3.28431
U926,C,10,H,6,41,93.91,102.67,21640,3.28459
U926,C,10,H,6,45,93.95,102.71,18505,3.28572
U926,C,10,H,6,46,93.96,102.72,19752,3.286
