U926S_RSC_Site,U926S_RSC_Hole,U926S_RSC_Core,U926S_RSC_Type,U926S_RSC_Section,U926S_RSC_Interval,U926S_RSC_CSF,U926S_RSC_CCSF,U926S_RSC_LStar,U926S_RSC_AStar,U926S_RSC_BStar
U926,C,7,H,5,115,64.65,69.95,58.58,1.42,1.52
U926,C,7,H,5,120,64.7,70,57.91,1.81,2.1
U926,C,7,H,5,125,64.75,70.05,56.89,1.66,1.26
U926,C,7,H,5,130,64.8,70.1,56.19,1.47,0.81
U926,C,7,H,5,135,64.85,70.15,59.48,1.49,1.48
U926,C,7,H,5,140,64.9,70.2,57.63,1.69,1.27
U926,C,7,H,5,145,64.95,70.25,58.42,1.84,1.88
U926,C,7,H,5,150,65,70.3,59.01,1.79,1.93
U926,C,7,H,6,5,65.05,70.35,59.91,1.73,2.04
U926,C,7,H,6,10,65.1,70.4,62.35,1.65,2.39
U926,C,7,H,6,15,65.15,70.45,63.31,1.77,3.27
U926,C,7,H,6,20,65.2,70.5,64.3,1.78,3.44
U926,C,7,H,6,25,65.25,70.55,63.31,1.64,3.33
U926,C,7,H,6,30,65.3,70.6,63.62,1.77,3.77
U926,C,7,H,6,35,65.35,70.65,64.44,1.73,3.28
U926,C,7,H,6,40,65.4,70.7,65.02,1.58,3.44
U926,C,7,H,6,45,65.45,70.75,62.69,1.36,3.02
U926,C,7,H,6,50,65.5,70.8,61.91,1.32,2.48
U926,C,7,H,6,55,65.55,70.85,60.49,1.44,2.41
U926,C,7,H,6,60,65.6,70.9,60.05,1.87,3.4
U926,C,7,H,6,65,65.65,70.95,59.85,1.8,3.02
U926,C,7,H,6,70,65.7,71,60.11,1.73,2.71
U926,C,7,H,6,75,65.75,71.05,61.12,2.12,3.9
U926,C,7,H,6,80,65.8,71.1,60.99,2.08,4.33
U926,C,7,H,6,85,65.85,71.15,61.52,2.32,4.18
U926,C,7,H,6,90,65.9,71.2,59.61,2.4,4.66
U926,C,7,H,6,95,65.95,71.25,61.21,2.31,3.76
U926,C,7,H,6,100,66,71.3,58.82,2.58,3.89
U926,C,7,H,6,105,66.05,71.35,56.46,2.43,3.1
U926,C,7,H,6,110,66.1,71.4,60.5,2.29,3.45
U926,A,8,H,2,80,63.3,71.45,56.29,1.87,6.48
U926,A,8,H,2,85,63.35,71.5,47.65,0.85,1.12
U926,A,8,H,2,90,63.4,71.55,53.32,2.27,5.83
U926,A,8,H,2,95,63.45,71.6,54.63,2.12,5.84
U926,A,8,H,2,100,63.5,71.65,55.54,1.77,5
U926,A,8,H,2,105,63.55,71.7,57.1,1.75,5.54
U926,A,8,H,2,110,63.6,71.75,57.17,1.88,6.05
U926,A,8,H,2,115,63.65,71.8,57.05,1.63,5.33
U926,A,8,H,2,120,63.7,71.85,58.95,1.47,5.64
U926,A,8,H,2,125,63.75,71.9,59.02,1.36,5.59
U926,A,8,H,2,130,63.8,71.95,59.55,1.52,5.43
U926,A,8,H,2,135,63.85,72,62.29,1.26,6.76
U926,A,8,H,2,140,63.9,72.05,62.26,1.52,6.72
U926,A,8,H,2,145,63.95,72.1,61.5,1.47,6.22
U926,A,8,H,3,5,64.05,72.2,56.74,0.68,4.02
U926,A,8,H,3,10,64.1,72.25,57.09,0.89,4.76
U926,A,8,H,3,15,64.15,72.3,55.02,1.01,4.99
U926,A,8,H,3,20,64.2,72.35,57.57,1.62,6.43
U926,A,8,H,3,25,64.25,72.4,56.25,1.61,7.19
U926,A,8,H,3,30,64.3,72.45,56.57,1.45,6.85
U926,A,8,H,3,35,64.35,72.5,48.65,0.82,2.14
U926,A,8,H,3,40,64.4,72.55,56.5,1.89,6.51
U926,A,8,H,3,45,64.45,72.6,58.41,1.65,6.34
U926,A,8,H,3,50,64.5,72.65,59.57,1.7,6.14
U926,A,8,H,3,55,64.55,72.7,60,1.49,6.18
U926,A,8,H,3,60,64.6,72.75,56.63,1.11,4.8
U926,A,8,H,3,65,64.65,72.8,54.05,0.99,4.16
U926,A,8,H,3,70,64.7,72.85,52.15,0.68,3.01
U926,A,8,H,3,75,64.75,72.9,54.83,1.43,4.4
U926,A,8,H,3,80,64.8,72.95,56.05,1.99,5.54
U926,A,8,H,3,85,64.85,73,56.9,1.87,6.02
U926,A,8,H,3,90,64.9,73.05,57.88,1.59,5.85
U926,A,8,H,3,95,64.95,73.1,57.75,1.74,5.87
U926,A,8,H,3,100,65,73.15,59.59,1.41,6.12
U926,A,8,H,3,105,65.05,73.2,61.17,1.39,6.04
U926,A,8,H,3,110,65.1,73.25,62.96,1.21,6.37
U926,A,8,H,3,115,65.15,73.3,65.6,1.16,6.61
U926,A,8,H,3,120,65.2,73.35,64.91,1.21,6.76
U926,A,8,H,3,125,65.25,73.4,62.68,1.62,7.57
U926,A,8,H,3,130,65.3,73.45,57.31,1.7,7.21
U926,A,8,H,3,135,65.35,73.5,53.87,0.83,4.43
U926,A,8,H,3,140,65.4,73.55,55.3,1.49,6.08
U926,A,8,H,3,145,65.45,73.6,57.74,1.52,6.53
U926,A,8,H,4,5,65.55,73.7,57.72,2.08,7.84
U926,A,8,H,4,10,65.6,73.75,58.9,2,7.33
U926,A,8,H,4,15,65.65,73.8,56.32,1.94,6.86
U926,A,8,H,4,20,65.7,73.85,55.76,2.03,5.98
U926,A,8,H,4,25,65.75,73.9,55.44,1.49,6.03
U926,A,8,H,4,30,65.8,73.95,56.47,1.62,6.49
U926,A,8,H,4,35,65.85,74,57.42,1.52,5.9
U926,A,8,H,4,40,65.9,74.05,58.63,1.67,6.59
U926,A,8,H,4,45,65.95,74.1,59.85,1.98,7.15
U926,A,8,H,4,50,66,74.15,59.95,1.92,7.37
U926,A,8,H,4,55,66.05,74.2,61.04,1.82,7.41
U926,A,8,H,4,60,66.1,74.25,59.77,1.89,6.63
U926,A,8,H,4,65,66.15,74.3,59.64,1.83,6.85
U926,A,8,H,4,70,66.2,74.35,59.9,1.94,7.48
U926,A,8,H,4,75,66.25,74.4,60.54,1.76,6.99
U926,A,8,H,4,80,66.3,74.45,59.55,1.54,6.68
U926,A,8,H,4,85,66.35,74.5,59.61,1.26,6.44
U926,A,8,H,4,90,66.4,74.55,58.64,1.57,6.68
U926,A,8,H,4,95,66.45,74.6,60.55,1.56,6.82
U926,A,8,H,4,100,66.5,74.65,62.55,1.65,7.71
U926,A,8,H,4,105,66.55,74.7,62.05,1.85,8.36
U926,A,8,H,4,110,66.6,74.75,61.01,1.64,7.9
U926,A,8,H,4,115,66.65,74.8,60.64,2.29,8.21
U926,A,8,H,4,120,66.7,74.85,57.34,1.85,7.36
U926,A,8,H,4,125,66.75,74.9,56.24,1.71,6.34
U926,A,8,H,4,130,66.8,74.95,58.63,1.7,7.13
U926,A,8,H,4,135,66.85,75,58.46,1.93,7.37
U926,A,8,H,4,140,66.9,75.05,58.55,2.32,8.16
U926,A,8,H,4,145,66.95,75.1,58.92,2.27,8.93
U926,A,8,H,5,5,67.05,75.2,61.26,1.91,9.01
U926,A,8,H,5,10,67.1,75.25,60.54,1.85,8.21
U926,A,8,H,5,15,67.15,75.3,61.9,1.89,8.16
U926,A,8,H,5,20,67.2,75.35,62.52,1.6,7.15
U926,A,8,H,5,25,67.25,75.4,61.93,2.01,7.43
U926,A,8,H,5,30,67.3,75.45,62.81,1.78,8.49
U926,A,8,H,5,35,67.35,75.5,60.79,1.89,7.73
U926,A,8,H,5,40,67.4,75.55,60.76,2.17,8.31
U926,A,8,H,5,45,67.45,75.6,58.99,2.11,8.35
U926,A,8,H,5,50,67.5,75.65,58.56,2.43,8.48
U926,A,8,H,5,55,67.55,75.7,58.98,2.38,8
U926,A,8,H,5,60,67.6,75.75,58.65,2.3,7.13
U926,A,8,H,5,65,67.65,75.8,56.77,2.78,8.26
U926,A,8,H,5,70,67.7,75.85,55.83,2.78,8.07
U926,A,8,H,5,75,67.75,75.9,54.55,2.63,7.51
U926,A,8,H,5,80,67.8,75.95,54.69,2.69,7.67
U926,A,8,H,5,85,67.85,76,56.02,3.13,9.05
U926,A,8,H,5,90,67.9,76.05,55.72,3.24,9.95
U926,A,8,H,5,95,67.95,76.1,56.98,2.97,8.03
U926,A,8,H,5,100,68,76.15,56.79,2.71,7.2
U926,A,8,H,5,105,68.05,76.2,55.44,2.66,6.71
U926,A,8,H,5,110,68.1,76.25,56.27,2.64,7.02
U926,A,8,H,5,115,68.15,76.3,57.3,2.36,6.88
U926,A,8,H,5,120,68.2,76.35,56.38,1.83,5.6
U926,A,8,H,5,125,68.25,76.4,49.88,1.11,2.31
U926,C,8,H,2,140,69.9,76.48,62.45,2.48,4.03
U926,C,8,H,3,5,70.05,76.63,63.86,2.24,3.79
U926,C,8,H,3,10,70.1,76.68,64.93,2.19,3.96
U926,C,8,H,3,15,70.15,76.73,64.56,2.21,3.73
U926,C,8,H,3,20,70.2,76.78,64.74,2.19,3.81
U926,C,8,H,3,25,70.25,76.83,64.52,2.29,4.37
U926,C,8,H,3,30,70.3,76.88,64.57,2.18,4.31
U926,C,8,H,3,35,70.35,76.93,64.19,2.23,4.12
U926,C,8,H,3,40,70.4,76.98,63.04,2.58,4.21
U926,C,8,H,3,45,70.45,77.03,64.37,2.4,4.41
U926,C,8,H,3,50,70.5,77.08,63.32,2.58,4.26
U926,C,8,H,3,55,70.55,77.13,62.62,2.76,4.25
U926,C,8,H,3,60,70.6,77.18,62.26,2.92,4.31
U926,C,8,H,3,65,70.65,77.23,60.54,2.53,3.83
U926,C,8,H,3,70,70.7,77.28,61.61,2.78,4.54
U926,C,8,H,3,75,70.75,77.33,59.82,3.21,4.25
U926,C,8,H,3,80,70.8,77.38,59.81,2.19,2.3
U926,C,8,H,3,85,70.85,77.43,57.66,2.29,2.17
U926,C,8,H,3,90,70.9,77.48,57.82,2.7,3.13
U926,C,8,H,3,95,70.95,77.53,60,2.61,2.86
U926,C,8,H,3,100,71,77.58,59.41,2.42,2.87
U926,C,8,H,3,105,71.05,77.63,59.76,2.49,3.2
U926,C,8,H,3,110,71.1,77.68,60.96,2.61,3.71
U926,C,8,H,3,115,71.15,77.73,63.38,2.46,3.8
U926,C,8,H,3,120,71.2,77.78,63.74,2.48,4.29
U926,C,8,H,3,125,71.25,77.83,62.71,2.45,3.34
U926,C,8,H,3,130,71.3,77.88,62.24,2.45,4.25
U926,C,8,H,3,135,71.35,77.93,62.21,2.37,4.05
U926,C,8,H,3,140,71.4,77.98,62.34,2.5,3.74
U926,C,8,H,3,145,71.45,78.03,61.57,2.7,4.54
U926,C,8,H,4,5,71.55,78.13,60.11,2.91,3.78
U926,C,8,H,4,10,71.6,78.18,58.61,2.3,2.43
U926,C,8,H,4,15,71.65,78.23,59.15,3.22,4.08
U926,C,8,H,4,20,71.7,78.28,58.07,2.89,2.45
U926,C,8,H,4,25,71.75,78.33,58.79,3.23,3.57
U926,C,8,H,4,30,71.8,78.38,58.37,3.43,3.47
U926,C,8,H,4,35,71.85,78.43,58.19,3.29,3.31
U926,C,8,H,4,40,71.9,78.48,58.71,3.26,3.26
U926,C,8,H,4,45,71.95,78.53,59.76,3.12,2.99
U926,C,8,H,4,50,72,78.58,59.85,3,3.3
U926,C,8,H,4,55,72.05,78.63,59.21,3.06,2.8
U926,C,8,H,4,60,72.1,78.68,56.93,3.27,2.95
U926,C,8,H,4,65,72.15,78.73,44.87,1.61,-6.27
U926,C,8,H,4,70,72.2,78.78,59.74,3.09,2.8
U926,C,8,H,4,75,72.25,78.83,60.29,2.7,2.52
U926,C,8,H,4,80,72.3,78.88,60.64,2.37,2.68
U926,C,8,H,4,85,72.35,78.93,59.7,2.46,2.49
U926,C,8,H,4,90,72.4,78.98,61.54,2.17,2.64
U926,C,8,H,4,95,72.45,79.03,61.72,2.01,2.07
U926,C,8,H,4,100,72.5,79.08,61.94,2.15,2.45
U926,C,8,H,4,105,72.55,79.13,63.15,2.2,2.91
U926,C,8,H,4,110,72.6,79.18,66.05,2.05,3.85
U926,C,8,H,4,115,72.65,79.23,67.09,1.97,3.76
U926,C,8,H,4,120,72.7,79.28,68.13,2.04,4.74
U926,C,8,H,4,125,72.75,79.33,67.56,1.92,4.22
U926,C,8,H,4,130,72.8,79.38,67.43,2.06,4.2
U926,C,8,H,4,135,72.85,79.43,66.19,2.31,3.89
U926,C,8,H,4,140,72.9,79.48,64.61,2.63,4.05
U926,C,8,H,4,145,72.95,79.53,66.22,2.21,2.85
U926,C,8,H,5,5,73.05,79.63,62.68,2.37,3.15
U926,C,8,H,5,10,73.1,79.68,60.7,2.28,2.67
U926,C,8,H,5,15,73.15,79.73,59.94,2.27,2.21
U926,C,8,H,5,20,73.2,79.78,59.99,2.38,2.56
U926,C,8,H,5,25,73.25,79.83,60.16,2.13,2.35
U926,C,8,H,5,30,73.3,79.88,60.71,2.06,2.58
U926,C,8,H,5,35,73.35,79.93,59.94,2.1,2.87
U926,C,8,H,5,40,73.4,79.98,62.8,1.94,3.47
U926,C,8,H,5,45,73.45,80.03,60.32,1.77,1.97
U926,C,8,H,5,50,73.5,80.08,62.24,2.18,3.84
U926,C,8,H,5,55,73.55,80.13,62.56,1.96,3.39
U926,C,8,H,5,60,73.6,80.18,62,1.73,3.03
U926,C,8,H,5,65,73.65,80.23,62.23,1.6,2.34
U926,C,8,H,5,70,73.7,80.28,62.38,1.79,2.59
U926,C,8,H,5,75,73.75,80.33,63.55,1.8,2.59
U926,C,8,H,5,80,73.8,80.38,60.98,2.05,2.59
U926,C,8,H,5,85,73.85,80.43,61.37,2.06,2.53
U926,C,8,H,5,90,73.9,80.48,62.45,2.21,2.72
U926,C,8,H,5,95,73.95,80.53,61.14,2.18,2.24
U926,C,8,H,5,100,74,80.58,61.62,2.35,2.88
U926,C,8,H,5,105,74.05,80.63,61.26,2.08,2.25
U926,C,8,H,5,110,74.1,80.68,62.53,2.09,2.73
U926,C,8,H,5,115,74.15,80.73,63.69,1.93,3.6
U926,C,8,H,5,120,74.2,80.78,65.9,1.7,3.75
U926,C,8,H,5,125,74.25,80.83,67.28,1.7,4.45
U926,C,8,H,5,130,74.3,80.88,67.96,1.64,4.63
U926,C,8,H,5,135,74.35,80.93,66.94,1.75,4.66
U926,C,8,H,5,140,74.4,80.98,66.45,1.74,4.41
U926,C,8,H,5,145,74.45,81.03,64.53,1.71,4.1
U926,C,8,H,6,5,74.55,81.13,61.94,1.59,2.78
U926,C,8,H,6,10,74.6,81.18,61.81,1.84,2.98
U926,C,8,H,6,15,74.65,81.23,61.68,1.86,3.2
U926,A,9,H,1,120,71.7,81.3,54.58,1.26,5.52
U926,A,9,H,1,125,71.75,81.35,42.44,0.27,-1.16
U926,A,9,H,1,130,71.8,81.4,55.72,1.25,5.26
U926,A,9,H,1,135,71.85,81.45,57.77,1.31,5.43
U926,A,9,H,1,140,71.9,81.5,56.26,1.25,4.93
U926,A,9,H,1,145,71.95,81.55,58.18,1.5,5.78
U926,A,9,H,2,5,72.05,81.65,59.51,1.25,6.06
U926,A,9,H,2,10,72.1,81.7,61.63,1.01,5.84
U926,A,9,H,2,15,72.15,81.75,61.97,1.51,5.67
U926,A,9,H,2,20,72.2,81.8,63.2,1.55,6.01
U926,A,9,H,2,25,72.25,81.85,61.82,1.45,6
U926,A,9,H,2,30,72.3,81.9,61.21,1.24,5.81
U926,A,9,H,2,35,72.35,81.95,59.49,1.21,5.13
U926,A,9,H,2,40,72.4,82,56.81,0.74,3.45
U926,A,9,H,2,45,72.45,82.05,59.97,1.18,5.28
U926,A,9,H,2,50,72.5,82.1,61.59,1.13,5.34
U926,A,9,H,2,55,72.55,82.15,61.8,1.67,6.4
U926,A,9,H,2,60,72.6,82.2,60.64,1.51,6.4
U926,A,9,H,2,65,72.65,82.25,61.99,1.63,6.64
U926,A,9,H,2,70,72.7,82.3,61.47,1.71,6.16
U926,A,9,H,2,75,72.75,82.35,61.55,1.43,6.31
U926,A,9,H,2,80,72.8,82.4,61.46,1.56,6.27
U926,A,9,H,2,85,72.85,82.45,62.92,1.63,7.36
U926,A,9,H,2,90,72.9,82.5,62.31,1.47,7.26
U926,A,9,H,2,95,72.95,82.55,60.5,1.42,5.68
U926,A,9,H,2,100,73,82.6,52.21,0.39,0.3
U926,A,9,H,2,105,73.05,82.65,64.27,1.46,7.29
U926,A,9,H,2,110,73.1,82.7,63.51,1.69,7.61
U926,A,9,H,2,115,73.15,82.75,62.89,1.88,7.34
U926,A,9,H,2,120,73.2,82.8,60.25,1.72,6.88
U926,A,9,H,2,125,73.25,82.85,58.61,1.28,6.28
U926,A,9,H,2,130,73.3,82.9,57.08,1.4,5.76
U926,A,9,H,2,135,73.35,82.95,58.11,1.56,6.27
U926,A,9,H,2,140,73.4,83,57.49,1.56,6.19
U926,A,9,H,2,145,73.45,83.05,58.65,1.67,6.66
U926,A,9,H,3,5,73.55,83.15,58.35,1.39,7.49
U926,A,9,H,3,10,73.6,83.2,58.11,1.3,6.72
U926,A,9,H,3,15,73.65,83.25,58.34,1.78,7.38
U926,A,9,H,3,20,73.7,83.3,61.32,1.63,7.36
U926,A,9,H,3,25,73.75,83.35,60.91,1.49,7.06
U926,A,9,H,3,30,73.8,83.4,61.48,1.47,7.92
U926,A,9,H,3,35,73.85,83.45,61.82,1.4,7.31
U926,A,9,H,3,40,73.9,83.5,64.08,1.51,7.22
U926,A,9,H,3,45,73.95,83.55,64.26,1.33,7.93
U926,A,9,H,3,50,74,83.6,64.51,1.2,7.78
U926,A,9,H,3,55,74.05,83.65,62.89,1.3,7.75
U926,A,9,H,3,60,74.1,83.7,62.71,1.34,7.13
U926,A,9,H,3,65,74.15,83.75,61.46,1.37,8.03
U926,A,9,H,3,70,74.2,83.8,59.75,1.47,7.26
U926,A,9,H,3,75,74.25,83.85,61.11,1.77,7.99
U926,A,9,H,3,80,74.3,83.9,61.22,1.69,8.6
U926,A,9,H,3,85,74.35,83.95,60.58,1.82,8.69
U926,A,9,H,3,90,74.4,84,59.98,1.89,8.69
U926,A,9,H,3,95,74.45,84.05,60.17,1.91,9.09
U926,A,9,H,3,100,74.5,84.1,60.55,1.99,8.98
U926,A,9,H,3,105,74.55,84.15,61.2,2.11,9.05
U926,A,9,H,3,110,74.6,84.2,59.75,1.96,8.93
U926,A,9,H,3,115,74.65,84.25,59.92,1.8,8.53
U926,A,9,H,3,120,74.7,84.3,58.9,1.75,8.39
U926,A,9,H,3,125,74.75,84.35,59.21,1.83,8.82
U926,A,9,H,3,130,74.8,84.4,59.69,2.01,8.57
U926,A,9,H,3,135,74.85,84.45,60.49,1.81,8.8
U926,A,9,H,3,140,74.9,84.5,61.34,1.78,8.69
U926,A,9,H,4,5,75.05,84.65,61.51,1.91,8.63
U926,A,9,H,4,10,75.1,84.7,59.55,2.05,9.4
U926,A,9,H,4,15,75.15,84.75,58.85,2.06,9.81
U926,A,9,H,4,20,75.2,84.8,58.12,2.01,8.72
U926,A,9,H,4,25,75.25,84.85,57.47,2.09,8.91
U926,A,9,H,4,30,75.3,84.9,58.7,2.01,8.69
U926,A,9,H,4,35,75.35,84.95,59.28,2.02,8.67
U926,A,9,H,4,40,75.4,85,59.57,2.26,7.4
U926,A,9,H,4,45,75.45,85.05,59.32,2.31,8.73
U926,A,9,H,4,50,75.5,85.1,58.55,2.26,9.17
U926,A,9,H,4,55,75.55,85.15,59.26,2.18,8.5
U926,A,9,H,4,60,75.6,85.2,59.2,2.08,9.2
U926,A,9,H,4,65,75.65,85.25,59.5,2.05,8.81
U926,A,9,H,4,70,75.7,85.3,59.01,2.03,9.14
U926,A,9,H,4,75,75.75,85.35,56.68,2.48,7.9
U926,A,9,H,4,80,75.8,85.4,59.21,2.58,7.96
U926,A,9,H,4,85,75.85,85.45,58.79,2.52,7.88
U926,A,9,H,4,90,75.9,85.5,58.28,2.25,7.14
U926,A,9,H,4,95,75.95,85.55,58.87,1.6,5.73
U926,C,9,H,1,105,77.55,85.58,59.87,2.54,2.72
U926,C,9,H,1,110,77.6,85.63,60.31,2.69,2.79
U926,C,9,H,1,115,77.65,85.68,59.25,2.83,2.35
U926,C,9,H,1,120,77.7,85.73,60.55,3.09,3.25
U926,C,9,H,1,125,77.75,85.78,62.43,3.05,3.93
U926,C,9,H,1,130,77.8,85.83,62.9,2.8,3.95
U926,C,9,H,1,135,77.85,85.88,63.4,2.34,3.69
U926,C,9,H,1,140,77.9,85.93,63.52,1.99,2.64
U926,C,9,H,1,145,77.95,85.98,63.48,1.97,4.04
U926,C,9,H,2,5,78.05,86.08,67.67,1.55,4.13
U926,C,9,H,2,10,78.1,86.13,66.22,1.63,3.53
U926,C,9,H,2,15,78.15,86.18,66.37,1.65,3.84
U926,C,9,H,2,20,78.2,86.23,66.74,1.72,4.16
U926,C,9,H,2,25,78.25,86.28,67.24,1.58,4.22
U926,C,9,H,2,30,78.3,86.33,68.16,1.44,4.42
U926,C,9,H,2,35,78.35,86.38,67.27,1.62,3.9
U926,C,9,H,2,40,78.4,86.43,68.63,1.51,4.45
U926,C,9,H,2,45,78.45,86.48,67.14,1.5,4.36
U926,C,9,H,2,50,78.5,86.53,69.31,1.59,4.68
U926,C,9,H,2,55,78.55,86.58,68.38,1.61,4.51
U926,C,9,H,2,60,78.6,86.63,68.83,1.6,4.52
U926,C,9,H,2,65,78.65,86.68,68.08,1.68,3.85
U926,C,9,H,2,70,78.7,86.73,67.8,1.56,4.05
U926,C,9,H,2,75,78.75,86.78,67.39,1.67,4.27
U926,C,9,H,2,80,78.8,86.83,65.49,1.78,3.64
U926,C,9,H,2,85,78.85,86.88,65.27,1.75,3.45
U926,C,9,H,2,90,78.9,86.93,64.67,1.67,3.37
U926,C,9,H,2,95,78.95,86.98,63.5,1.7,2.81
U926,C,9,H,2,100,79,87.03,63.57,1.71,3.26
U926,C,9,H,2,105,79.05,87.08,63.9,1.78,3.09
U926,C,9,H,2,110,79.1,87.13,63.58,1.9,3.07
U926,C,9,H,2,115,79.15,87.18,60.26,1.97,2.88
U926,C,9,H,2,120,79.2,87.23,62.17,1.77,2.4
U926,C,9,H,2,125,79.25,87.28,63.03,1.84,3.82
U926,C,9,H,2,130,79.3,87.33,64.69,1.86,4.16
U926,C,9,H,2,135,79.35,87.38,66.14,1.71,4.51
U926,C,9,H,2,140,79.4,87.43,65.89,1.9,4.08
U926,C,9,H,2,145,79.45,87.48,67.34,1.67,3.63
U926,C,9,H,3,5,79.55,87.58,66.39,1.85,4.14
U926,C,9,H,3,10,79.6,87.63,64.12,2.27,2.69
U926,C,9,H,3,15,79.65,87.68,64.73,2.07,4.1
U926,C,9,H,3,20,79.7,87.73,65.18,2.11,3.87
U926,C,9,H,3,25,79.75,87.78,67.02,1.81,4.51
U926,C,9,H,3,30,79.8,87.83,65.87,1.73,4.15
U926,C,9,H,3,35,79.85,87.88,66.78,1.79,4.58
U926,C,9,H,3,40,79.9,87.93,66.31,1.93,4.39
U926,C,9,H,3,45,79.95,87.98,67.19,1.9,4.32
U926,C,9,H,3,50,80,88.03,65.27,1.99,4.66
U926,C,9,H,3,55,80.05,88.08,64.25,2.02,3.85
U926,C,9,H,3,60,80.1,88.13,62.51,2,3.08
U926,C,9,H,3,65,80.15,88.18,62.78,2.31,3.92
U926,C,9,H,3,70,80.2,88.23,60.19,1.73,1.89
U926,C,9,H,3,75,80.25,88.28,63.42,2.31,4.07
U926,C,9,H,3,80,80.3,88.33,63.19,2.3,4.04
U926,C,9,H,3,85,80.35,88.38,64.85,2.25,4.98
U926,C,9,H,3,90,80.4,88.43,66.02,2.18,4.79
U926,C,9,H,3,95,80.45,88.48,65.66,2.25,4.8
U926,C,9,H,3,100,80.5,88.53,66.35,2.22,5.04
U926,C,9,H,3,105,80.55,88.58,67.48,2.04,5.52
U926,C,9,H,3,110,80.6,88.63,67.94,2.03,4.94
U926,C,9,H,3,115,80.65,88.68,67.75,1.75,4.78
U926,C,9,H,3,120,80.7,88.73,66.53,1.7,3.87
U926,C,9,H,3,125,80.75,88.78,68.56,1.4,4.52
U926,C,9,H,3,130,80.8,88.83,68.36,1.34,4.43
U926,C,9,H,3,135,80.85,88.88,66.5,1.56,3.73
U926,C,9,H,3,140,80.9,88.93,65.75,1.74,2.89
U926,C,9,H,3,145,80.95,88.98,64.53,1.76,3
U926,C,9,H,3,150,81,89.03,86.76,2.31,-6.78
U926,C,9,H,4,5,81.05,89.08,64.62,2.08,4.03
U926,C,9,H,4,10,81.1,89.13,64.53,2.21,4.74
U926,C,9,H,4,15,81.15,89.18,64.91,2.17,4.12
U926,C,9,H,4,20,81.2,89.23,64.56,2.08,4.88
U926,C,9,H,4,25,81.25,89.28,65.23,2.05,4.87
U926,C,9,H,4,30,81.3,89.33,64.78,1.92,4.83
U926,C,9,H,4,35,81.35,89.38,64.97,1.81,4.3
U926,C,9,H,4,40,81.4,89.43,64.23,1.98,4.94
U926,C,9,H,4,45,81.45,89.48,64.17,1.95,4.32
U926,C,9,H,4,50,81.5,89.53,63.1,2.09,3.41
U926,C,9,H,4,55,81.55,89.58,63.99,2.26,4.26
U926,C,9,H,4,60,81.6,89.63,64.53,1.97,3.56
U926,C,9,H,4,65,81.65,89.68,63.76,2.27,3.9
U926,C,9,H,4,70,81.7,89.73,64.29,2.21,4.05
U926,C,9,H,4,75,81.75,89.78,65.68,2.07,4.16
U926,C,9,H,4,80,81.8,89.83,65.73,2.07,3.8
U926,C,9,H,4,85,81.85,89.88,65.6,1.97,3.77
U926,C,9,H,4,90,81.9,89.93,66.79,1.58,4.49
U926,C,9,H,4,95,81.95,89.98,66.99,1.5,4
U926,C,9,H,4,100,82,90.03,66.82,1.49,3.8
U926,C,9,H,4,105,82.05,90.08,65.01,1.85,2.74
U926,C,9,H,4,110,82.1,90.13,66.31,1.5,3.06
U926,C,9,H,4,115,82.15,90.18,64.59,1.75,3.83
U926,C,9,H,4,120,82.2,90.23,64.39,1.98,3.47
U926,C,9,H,4,125,82.25,90.28,62.81,2.07,2.87
U926,C,9,H,4,130,82.3,90.33,62.68,2.17,3.11
U926,C,9,H,4,135,82.35,90.38,63.17,2.25,3.44
U926,C,9,H,4,140,82.4,90.43,62.36,2.21,3.73
U926,C,9,H,4,145,82.45,90.48,62.8,2.2,3.78
U926,C,9,H,5,5,82.55,90.58,65.58,1.78,3.64
U926,C,9,H,5,10,82.6,90.63,65.78,1.79,3.89
U926,C,9,H,5,15,82.65,90.68,64.84,1.78,3.38
U926,C,9,H,5,20,82.7,90.73,66.61,1.61,3.65
U926,C,9,H,5,25,82.75,90.78,67.11,1.48,3.62
U926,C,9,H,5,30,82.8,90.83,68.45,1.34,4.03
U926,C,9,H,5,35,82.85,90.88,67.89,1.48,4.02
U926,C,9,H,5,40,82.9,90.93,66.76,1.71,3.77
U926,C,9,H,5,45,82.95,90.98,65.42,1.77,3.73
U926,C,9,H,5,50,83,91.03,64.16,2.11,3.04
U926,C,9,H,5,55,83.05,91.08,64.41,2.14,3.73
U926,C,9,H,5,60,83.1,91.13,55.25,1.11,-2.79
U926,C,9,H,5,65,83.15,91.18,61.22,1.89,1.89
U926,C,9,H,5,70,83.2,91.23,63.95,2.11,3.54
U926,C,9,H,5,75,83.25,91.28,64.22,2.02,3.14
U926,C,9,H,5,80,83.3,91.33,63.83,2.1,3.41
U926,C,9,H,5,85,83.35,91.38,63.99,1.76,3.74
U926,C,9,H,5,90,83.4,91.43,65.33,1.64,3.34
U926,C,9,H,5,95,83.45,91.48,66.02,1.62,4.13
U926,C,9,H,5,100,83.5,91.53,66.2,1.66,3.92
U926,C,9,H,5,105,83.55,91.58,64.37,1.91,3.85
U926,C,9,H,5,110,83.6,91.63,63.38,1.88,2.4
U926,C,9,H,5,115,83.65,91.68,64.53,1.65,3.02
U926,C,9,H,5,120,83.7,91.73,62.34,1.67,2.01
U926,C,9,H,5,125,83.75,91.78,62.29,1.68,2.45
