U926S_RSC_Site,U926S_RSC_Hole,U926S_RSC_Core,U926S_RSC_Type,U926S_RSC_Section,U926S_RSC_Interval,U926S_RSC_CSF,U926S_RSC_CCSF,U926S_RSC_LStar,U926S_RSC_AStar,U926S_RSC_BStar
U926,B,1,H,1,5,0.05,0.05,45.99,4.19,7.01
U926,B,1,H,1,10,0.1,0.1,56.46,4.97,10.14
U926,B,1,H,1,15,0.15,0.15,59.7,5.52,12.65
U926,B,1,H,1,20,0.2,0.2,59.6,5.71,12.94
U926,B,1,H,1,25,0.25,0.25,57.36,7.04,14.28
U926,B,1,H,1,30,0.3,0.3,56.68,7.32,12.66
U926,B,1,H,1,35,0.35,0.35,54.59,7.74,13.34
U926,B,1,H,1,40,0.4,0.4,54.25,7.52,12.18
U926,B,1,H,1,45,0.45,0.45,50.71,7.59,11.55
U926,B,1,H,1,50,0.5,0.5,48.96,8.24,11.71
U926,B,1,H,1,55,0.55,0.55,46.39,6.34,7.99
U926,B,1,H,1,60,0.6,0.6,48.94,7.07,10.62
U926,B,1,H,1,65,0.65,0.65,47.66,6.9,9.75
U926,B,1,H,1,70,0.7,0.7,52.19,7.45,12.05
U926,B,1,H,1,75,0.75,0.75,51.84,7.8,12.59
U926,B,1,H,1,80,0.8,0.8,50.54,7.84,11.68
U926,B,1,H,1,85,0.85,0.85,53.42,7.63,12.48
U926,B,1,H,1,90,0.9,0.9,50.51,7.63,11.37
U926,B,1,H,1,95,0.95,0.95,52.23,5.92,10.51
U926,B,1,H,1,100,1,1,53.62,6.2,12.19
U926,B,1,H,1,105,1.05,1.05,53.81,6.06,12.65
U926,B,1,H,1,110,1.1,1.1,53.92,6.96,13.73
U926,B,1,H,1,115,1.15,1.15,54.54,4.87,10.7
U926,B,1,H,1,120,1.2,1.2,54.33,4.69,10.43
U926,B,1,H,1,125,1.25,1.25,54.64,4.65,11.1
U926,B,1,H,1,130,1.3,1.3,54.26,5.01,11.81
U926,B,1,H,1,135,1.35,1.35,55.61,4.76,11.46
U926,B,1,H,1,140,1.4,1.4,55.8,5.6,12.8
U926,B,1,H,1,145,1.45,1.45,54.21,5.03,11.48
U926,B,1,H,1,150,1.5,1.5,55.2,5.26,12.05
U926,B,1,H,2,5,1.55,1.55,54.7,5.33,10.49
U926,B,1,H,2,10,1.6,1.6,53.97,5.94,11.69
U926,B,1,H,2,15,1.65,1.65,54.48,5.75,12.03
U926,B,1,H,2,20,1.7,1.7,54.14,5.38,9.79
U926,B,1,H,2,25,1.75,1.75,53.45,5.52,11.19
U926,B,1,H,2,30,1.8,1.8,56.14,4.92,9.31
U926,B,1,H,2,35,1.85,1.85,55.12,5.39,11.05
U926,B,1,H,2,40,1.9,1.9,55.88,5.55,10.27
U926,B,1,H,2,45,1.95,1.95,54.6,5.68,10.34
U926,B,1,H,2,50,2,2,53.88,6.13,11.15
U926,B,1,H,2,55,2.05,2.05,55.01,5.84,11.76
U926,B,1,H,2,60,2.1,2.1,54.79,5.64,11.88
U926,B,1,H,2,65,2.15,2.15,55.86,4.73,10.79
U926,B,1,H,2,70,2.2,2.2,56.79,4.99,10.24
U926,B,1,H,2,75,2.25,2.25,54.94,4.93,10.53
U926,B,1,H,2,80,2.3,2.3,55.31,5.09,10.12
U926,B,1,H,2,85,2.35,2.35,54.37,5.28,11.57
U926,B,1,H,2,90,2.4,2.4,56.13,5.4,11.14
U926,B,1,H,2,95,2.45,2.45,55.03,5.68,10.92
U926,B,1,H,2,100,2.5,2.5,54.82,5.15,9.52
U926,B,1,H,2,105,2.55,2.55,54.62,5.64,9.97
U926,B,1,H,2,110,2.6,2.6,52.3,5.68,10.86
U926,B,1,H,2,115,2.65,2.65,52.93,4.8,9.43
U926,B,1,H,2,120,2.7,2.7,51.19,5.28,10.23
U926,B,1,H,2,125,2.75,2.75,50.97,3.69,6.76
U926,B,1,H,2,130,2.8,2.8,53.03,5.27,10.39
U926,B,1,H,2,135,2.85,2.85,53.07,4.74,9.61
U926,B,1,H,2,140,2.9,2.9,52.95,4.22,8.29
U926,B,1,H,2,145,2.95,2.95,56.35,4.34,9.63
U926,B,1,H,2,150,3,3,53.58,4.57,10.27
U926,B,1,H,3,5,3.05,3.05,55.77,4.36,9.2
U926,B,1,H,3,10,3.1,3.1,55.09,4,8.75
U926,B,1,H,3,15,3.15,3.15,55.74,4.02,8.49
U926,B,1,H,3,20,3.2,3.2,55.54,4.06,9.42
U926,B,1,H,3,25,3.25,3.25,58.05,3.36,10.03
U926,B,1,H,3,30,3.3,3.3,58.55,3.16,8.81
U926,B,1,H,3,35,3.35,3.35,57.8,3.64,9.44
U926,B,1,H,3,40,3.4,3.4,58.03,3.4,8.08
U926,B,1,H,3,45,3.45,3.45,56.4,3.75,7.8
U926,B,1,H,3,50,3.5,3.5,53.5,4.89,10.33
U926,B,1,H,3,55,3.55,3.55,54.93,5.1,10.13
U926,B,1,H,3,60,3.6,3.6,56.59,4.78,10.67
U926,B,1,H,3,65,3.65,3.65,54.63,4.54,10.94
U926,B,1,H,3,70,3.7,3.7,56.62,4.48,9.84
U926,B,1,H,3,75,3.75,3.75,55.58,4.25,9.81
U926,B,1,H,3,80,3.8,3.8,56.07,4.43,10.34
U926,B,1,H,3,85,3.85,3.85,56.08,4.37,10.76
U926,B,1,H,3,90,3.9,3.9,55.7,4.41,10.92
U926,B,1,H,3,95,3.95,3.95,57.25,3.85,10.05
U926,B,1,H,3,100,4,4,58.75,3.57,9.75
U926,B,1,H,3,105,4.05,4.05,58.44,3.45,9.76
U926,B,1,H,3,110,4.1,4.1,59.36,3.31,9.83
U926,B,1,H,3,115,4.15,4.15,58.48,3.11,8.6
U926,B,1,H,3,120,4.2,4.2,57.02,3.32,9.22
U926,B,1,H,3,125,4.25,4.25,56.58,3.64,8.55
U926,B,1,H,3,130,4.3,4.3,56.08,3.79,8.89
U926,B,1,H,3,135,4.35,4.35,54.14,4.27,9.4
U926,B,1,H,3,140,4.4,4.4,55.14,4.25,10.67
U926,B,1,H,3,145,4.45,4.45,53.24,2.7,5.53
U926,B,1,H,3,150,4.5,4.5,52.27,3.09,6.75
U926,B,1,H,4,5,4.55,4.55,54.81,3.16,6.72
U926,B,1,H,4,10,4.6,4.6,55.01,3.57,7.63
U926,B,1,H,4,15,4.65,4.65,54.64,3.33,7.44
U926,B,1,H,4,20,4.7,4.7,56.68,4.1,9.61
U926,B,1,H,4,25,4.75,4.75,59.93,2.79,7.76
U926,B,1,H,4,30,4.8,4.8,61.41,2.85,8.14
U926,C,1,H,2,70,2.7,4.88,62.35,3.75,7.09
U926,C,1,H,2,75,2.75,4.93,59.92,4.47,8.07
U926,C,1,H,2,80,2.8,4.98,57.52,6.26,9.29
U926,C,1,H,2,85,2.85,5.03,57.65,6.06,8.22
U926,C,1,H,2,90,2.9,5.08,56.25,6.32,6.74
U926,C,1,H,2,95,2.95,5.13,55.09,6.58,8.14
U926,C,1,H,2,100,3,5.18,57.01,5.62,7.36
U926,C,1,H,2,105,3.05,5.23,56.12,5.54,7.48
U926,C,1,H,2,110,3.1,5.28,56.41,5.4,7.65
U926,C,1,H,2,115,3.15,5.33,55.38,5.36,7.21
U926,C,1,H,2,120,3.2,5.38,55.69,4.65,6.5
U926,C,1,H,2,125,3.25,5.43,55.24,3.7,4.68
U926,C,1,H,2,130,3.3,5.48,55.25,3.11,2.99
U926,C,1,H,2,135,3.35,5.53,54.54,3.14,2.75
U926,C,1,H,2,140,3.4,5.58,54.99,3.03,2.5
U926,C,1,H,2,145,3.45,5.63,54.88,3.13,2.82
U926,C,1,H,2,150,3.5,5.68,52.85,3.03,1.4
U926,C,1,H,3,5,3.55,5.73,53.08,3.27,3.26
U926,C,1,H,3,10,3.6,5.78,55.8,3.13,2.89
U926,C,1,H,3,15,3.65,5.83,55.23,3.4,3.94
U926,C,1,H,3,20,3.7,5.88,55.23,3.3,3.78
U926,C,1,H,3,25,3.75,5.93,56.16,2.93,2.75
U926,C,1,H,3,30,3.8,5.98,54.6,3.42,3.97
U926,C,1,H,3,35,3.85,6.03,54.85,3.58,3.99
U926,C,1,H,3,40,3.9,6.08,55.88,3.97,4.46
U926,C,1,H,3,45,3.95,6.13,55.49,4.52,6.04
U926,C,1,H,3,50,4,6.18,54.44,4.4,4.59
U926,C,1,H,3,55,4.05,6.23,55.05,3.59,4.42
U926,C,1,H,3,60,4.1,6.28,55.01,3.52,3.9
U926,C,1,H,3,65,4.15,6.33,54.93,3.52,3.58
U926,C,1,H,3,70,4.2,6.38,55.71,2.61,2.28
U926,C,1,H,3,75,4.25,6.43,54.13,2.79,3.51
U926,C,1,H,3,80,4.3,6.48,53.14,2.35,0.96
U926,C,1,H,3,85,4.35,6.53,56.45,2.65,3.59
U926,C,1,H,3,90,4.4,6.58,55.61,2.63,3.58
U926,C,1,H,3,95,4.45,6.63,56.78,2.77,3.8
U926,C,1,H,3,100,4.5,6.68,56.52,2.61,3.8
U926,C,1,H,3,105,4.55,6.73,55.48,2.63,3.82
U926,C,1,H,3,110,4.6,6.78,57.08,2.66,3.24
U926,C,1,H,3,115,4.65,6.83,55.32,2.69,2.99
U926,C,1,H,3,120,4.7,6.88,56.69,2.51,2.94
U926,C,1,H,3,125,4.75,6.93,56.32,2.48,3.34
U926,C,1,H,3,130,4.8,6.98,54.82,2.37,2.21
U926,C,1,H,3,135,4.85,7.03,55.8,2.35,3.23
U926,C,1,H,3,140,4.9,7.08,56.46,2.63,3.26
U926,C,1,H,3,145,4.95,7.13,57.96,2.36,2.45
U926,C,1,H,3,150,5,7.18,56.11,2.57,3.18
U926,C,1,H,4,5,5.05,7.23,55.67,2.2,1.79
U926,C,1,H,4,10,5.1,7.28,55.97,1.81,1.68
U926,C,1,H,4,15,5.15,7.33,56.71,2.15,2
U926,C,1,H,4,20,5.2,7.38,57.08,1.96,1.59
U926,C,1,H,4,25,5.25,7.43,54.9,1.79,1.23
U926,C,1,H,4,30,5.3,7.48,56.31,2.03,1.9
U926,C,1,H,4,35,5.35,7.53,55.99,2.16,1.84
U926,C,1,H,4,40,5.4,7.58,54.43,2.13,1.32
U926,C,1,H,4,45,5.45,7.63,56.65,2.02,1.47
U926,C,1,H,4,50,5.5,7.68,56.52,1.77,1.6
U926,C,1,H,4,55,5.55,7.73,53.21,1.85,-0.34
U926,C,1,H,4,60,5.6,7.78,59.92,1.55,2.14
U926,C,1,H,4,65,5.65,7.83,60.27,1.46,2.58
U926,C,1,H,4,70,5.7,7.88,60.48,1.63,3.01
U926,C,1,H,4,75,5.75,7.93,60.11,1.89,3.03
U926,C,1,H,4,80,5.8,7.98,59.01,1.95,3.04
U926,C,1,H,4,85,5.85,8.03,56.78,2.48,3.51
U926,C,1,H,4,90,5.9,8.08,56.89,2.84,4.13
U926,C,1,H,4,95,5.95,8.13,57.79,3.1,4.25
U926,C,1,H,4,100,6,8.18,58.46,3.15,5.55
U926,C,1,H,4,105,6.05,8.23,58.82,3.07,5.63
U926,C,1,H,4,110,6.1,8.28,59.37,2.9,4.9
U926,C,1,H,4,115,6.15,8.33,59.59,3.31,6.51
U926,C,1,H,4,120,6.2,8.38,61.19,2.92,4.86
U926,C,1,H,4,125,6.25,8.43,61.03,2.8,4.63
U926,C,1,H,4,130,6.3,8.48,60.97,2.39,5.28
U926,C,1,H,4,135,6.35,8.53,61.44,2.03,4.39
U926,C,1,H,4,140,6.4,8.58,61.9,1.98,4.22
U926,C,1,H,4,145,6.45,8.63,59.87,2.36,5.39
U926,C,1,H,4,150,6.5,8.68,59.29,2.8,5.82
U926,C,1,H,5,5,6.55,8.73,56.87,3.97,6.8
U926,C,1,H,5,10,6.6,8.78,55.43,4.02,6.56
U926,C,1,H,5,15,6.65,8.83,56.81,3.83,5.81
U926,C,1,H,5,20,6.7,8.88,56.03,3.49,5.48
U926,C,1,H,5,25,6.75,8.93,56.64,3.96,6.14
U926,C,1,H,5,30,6.8,8.98,58.29,4,5.87
U926,C,1,H,5,35,6.85,9.03,55.46,4.08,4.19
U926,C,1,H,5,40,6.9,9.08,56.75,4.18,3.92
U926,C,1,H,5,45,6.95,9.13,56.93,3.29,3.82
U926,C,1,H,5,50,7,9.18,54.07,2.97,1.68
U926,C,1,H,5,55,7.05,9.23,58.33,3.16,3.92
U926,C,1,H,5,60,7.1,9.28,59.96,2.65,3.79
U926,C,1,H,5,65,7.15,9.33,59.46,2.33,2.87
U926,C,1,H,5,70,7.2,9.38,62.37,1.85,2.75
U926,C,1,H,5,75,7.25,9.43,62.81,2.09,4.07
U926,C,1,H,5,80,7.3,9.48,61.91,2.48,4.82
U926,C,1,H,5,85,7.35,9.53,59.41,3.09,5.74
U926,C,1,H,5,90,7.4,9.58,57.57,4.3,7.74
U926,C,1,H,5,95,7.45,9.63,58.1,3.32,5.58
U926,C,1,H,5,100,7.5,9.68,56.74,4.4,7.5
U926,C,1,H,5,105,7.55,9.73,58.77,3.66,6.42
U926,C,1,H,5,110,7.6,9.78,58.41,3.89,5.31
U926,C,1,H,5,115,7.65,9.83,57.44,3.99,6.12
U926,C,1,H,5,120,7.7,9.88,57.59,3.64,5.37
U926,C,1,H,5,125,7.75,9.93,58.36,2.91,3.83
U926,C,1,H,5,130,7.8,9.98,58.73,2.64,3.86
U926,C,1,H,5,135,7.85,10.03,55.93,2.02,1.43
U926,C,1,H,5,140,7.9,10.08,56.8,2.33,2.57
U926,C,1,H,5,145,7.95,10.13,55.65,1.91,0.44
U926,C,1,H,5,150,8,10.18,56.98,2.34,2.56
U926,C,1,H,6,5,8.05,10.23,58.36,2.42,2.97
U926,C,1,H,6,10,8.1,10.28,57.82,2.79,4
U926,C,1,H,6,15,8.15,10.33,59.14,2.69,4.05
U926,C,1,H,6,20,8.2,10.38,57.28,2.85,2.82
U926,C,1,H,6,25,8.25,10.43,58.83,2.58,4.37
U926,C,1,H,6,30,8.3,10.48,57.48,2.57,3.34
U926,C,1,H,6,35,8.35,10.53,57.23,2.92,3.51
U926,C,1,H,6,40,8.4,10.58,55.51,2.69,2.12
U926,C,1,H,6,45,8.45,10.63,56.44,2.5,2.05
U926,C,1,H,6,50,8.5,10.68,55.9,2.55,1.76
U926,C,1,H,6,55,8.55,10.73,56.79,2.66,3.11
U926,C,1,H,6,60,8.6,10.78,55.54,2.36,1.64
U926,C,1,H,6,65,8.65,10.83,56.3,2.7,2.15
U926,C,1,H,6,70,8.7,10.88,55.74,2.75,2.05
U926,C,1,H,6,75,8.75,10.93,55.9,2.93,3.08
U926,C,1,H,6,80,8.8,10.98,55.08,2.73,2.47
U926,C,1,H,6,85,8.85,11.03,55.89,2.92,3.18
U926,C,1,H,6,90,8.9,11.08,57.73,2.69,3.25
U926,C,1,H,6,95,8.95,11.13,57.29,2.88,3.88
U926,B,2,H,2,125,9.75,11.2,55.66,1.82,6.75
U926,B,2,H,2,130,9.8,11.25,57.05,1.43,6.79
U926,B,2,H,2,135,9.85,11.3,56.99,1.41,6.74
U926,B,2,H,2,140,9.9,11.35,57.91,1.59,7.64
U926,B,2,H,2,145,9.95,11.4,56.64,1.82,7.78
U926,B,2,H,2,150,10,11.45,57.08,2.03,7.3
U926,B,2,H,3,5,10.05,11.5,57.06,2.55,7.88
U926,B,2,H,3,10,10.1,11.55,55.5,2.84,9.76
U926,B,2,H,3,15,10.15,11.6,54.01,2.85,8.7
U926,B,2,H,3,20,10.2,11.65,53.64,2.65,8.28
U926,B,2,H,3,25,10.25,11.7,54.85,2.53,8.45
U926,B,2,H,3,30,10.3,11.75,53.62,2.85,7.96
U926,B,2,H,3,35,10.35,11.8,51.28,2.83,7.23
U926,B,2,H,3,40,10.4,11.85,54.52,2.43,7.31
U926,B,2,H,3,45,10.45,11.9,55.25,2.29,6.39
U926,B,2,H,3,50,10.5,11.95,54.78,2.27,5.98
U926,B,2,H,3,55,10.55,12,54.52,2.1,5.81
U926,B,2,H,3,60,10.6,12.05,54.2,2.13,4.9
U926,B,2,H,3,65,10.65,12.1,53.43,2.39,5.41
U926,B,2,H,3,70,10.7,12.15,54.62,1.71,4.35
U926,B,2,H,3,75,10.75,12.2,55.6,1.54,5.37
U926,B,2,H,3,80,10.8,12.25,57.11,1.42,5.99
U926,B,2,H,3,85,10.85,12.3,56.71,1.66,5.91
U926,B,2,H,3,90,10.9,12.35,56.01,1.59,5.33
U926,B,2,H,3,95,10.95,12.4,55.31,2.03,5.46
U926,B,2,H,3,100,11,12.45,53.59,2.3,5.69
U926,B,2,H,3,105,11.05,12.5,54.69,2.98,7.5
U926,B,2,H,3,110,11.1,12.55,57.19,2.65,7.8
U926,B,2,H,3,115,11.15,12.6,61.34,2.36,8.79
U926,B,2,H,3,120,11.2,12.65,62.07,2.21,7.81
U926,B,2,H,3,125,11.25,12.7,63.67,2.04,7.99
U926,B,2,H,3,130,11.3,12.75,64.99,1.45,7.57
U926,B,2,H,3,135,11.35,12.8,65.95,1.19,7.47
U926,B,2,H,3,140,11.4,12.85,64.39,1.77,8.21
U926,B,2,H,3,145,11.45,12.9,64.15,2.22,9
U926,B,2,H,3,150,11.5,12.95,60.61,3.26,11.29
U926,B,2,H,4,5,11.55,13,55.83,4,11.08
U926,B,2,H,4,10,11.6,13.05,54.62,5.27,11.76
U926,B,2,H,4,15,11.65,13.1,53.68,5.05,11.39
U926,B,2,H,4,20,11.7,13.15,54.46,4.48,10.44
U926,B,2,H,4,25,11.75,13.2,52.49,4.55,10.25
U926,B,2,H,4,30,11.8,13.25,53.09,3.26,7.58
U926,B,2,H,4,35,11.85,13.3,50.59,3.39,8.5
U926,B,2,H,4,40,11.9,13.35,52.68,2.83,6.97
U926,B,2,H,4,45,11.95,13.4,52.42,1.71,4.2
U926,B,2,H,4,50,12,13.45,54.53,2.74,6.34
U926,B,2,H,4,55,12.05,13.5,53.24,2.55,5.21
U926,B,2,H,4,60,12.1,13.55,54.87,2.37,6.41
U926,B,2,H,4,65,12.15,13.6,54.15,2.64,5.91
U926,B,2,H,4,70,12.2,13.65,54.05,2.74,6.15
U926,B,2,H,4,75,12.25,13.7,54.84,2.64,6.19
U926,B,2,H,4,80,12.3,13.75,52.94,2.44,6.03
U926,B,2,H,4,85,12.35,13.8,53.02,2.63,5.86
U926,B,2,H,4,90,12.4,13.85,53.45,2.3,5.52
U926,B,2,H,4,95,12.45,13.9,53,2.38,5.04
U926,B,2,H,4,100,12.5,13.95,53.26,2.42,5.3
U926,B,2,H,4,105,12.55,14,53.11,2,5.76
U926,B,2,H,4,110,12.6,14.05,53.01,2.31,6.18
U926,B,2,H,4,115,12.65,14.1,51.64,2.22,6.2
U926,B,2,H,4,120,12.7,14.15,52.51,2.37,6.12
U926,B,2,H,4,125,12.75,14.2,52.44,2.31,5.89
U926,B,2,H,4,130,12.8,14.25,52.63,2.5,6.55
U926,B,2,H,4,135,12.85,14.3,52.38,1.98,5.32
U926,B,2,H,4,140,12.9,14.35,53.25,2.32,5.69
U926,B,2,H,4,145,12.95,14.4,53.65,2.31,6.04
U926,B,2,H,4,150,13,14.45,51.57,2.78,6.43
U926,B,2,H,5,5,13.05,14.5,56.64,2.3,7.01
U926,B,2,H,5,10,13.1,14.55,53.36,1.97,6.23
U926,B,2,H,5,15,13.15,14.6,51.93,1.85,5.49
U926,B,2,H,5,20,13.2,14.65,54.16,1.89,5.6
U926,B,2,H,5,25,13.25,14.7,55.58,2.11,5.66
U926,B,2,H,5,30,13.3,14.75,57.68,1.82,6.61
U926,B,2,H,5,35,13.35,14.8,57.1,1.76,6.51
U926,B,2,H,5,40,13.4,14.85,57.49,1.8,6.35
U926,B,2,H,5,45,13.45,14.9,58.26,1.74,6.15
U926,B,2,H,5,50,13.5,14.95,56.49,1.49,5.23
U926,B,2,H,5,55,13.55,15,53.46,2.32,5.71
U926,B,2,H,5,60,13.6,15.05,55.21,1.99,5.7
U926,B,2,H,5,65,13.65,15.1,55.55,1.41,4.4
U926,B,2,H,5,70,13.7,15.15,54.26,1.37,4.88
U926,B,2,H,5,75,13.75,15.2,51.56,1.32,3.6
U926,B,2,H,5,80,13.8,15.25,51.88,2.27,4.89
U926,B,2,H,5,85,13.85,15.3,56.47,2.01,5.93
U926,C,2,H,2,45,11.95,15.36,60.64,2.17,4.14
U926,C,2,H,2,50,12,15.41,61.38,2.29,4.94
U926,C,2,H,2,55,12.05,15.46,63.05,2.07,4.93
U926,C,2,H,2,60,12.1,15.51,63.3,1.57,2.52
U926,C,2,H,2,65,12.15,15.56,66.65,1.36,4.15
U926,C,2,H,2,70,12.2,15.61,65.44,1.29,4.71
U926,C,2,H,2,75,12.25,15.66,64.81,1.33,4.91
U926,C,2,H,2,80,12.3,15.71,62.85,1.72,4.81
U926,C,2,H,2,85,12.35,15.76,62.42,1.65,5.7
U926,C,2,H,2,90,12.4,15.81,62.33,2.13,6.54
U926,C,2,H,2,95,12.45,15.86,62.17,2.84,7.69
U926,C,2,H,2,100,12.5,15.91,60.25,3.86,7.93
U926,C,2,H,2,105,12.55,15.96,57.18,5.17,8.92
U926,C,2,H,2,110,12.6,16.01,57.03,4.95,8.6
U926,C,2,H,2,115,12.65,16.06,57.62,4.19,7.07
U926,C,2,H,2,120,12.7,16.11,56.66,4.04,6.78
U926,C,2,H,2,125,12.75,16.16,53.96,3.97,6.3
U926,C,2,H,2,130,12.8,16.21,54.66,2.11,1.46
U926,C,2,H,2,135,12.85,16.26,56.52,2.36,1.6
U926,C,2,H,2,140,12.9,16.31,54.69,2.29,0.77
U926,C,2,H,2,145,12.95,16.36,55.19,2.28,1.32
U926,C,2,H,2,150,13,16.41,53.97,2.28,0.92
U926,C,2,H,3,5,13.05,16.46,55.61,2.13,1.14
U926,C,2,H,3,10,13.1,16.51,56.52,2.12,1.79
U926,C,2,H,3,15,13.15,16.56,52.25,1.97,0.42
U926,C,2,H,3,20,13.2,16.61,56.9,2.06,1.84
U926,C,2,H,3,25,13.25,16.66,59.01,2.03,2.73
U926,C,2,H,3,30,13.3,16.71,57.95,2.18,3.2
U926,C,2,H,3,35,13.35,16.76,57.93,2.31,2.99
U926,C,2,H,3,40,13.4,16.81,55.67,2.27,1.95
U926,C,2,H,3,45,13.45,16.86,56.26,1.82,1.02
U926,C,2,H,3,50,13.5,16.91,53.38,1.66,-0.58
U926,C,2,H,3,55,13.55,16.96,53.96,2.13,0.03
U926,C,2,H,3,60,13.6,17.01,54.22,1.49,-0.13
U926,C,2,H,3,65,13.65,17.06,55.03,1.38,0.05
U926,C,2,H,3,70,13.7,17.11,53.86,1.35,-0.17
U926,C,2,H,3,75,13.75,17.16,54.48,1.5,-0.13
U926,C,2,H,3,80,13.8,17.21,53.01,1.23,-1.42
U926,C,2,H,3,85,13.85,17.26,55.3,1.74,0.58
U926,C,2,H,3,90,13.9,17.31,56.47,1.46,0.78
U926,C,2,H,3,95,13.95,17.36,56.47,1.08,-0.39
U926,C,2,H,3,100,14,17.41,54.73,0.93,-1.63
U926,C,2,H,3,105,14.05,17.46,54.2,1.16,-1.01
U926,C,2,H,3,110,14.1,17.51,54.17,1.34,-0.37
U926,C,2,H,3,115,14.15,17.56,53.03,1.24,-1.18
U926,C,2,H,3,120,14.2,17.61,54.5,1.45,0.26
U926,C,2,H,3,125,14.25,17.66,57.57,1.86,2.01
U926,C,2,H,3,130,14.3,17.71,57.94,1.85,2.31
U926,C,2,H,3,135,14.35,17.76,57.33,1.86,1.68
U926,C,2,H,3,140,14.4,17.81,56.59,1.85,1.14
U926,C,2,H,3,145,14.45,17.86,52.99,1.52,-0.86
U926,C,2,H,3,150,14.5,17.91,55.07,1.92,0.87
U926,C,2,H,4,5,14.55,17.96,62.06,1.52,2.78
U926,C,2,H,4,10,14.6,18.01,63.08,1.21,2.91
U926,C,2,H,4,15,14.65,18.06,64.73,1.02,3.64
U926,C,2,H,4,20,14.7,18.11,64.03,1.21,3.7
U926,C,2,H,4,25,14.75,18.16,62.96,1.37,3.01
U926,C,2,H,4,30,14.8,18.21,61.67,1.74,4.72
U926,C,2,H,4,35,14.85,18.26,62.61,1.45,4.4
U926,C,2,H,4,40,14.9,18.31,63.14,1.52,4.28
U926,C,2,H,4,45,14.95,18.36,62.56,1.5,4.44
U926,C,2,H,4,50,15,18.41,62.1,1.48,4.13
U926,C,2,H,4,55,15.05,18.46,58.98,1.44,4.39
U926,C,2,H,4,60,15.1,18.51,59.3,1.5,4.21
U926,C,2,H,4,65,15.15,18.56,60.2,1.29,3.93
U926,C,2,H,4,70,15.2,18.61,60.84,1.68,4.81
U926,C,2,H,4,75,15.25,18.66,60.7,1.79,5.22
U926,C,2,H,4,80,15.3,18.71,60.62,1.8,4.79
U926,C,2,H,4,85,15.35,18.76,60.52,2.05,4.91
U926,C,2,H,4,90,15.4,18.81,60.4,2.22,4.61
U926,C,2,H,4,95,15.45,18.86,60.28,2.27,4.95
U926,C,2,H,4,100,15.5,18.91,59.61,2.65,5.92
U926,C,2,H,4,105,15.55,18.96,57.66,2.91,6.34
U926,C,2,H,4,110,15.6,19.01,59.07,2.35,4.26
U926,C,2,H,4,115,15.65,19.06,57.95,2.4,3.74
U926,C,2,H,4,120,15.7,19.11,57.18,2.24,1.88
U926,C,2,H,4,125,15.75,19.16,58.22,2.22,2.86
U926,C,2,H,4,130,15.8,19.21,58.85,1.9,2.77
U926,C,2,H,4,135,15.85,19.26,58.91,1.76,3.15
U926,C,2,H,4,140,15.9,19.31,57.85,1.85,3.52
U926,C,2,H,4,145,15.95,19.36,59.67,1.9,2.1
U926,C,2,H,4,150,16,19.41,59.7,2.11,3.92
U926,C,2,H,5,5,16.05,19.46,60.95,2.04,3.75
U926,C,2,H,5,10,16.1,19.51,60.03,2.01,4.2
U926,C,2,H,5,15,16.15,19.56,57.52,2.31,4.15
U926,C,2,H,5,20,16.2,19.61,56.1,2.32,3.08
U926,C,2,H,5,25,16.25,19.66,55.99,2.33,2.9
U926,C,2,H,5,30,16.3,19.71,57.05,2.27,3.27
U926,C,2,H,5,35,16.35,19.76,58.27,2.59,4.62
U926,C,2,H,5,40,16.4,19.81,59.4,2.34,3.52
U926,C,2,H,5,45,16.45,19.86,59.73,2.24,2.96
U926,C,2,H,5,50,16.5,19.91,58.38,2.33,3.42
U926,C,2,H,5,55,16.55,19.96,55.91,1.94,2
U926,C,2,H,5,60,16.6,20.01,55.72,2.21,2.38
U926,C,2,H,5,65,16.65,20.06,56.43,1.86,1.66
U926,C,2,H,5,70,16.7,20.11,57.04,2.08,2.42
U926,C,2,H,5,75,16.75,20.16,57.28,1.89,1.57
U926,C,2,H,5,80,16.8,20.21,57.3,1.93,2.14
U926,C,2,H,5,85,16.85,20.26,58.23,1.62,0.96
U926,C,2,H,5,90,16.9,20.31,58.14,1.55,0.82
U926,C,2,H,5,95,16.95,20.36,57.16,1.53,1.08
U926,C,2,H,5,100,17,20.41,57.16,1.46,1.29
U926,C,2,H,5,105,17.05,20.46,56.88,1.27,0.89
U926,C,2,H,5,110,17.1,20.51,56.66,1.41,0
U926,C,2,H,5,115,17.15,20.56,52.69,1.25,-1.04
U926,C,2,H,5,120,17.2,20.61,54.94,2.04,0.96
U926,C,2,H,5,125,17.25,20.66,59.85,2.08,2.6
U926,C,2,H,5,130,17.3,20.71,60.5,2.19,3.82
U926,C,2,H,5,135,17.35,20.76,62.14,2.06,4.01
U926,C,2,H,5,140,17.4,20.81,60.96,1.84,2.62
U926,C,2,H,5,145,17.45,20.86,62.08,1.93,3.66
U926,C,2,H,5,150,17.5,20.91,61.42,1.76,3.27
U926,C,2,H,6,5,17.55,20.96,60.98,1.77,3.38
U926,C,2,H,6,10,17.6,21.01,60.09,1.97,3.32
U926,C,2,H,6,15,17.65,21.06,54.74,2.29,2.47
U926,C,2,H,6,20,17.7,21.11,56.38,2.4,3.43
U926,C,2,H,6,25,17.75,21.16,56.61,3.22,4.23
