U926S_MS_Site,U926S_MS_Hole,U926S_MS_Core,U926S_MS_Type,U926S_MS_Section,U926S_MS_Interval,U926S_MS_CSF,U926S_MS_CCSF,U926S_MS_MS
926,C,7,H,6,6,65.065,70.365,16
926,C,7,H,6,10,65.096,70.396,17
926,C,7,H,6,12,65.125,70.425,15
926,C,7,H,6,16,65.155,70.455,15
926,C,7,H,6,18,65.185,70.485,13
926,C,7,H,6,22,65.215,70.515,12
926,C,7,H,6,24,65.245,70.545,12
926,C,7,H,6,28,65.275,70.575,11
926,C,7,H,6,30,65.305,70.605,13
926,C,7,H,6,34,65.336,70.636,11
926,C,7,H,6,37,65.366,70.666,9
926,C,7,H,6,40,65.395,70.695,13
926,C,7,H,6,43,65.426,70.726,12
926,C,7,H,6,46,65.455,70.755,13
926,C,7,H,6,48,65.485,70.785,16
926,C,7,H,6,52,65.516,70.816,13
926,C,7,H,6,55,65.546,70.846,17
926,C,7,H,6,58,65.577,70.877,16
926,C,7,H,6,60,65.605,70.905,14
926,C,7,H,6,64,65.636,70.936,16
926,C,7,H,6,67,65.666,70.966,14
926,C,7,H,6,70,65.695,70.995,14
926,C,7,H,6,72,65.725,71.025,13
926,C,7,H,6,76,65.755,71.055,14
926,C,7,H,6,78,65.785,71.085,17
926,C,7,H,6,82,65.816,71.116,16
926,C,7,H,6,84,65.845,71.145,14
926,C,7,H,6,88,65.875,71.175,15
926,C,7,H,6,90,65.905,71.205,16
926,C,7,H,6,94,65.936,71.236,16
926,C,7,H,6,96,65.965,71.265,20
926,C,7,H,6,100,65.996,71.296,22
926,C,7,H,6,102,66.025,71.325,19
926,C,7,H,6,106,66.056,71.356,21
926,C,7,H,6,108,66.085,71.385,20
926,C,7,H,6,112,66.115,71.415,21
926,A,8,H,2,79,63.29,71.44,18
926,A,8,H,2,84,63.34,71.49,22
926,A,8,H,2,89,63.39,71.54,23
926,A,8,H,2,94,63.441,71.591,21
926,A,8,H,2,99,63.492,71.642,17
926,A,8,H,2,104,63.541,71.691,13
926,A,8,H,2,109,63.591,71.741,13
926,A,8,H,2,114,63.64,71.79,13
926,A,8,H,2,119,63.69,71.84,14
926,A,8,H,2,124,63.74,71.89,11
926,A,8,H,2,129,63.791,71.941,10
926,A,8,H,2,134,63.84,71.99,10
926,A,8,H,2,139,63.891,72.041,9
926,A,8,H,2,144,63.942,72.092,10
926,A,8,H,3,4,64.042,72.192,9
926,A,8,H,3,9,64.091,72.241,11
926,A,8,H,3,14,64.141,72.291,13
926,A,8,H,3,19,64.19,72.34,11
926,A,8,H,3,24,64.24,72.39,15
926,A,8,H,3,29,64.29,72.44,14
926,A,8,H,3,34,64.34,72.49,12
926,A,8,H,3,39,64.391,72.541,12
926,A,8,H,3,44,64.44,72.59,11
926,A,8,H,3,49,64.49,72.64,9
926,A,8,H,3,54,64.541,72.691,10
926,A,8,H,3,59,64.59,72.74,11
926,A,8,H,3,64,64.64,72.79,16
926,A,8,H,3,69,64.691,72.841,21
926,A,8,H,3,74,64.742,72.892,17
926,A,8,H,3,79,64.791,72.941,11
926,A,8,H,3,84,64.84,72.99,11
926,A,8,H,3,89,64.891,73.041,10
926,A,8,H,3,94,64.941,73.091,8
926,A,8,H,3,99,64.991,73.141,8
926,A,8,H,3,104,65.04,73.19,8
926,A,8,H,3,109,65.09,73.24,6
926,A,8,H,3,114,65.14,73.29,2
926,A,8,H,3,119,65.19,73.34,2
926,A,8,H,3,124,65.24,73.39,7
926,A,8,H,3,129,65.291,73.441,10
926,A,8,H,3,134,65.34,73.49,15
926,A,8,H,3,139,65.39,73.54,14
926,A,8,H,3,144,65.441,73.591,19
926,A,8,H,4,4,65.543,73.693,13
926,A,8,H,4,9,65.59,73.74,15
926,A,8,H,4,14,65.641,73.791,18
926,A,8,H,4,19,65.69,73.84,19
926,A,8,H,4,24,65.74,73.89,17
926,A,8,H,4,29,65.79,73.94,19
926,A,8,H,4,34,65.84,73.99,14
926,A,8,H,4,39,65.89,74.04,16
926,A,8,H,4,44,65.94,74.09,12
926,A,8,H,4,49,65.99,74.14,11
926,A,8,H,4,54,66.041,74.191,11
926,A,8,H,4,59,66.09,74.24,11
926,A,8,H,4,64,66.14,74.29,10
926,A,8,H,4,69,66.191,74.341,12
926,A,8,H,4,74,66.24,74.39,14
926,A,8,H,4,79,66.291,74.441,14
926,A,8,H,4,84,66.341,74.491,11
926,A,8,H,4,89,66.39,74.54,12
926,A,8,H,4,94,66.441,74.591,11
926,A,8,H,4,99,66.491,74.641,11
926,A,8,H,4,104,66.541,74.691,13
926,A,8,H,4,109,66.591,74.741,15
926,A,8,H,4,114,66.64,74.79,15
926,A,8,H,4,119,66.69,74.84,17
926,A,8,H,4,124,66.74,74.89,17
926,A,8,H,4,129,66.79,74.94,15
926,A,8,H,4,134,66.84,74.99,14
926,A,8,H,4,139,66.891,75.041,14
926,A,8,H,4,144,66.941,75.091,14
926,A,8,H,5,4,67.043,75.193,12
926,A,8,H,5,9,67.091,75.241,13
926,A,8,H,5,14,67.141,75.291,11
926,A,8,H,5,19,67.19,75.34,14
926,A,8,H,5,24,67.24,75.39,12
926,A,8,H,5,29,67.29,75.44,14
926,A,8,H,5,34,67.341,75.491,11
926,A,8,H,5,39,67.39,75.54,15
926,A,8,H,5,44,67.44,75.59,14
926,A,8,H,5,49,67.49,75.64,14
926,A,8,H,5,54,67.541,75.691,16
926,A,8,H,5,59,67.59,75.74,17
926,A,8,H,5,64,67.641,75.791,23
926,A,8,H,5,69,67.69,75.84,26
926,A,8,H,5,74,67.74,75.89,26
926,A,8,H,5,79,67.791,75.941,26
926,A,8,H,5,84,67.84,75.99,24
926,A,8,H,5,89,67.891,76.041,22
926,A,8,H,5,94,67.941,76.091,22
926,A,8,H,5,99,67.991,76.141,20
926,A,8,H,5,104,68.041,76.191,24
926,A,8,H,5,109,68.091,76.241,21
926,A,8,H,5,114,68.142,76.292,22
926,A,8,H,5,119,68.19,76.34,20
926,A,8,H,5,124,68.241,76.391,20
926,C,8,H,2,136,69.855,76.435,23
926,C,8,H,2,138,69.885,76.465,18
926,C,8,H,2,142,69.915,76.495,18
926,C,8,H,2,144,69.945,76.525,14
926,C,8,H,2,148,69.975,76.555,12
926,C,8,H,3,4,70.035,76.615,10
926,C,8,H,3,6,70.065,76.645,11
926,C,8,H,3,10,70.095,76.675,8
926,C,8,H,3,12,70.125,76.705,11
926,C,8,H,3,16,70.155,76.735,6
926,C,8,H,3,18,70.185,76.765,9
926,C,8,H,3,22,70.215,76.795,10
926,C,8,H,3,24,70.245,76.825,9
926,C,8,H,3,28,70.275,76.855,12
926,C,8,H,3,30,70.305,76.885,12
926,C,8,H,3,34,70.335,76.915,11
926,C,8,H,3,36,70.365,76.945,9
926,C,8,H,3,40,70.395,76.975,12
926,C,8,H,3,42,70.425,77.005,9
926,C,8,H,3,46,70.455,77.035,11
926,C,8,H,3,48,70.485,77.065,9
926,C,8,H,3,52,70.515,77.095,10
926,C,8,H,3,54,70.545,77.125,11
926,C,8,H,3,58,70.575,77.155,8
926,C,8,H,3,60,70.605,77.185,11
926,C,8,H,3,64,70.635,77.215,14
926,C,8,H,3,66,70.665,77.245,12
926,C,8,H,3,70,70.695,77.275,16
926,C,8,H,3,72,70.725,77.305,15
926,C,8,H,3,76,70.755,77.335,19
926,C,8,H,3,78,70.785,77.365,23
926,C,8,H,3,82,70.815,77.395,22
926,C,8,H,3,84,70.845,77.425,24
926,C,8,H,3,88,70.875,77.455,20
926,C,8,H,3,90,70.905,77.485,22
926,C,8,H,3,94,70.935,77.515,22
926,C,8,H,3,96,70.965,77.545,16
926,C,8,H,3,100,70.995,77.575,18
926,C,8,H,3,102,71.025,77.605,21
926,C,8,H,3,106,71.055,77.635,22
926,C,8,H,3,108,71.085,77.665,18
926,C,8,H,3,112,71.115,77.695,13
926,C,8,H,3,114,71.145,77.725,12
926,C,8,H,3,118,71.175,77.755,9
926,C,8,H,3,120,71.205,77.785,11
926,C,8,H,3,124,71.235,77.815,14
926,C,8,H,3,127,71.27,77.85,14
926,C,8,H,3,130,71.295,77.875,11
926,C,8,H,3,132,71.325,77.905,12
926,C,8,H,3,136,71.355,77.935,12
926,C,8,H,3,138,71.385,77.965,11
926,C,8,H,3,142,71.415,77.995,13
926,C,8,H,3,144,71.445,78.025,10
926,C,8,H,3,148,71.475,78.055,11
926,C,8,H,4,4,71.535,78.115,12
926,C,8,H,4,6,71.565,78.145,14
926,C,8,H,4,10,71.595,78.175,17
926,C,8,H,4,12,71.625,78.205,15
926,C,8,H,4,16,71.655,78.235,19
926,C,8,H,4,18,71.685,78.265,23
926,C,8,H,4,22,71.715,78.295,23
926,C,8,H,4,24,71.745,78.325,20
926,C,8,H,4,28,71.775,78.355,21
926,C,8,H,4,30,71.805,78.385,21
926,C,8,H,4,34,71.835,78.415,21
926,C,8,H,4,36,71.865,78.445,27
926,C,8,H,4,40,71.895,78.475,21
926,C,8,H,4,42,71.925,78.505,22
926,C,8,H,4,46,71.955,78.535,21
926,C,8,H,4,48,71.985,78.565,21
926,C,8,H,4,52,72.015,78.595,20
926,C,8,H,4,54,72.045,78.625,19
926,C,8,H,4,58,72.075,78.655,21
926,C,8,H,4,60,72.105,78.685,24
926,C,8,H,4,64,72.135,78.715,25
926,C,8,H,4,66,72.165,78.745,29
926,C,8,H,4,70,72.195,78.775,25
926,C,8,H,4,72,72.225,78.805,20
926,C,8,H,4,76,72.255,78.835,19
926,C,8,H,4,78,72.285,78.865,18
926,C,8,H,4,82,72.315,78.895,20
926,C,8,H,4,84,72.345,78.925,20
926,C,8,H,4,88,72.375,78.955,20
926,C,8,H,4,90,72.405,78.985,13
926,C,8,H,4,94,72.435,79.015,14
926,C,8,H,4,96,72.465,79.045,11
926,C,8,H,4,100,72.495,79.075,11
926,C,8,H,4,102,72.525,79.105,13
926,C,8,H,4,106,72.555,79.135,12
926,C,8,H,4,108,72.585,79.165,9
926,C,8,H,4,112,72.615,79.195,11
926,C,8,H,4,114,72.645,79.225,9
926,C,8,H,4,118,72.676,79.256,7
926,C,8,H,4,120,72.705,79.285,10
926,C,8,H,4,124,72.735,79.315,9
926,C,8,H,4,127,72.77,79.35,9
926,C,8,H,4,130,72.795,79.375,7
926,C,8,H,4,132,72.825,79.405,7
926,C,8,H,4,136,72.855,79.435,8
926,C,8,H,4,138,72.885,79.465,10
926,C,8,H,4,142,72.915,79.495,10
926,C,8,H,4,144,72.945,79.525,12
926,C,8,H,4,148,72.975,79.555,10
926,C,8,H,5,4,73.035,79.615,15
926,C,8,H,5,6,73.065,79.645,17
926,C,8,H,5,10,73.095,79.675,16
926,C,8,H,5,12,73.125,79.705,19
926,C,8,H,5,16,73.155,79.735,16
926,C,8,H,5,18,73.185,79.765,21
926,C,8,H,5,22,73.215,79.795,20
926,C,8,H,5,24,73.245,79.825,18
926,C,8,H,5,28,73.275,79.855,20
926,C,8,H,5,30,73.305,79.885,21
926,C,8,H,5,34,73.335,79.915,18
926,C,8,H,5,36,73.365,79.945,20
926,C,8,H,5,40,73.395,79.975,16
926,C,8,H,5,42,73.425,80.005,19
926,C,8,H,5,46,73.455,80.035,17
926,C,8,H,5,48,73.485,80.065,17
926,C,8,H,5,52,73.515,80.095,17
926,C,8,H,5,54,73.545,80.125,15
926,C,8,H,5,58,73.575,80.155,15
926,C,8,H,5,60,73.605,80.185,16
926,C,8,H,5,64,73.635,80.215,18
926,C,8,H,5,66,73.665,80.245,14
926,C,8,H,5,70,73.695,80.275,16
926,C,8,H,5,72,73.725,80.305,14
926,C,8,H,5,76,73.755,80.335,13
926,C,8,H,5,78,73.785,80.365,15
926,C,8,H,5,82,73.815,80.395,14
926,C,8,H,5,84,73.845,80.425,15
926,C,8,H,5,88,73.875,80.455,16
926,C,8,H,5,90,73.905,80.485,12
926,C,8,H,5,94,73.935,80.515,15
926,C,8,H,5,96,73.965,80.545,14
926,C,8,H,5,100,73.995,80.575,15
926,C,8,H,5,102,74.025,80.605,13
926,C,8,H,5,106,74.055,80.635,12
926,C,8,H,5,108,74.085,80.665,13
926,C,8,H,5,112,74.115,80.695,14
926,C,8,H,5,114,74.145,80.725,13
926,C,8,H,5,118,74.175,80.755,13
926,C,8,H,5,120,74.205,80.785,9
926,C,8,H,5,124,74.235,80.815,9
926,C,8,H,5,127,74.27,80.85,10
926,C,8,H,5,130,74.295,80.875,9
926,C,8,H,5,132,74.325,80.905,8
926,C,8,H,5,136,74.355,80.935,7
926,C,8,H,5,138,74.385,80.965,8
926,C,8,H,5,142,74.415,80.995,12
926,C,8,H,5,144,74.445,81.025,12
926,C,8,H,5,148,74.475,81.055,11
926,C,8,H,6,4,74.535,81.115,11
926,C,8,H,6,6,74.565,81.145,12
926,C,8,H,6,10,74.595,81.175,8
926,C,8,H,6,12,74.625,81.205,9
926,C,8,H,6,16,74.655,81.235,13
926,C,8,H,6,18,74.685,81.265,9
926,A,9,H,1,119,71.691,81.291,14
926,A,9,H,1,124,71.74,81.34,29
926,A,9,H,1,129,71.79,81.39,30
926,A,9,H,1,134,71.84,81.44,16
926,A,9,H,1,139,71.89,81.49,17
926,A,9,H,1,144,71.94,81.54,15
926,A,9,H,2,4,72.042,81.642,14
926,A,9,H,2,9,72.09,81.69,11
926,A,9,H,2,14,72.14,81.74,10
926,A,9,H,2,19,72.19,81.79,7
926,A,9,H,2,24,72.24,81.84,11
926,A,9,H,2,29,72.29,81.89,13
926,A,9,H,2,34,72.34,81.94,19
926,A,9,H,2,39,72.39,81.99,20
926,A,9,H,2,44,72.44,82.04,17
926,A,9,H,2,49,72.491,82.091,12
926,A,9,H,2,54,72.541,82.141,13
926,A,9,H,2,59,72.59,82.19,15
926,A,9,H,2,64,72.641,82.241,13
926,A,9,H,2,69,72.69,82.29,13
926,A,9,H,2,74,72.741,82.341,8
926,A,9,H,2,79,72.792,82.392,9
926,A,9,H,2,84,72.84,82.44,10
926,A,9,H,2,89,72.891,82.491,8
926,A,9,H,2,94,72.94,82.54,10
926,A,9,H,2,99,72.99,82.59,14
926,A,9,H,2,104,73.04,82.64,10
926,A,9,H,2,109,73.091,82.691,12
926,A,9,H,2,114,73.141,82.741,11
926,A,9,H,2,119,73.19,82.79,13
926,A,9,H,2,124,73.241,82.841,17
926,A,9,H,2,129,73.29,82.89,14
926,A,9,H,2,134,73.34,82.94,14
926,A,9,H,2,139,73.391,82.991,13
926,A,9,H,2,144,73.442,83.042,12
926,A,9,H,3,4,73.541,83.141,13
926,A,9,H,3,9,73.59,83.19,15
926,A,9,H,3,14,73.641,83.241,13
926,A,9,H,3,19,73.69,83.29,12
926,A,9,H,3,24,73.74,83.34,10
926,A,9,H,3,29,73.79,83.39,10
926,A,9,H,3,34,73.84,83.44,8
926,A,9,H,3,39,73.89,83.49,6
926,A,9,H,3,44,73.94,83.54,6
926,A,9,H,3,49,73.992,83.592,8
926,A,9,H,3,54,74.041,83.641,7
926,A,9,H,3,59,74.092,83.692,9
926,A,9,H,3,64,74.14,83.74,10
926,A,9,H,3,69,74.19,83.79,9
926,A,9,H,3,74,74.24,83.84,9
926,A,9,H,3,79,74.292,83.892,11
926,A,9,H,3,84,74.34,83.94,12
926,A,9,H,3,89,74.391,83.991,12
926,A,9,H,3,94,74.442,84.042,12
926,A,9,H,3,99,74.49,84.09,12
926,A,9,H,3,104,74.541,84.141,10
926,A,9,H,3,109,74.59,84.19,12
926,A,9,H,3,114,74.642,84.242,13
926,A,9,H,3,119,74.692,84.292,12
926,A,9,H,3,124,74.74,84.34,13
926,A,9,H,3,129,74.79,84.39,10
926,A,9,H,3,134,74.84,84.44,11
926,A,9,H,3,139,74.89,84.49,14
926,A,9,H,4,4,75.042,84.642,10
926,A,9,H,4,9,75.09,84.69,9
926,A,9,H,4,14,75.141,84.741,13
926,A,9,H,4,19,75.19,84.79,9
926,A,9,H,4,24,75.24,84.84,13
926,A,9,H,4,29,75.29,84.89,10
926,A,9,H,4,34,75.34,84.94,12
926,A,9,H,4,39,75.39,84.99,11
926,A,9,H,4,44,75.44,85.04,12
926,A,9,H,4,49,75.49,85.09,13
926,A,9,H,4,54,75.54,85.14,12
926,A,9,H,4,59,75.59,85.19,8
926,A,9,H,4,64,75.64,85.24,10
926,A,9,H,4,69,75.69,85.29,12
926,A,9,H,4,74,75.74,85.34,14
926,A,9,H,4,79,75.79,85.39,15
926,A,9,H,4,84,75.84,85.44,11
926,A,9,H,4,89,75.89,85.49,15
926,A,9,H,4,94,75.94,85.54,16
926,C,9,H,1,106,77.555,85.585,25
926,C,9,H,1,108,77.585,85.615,21
926,C,9,H,1,112,77.615,85.645,20
926,C,9,H,1,114,77.645,85.675,19
926,C,9,H,1,118,77.675,85.705,17
926,C,9,H,1,120,77.705,85.735,18
926,C,9,H,1,124,77.735,85.765,17
926,C,9,H,1,127,77.77,85.8,14
926,C,9,H,1,130,77.795,85.825,14
926,C,9,H,1,132,77.825,85.855,12
926,C,9,H,1,136,77.855,85.885,12
926,C,9,H,1,138,77.885,85.915,14
926,C,9,H,1,142,77.915,85.945,14
926,C,9,H,1,144,77.945,85.975,12
926,C,9,H,1,148,77.979,86.009,9
926,C,9,H,2,4,78.035,86.065,9
926,C,9,H,2,6,78.065,86.095,9
926,C,9,H,2,10,78.095,86.125,8
926,C,9,H,2,12,78.125,86.155,9
926,C,9,H,2,16,78.155,86.185,6
926,C,9,H,2,18,78.185,86.215,6
926,C,9,H,2,22,78.215,86.245,6
926,C,9,H,2,24,78.245,86.275,7
926,C,9,H,2,28,78.275,86.305,5
926,C,9,H,2,30,78.305,86.335,7
926,C,9,H,2,34,78.335,86.365,8
926,C,9,H,2,36,78.365,86.395,5
926,C,9,H,2,40,78.395,86.425,5
926,C,9,H,2,42,78.425,86.455,6
926,C,9,H,2,46,78.455,86.485,4
926,C,9,H,2,48,78.485,86.515,5
926,C,9,H,2,52,78.515,86.545,2
926,C,9,H,2,54,78.545,86.575,5
926,C,9,H,2,58,78.575,86.605,-5
926,C,9,H,2,60,78.605,86.635,3
926,C,9,H,2,64,78.635,86.665,7
926,C,9,H,2,66,78.665,86.695,3
926,C,9,H,2,70,78.695,86.725,7
926,C,9,H,2,72,78.725,86.755,3
926,C,9,H,2,76,78.755,86.785,6
926,C,9,H,2,78,78.785,86.815,9
926,C,9,H,2,82,78.815,86.845,8
926,C,9,H,2,84,78.845,86.875,7
926,C,9,H,2,88,78.875,86.905,10
926,C,9,H,2,90,78.905,86.935,9
926,C,9,H,2,94,78.935,86.965,11
926,C,9,H,2,96,78.965,86.995,12
926,C,9,H,2,100,78.995,87.025,10
926,C,9,H,2,102,79.025,87.055,11
926,C,9,H,2,106,79.055,87.085,10
926,C,9,H,2,108,79.085,87.115,14
926,C,9,H,2,112,79.115,87.145,14
926,C,9,H,2,114,79.145,87.175,14
926,C,9,H,2,118,79.175,87.205,13
926,C,9,H,2,120,79.205,87.235,12
926,C,9,H,2,124,79.235,87.265,12
926,C,9,H,2,127,79.27,87.3,12
926,C,9,H,2,130,79.295,87.325,9
926,C,9,H,2,132,79.325,87.355,11
926,C,9,H,2,136,79.355,87.385,9
926,C,9,H,2,138,79.385,87.415,6
926,C,9,H,2,142,79.415,87.445,7
926,C,9,H,2,144,79.445,87.475,10
926,C,9,H,3,4,79.535,87.565,7
926,C,9,H,3,6,79.565,87.595,7
926,C,9,H,3,10,79.595,87.625,6
926,C,9,H,3,12,79.625,87.655,6
926,C,9,H,3,16,79.655,87.685,9
926,C,9,H,3,18,79.685,87.715,7
926,C,9,H,3,22,79.715,87.745,10
926,C,9,H,3,24,79.745,87.775,9
926,C,9,H,3,28,79.775,87.805,7
926,C,9,H,3,30,79.805,87.835,8
926,C,9,H,3,34,79.835,87.865,9
926,C,9,H,3,36,79.865,87.895,7
926,C,9,H,3,40,79.895,87.925,9
926,C,9,H,3,42,79.925,87.955,9
926,C,9,H,3,46,79.955,87.985,11
926,C,9,H,3,48,79.985,88.015,10
926,C,9,H,3,52,80.015,88.045,12
926,C,9,H,3,54,80.045,88.075,11
926,C,9,H,3,58,80.075,88.105,9
926,C,9,H,3,60,80.105,88.135,9
926,C,9,H,3,64,80.135,88.165,14
926,C,9,H,3,66,80.165,88.195,10
926,C,9,H,3,70,80.195,88.225,11
926,C,9,H,3,72,80.225,88.255,14
926,C,9,H,3,76,80.255,88.285,13
926,C,9,H,3,78,80.285,88.315,14
926,C,9,H,3,82,80.315,88.345,11
926,C,9,H,3,84,80.345,88.375,10
926,C,9,H,3,88,80.375,88.405,7
926,C,9,H,3,90,80.405,88.435,9
926,C,9,H,3,94,80.435,88.465,8
926,C,9,H,3,96,80.465,88.495,6
926,C,9,H,3,100,80.495,88.525,7
926,C,9,H,3,102,80.525,88.555,5
926,C,9,H,3,106,80.555,88.585,6
926,C,9,H,3,108,80.585,88.615,10
926,C,9,H,3,112,80.615,88.645,8
926,C,9,H,3,114,80.645,88.675,6
926,C,9,H,3,118,80.675,88.705,7
926,C,9,H,3,120,80.705,88.735,4
926,C,9,H,3,124,80.735,88.765,4
926,C,9,H,3,127,80.77,88.8,5
926,C,9,H,3,130,80.795,88.825,4
926,C,9,H,3,132,80.825,88.855,6
926,C,9,H,3,136,80.855,88.885,7
926,C,9,H,3,138,80.885,88.915,8
926,C,9,H,3,142,80.915,88.945,8
926,C,9,H,3,144,80.945,88.975,7
926,C,9,H,4,4,81.035,89.065,12
926,C,9,H,4,6,81.065,89.095,11
926,C,9,H,4,10,81.095,89.125,14
926,C,9,H,4,12,81.125,89.155,11
926,C,9,H,4,16,81.155,89.185,13
926,C,9,H,4,18,81.185,89.215,14
926,C,9,H,4,22,81.215,89.245,15
926,C,9,H,4,24,81.245,89.275,11
926,C,9,H,4,28,81.275,89.305,11
926,C,9,H,4,30,81.305,89.335,15
926,C,9,H,4,34,81.335,89.365,14
926,C,9,H,4,36,81.365,89.395,13
926,C,9,H,4,40,81.395,89.425,12
926,C,9,H,4,42,81.425,89.455,11
926,C,9,H,4,46,81.455,89.485,15
926,C,9,H,4,48,81.485,89.515,12
926,C,9,H,4,52,81.515,89.545,12
926,C,9,H,4,54,81.545,89.575,14
926,C,9,H,4,58,81.575,89.605,11
926,C,9,H,4,60,81.605,89.635,12
926,C,9,H,4,64,81.635,89.665,15
926,C,9,H,4,66,81.665,89.695,11
926,C,9,H,4,70,81.695,89.725,13
926,C,9,H,4,72,81.725,89.755,13
926,C,9,H,4,76,81.755,89.785,9
926,C,9,H,4,78,81.785,89.815,10
926,C,9,H,4,82,81.815,89.845,11
926,C,9,H,4,84,81.845,89.875,11
926,C,9,H,4,88,81.875,89.905,10
926,C,9,H,4,90,81.905,89.935,10
926,C,9,H,4,94,81.935,89.965,12
926,C,9,H,4,96,81.965,89.995,10
926,C,9,H,4,100,81.995,90.025,9
926,C,9,H,4,102,82.025,90.055,12
926,C,9,H,4,106,82.055,90.085,9
926,C,9,H,4,108,82.085,90.115,12
926,C,9,H,4,112,82.115,90.145,12
926,C,9,H,4,114,82.145,90.175,14
926,C,9,H,4,118,82.175,90.205,12
926,C,9,H,4,120,82.205,90.235,14
926,C,9,H,4,124,82.235,90.265,13
926,C,9,H,4,127,82.27,90.3,15
926,C,9,H,4,130,82.295,90.325,17
926,C,9,H,4,132,82.325,90.355,15
926,C,9,H,4,136,82.355,90.385,16
926,C,9,H,4,138,82.385,90.415,14
926,C,9,H,4,142,82.415,90.445,13
926,C,9,H,4,144,82.445,90.475,16
926,C,9,H,5,4,82.535,90.565,13
926,C,9,H,5,6,82.565,90.595,10
926,C,9,H,5,10,82.595,90.625,9
926,C,9,H,5,12,82.625,90.655,8
926,C,9,H,5,16,82.655,90.685,9
926,C,9,H,5,18,82.685,90.715,10
926,C,9,H,5,22,82.715,90.745,8
926,C,9,H,5,24,82.745,90.775,9
926,C,9,H,5,28,82.775,90.805,7
926,C,9,H,5,30,82.805,90.835,8
926,C,9,H,5,34,82.835,90.865,9
926,C,9,H,5,36,82.865,90.895,6
926,C,9,H,5,40,82.895,90.925,10
926,C,9,H,5,42,82.925,90.955,7
926,C,9,H,5,46,82.955,90.985,10
926,C,9,H,5,48,82.985,91.015,11
926,C,9,H,5,52,83.015,91.045,9
926,C,9,H,5,54,83.045,91.075,9
926,C,9,H,5,58,83.075,91.105,13
926,C,9,H,5,60,83.105,91.135,12
926,C,9,H,5,64,83.135,91.165,14
926,C,9,H,5,66,83.165,91.195,12
926,C,9,H,5,70,83.195,91.225,10
926,C,9,H,5,72,83.225,91.255,14
926,C,9,H,5,76,83.255,91.285,10
926,C,9,H,5,78,83.285,91.315,13
926,C,9,H,5,82,83.315,91.345,11
926,C,9,H,5,84,83.345,91.375,12
926,C,9,H,5,88,83.375,91.405,12
926,C,9,H,5,90,83.405,91.435,10
926,C,9,H,5,94,83.435,91.465,10
926,C,9,H,5,96,83.465,91.495,9
926,C,9,H,5,100,83.495,91.525,7
926,C,9,H,5,102,83.525,91.555,11
926,C,9,H,5,106,83.555,91.585,11
926,C,9,H,5,108,83.585,91.615,10
926,C,9,H,5,112,83.615,91.645,11
926,C,9,H,5,114,83.645,91.675,11
926,C,9,H,5,118,83.675,91.705,11
926,C,9,H,5,120,83.705,91.735,9
926,C,9,H,5,124,83.735,91.765,11
926,C,9,H,5,127,83.77,91.8,14
926,C,9,H,5,130,83.795,91.825,11
926,C,9,H,5,132,83.825,91.855,13
926,C,9,H,5,136,83.855,91.885,14
926,C,9,H,5,138,83.885,91.915,12
926,C,9,H,5,142,83.915,91.945,10
926,C,9,H,5,144,83.945,91.975,11
926,C,9,H,6,4,84.035,92.065,10
926,C,9,H,6,6,84.065,92.095,9
926,C,9,H,6,10,84.095,92.125,8
926,C,9,H,6,12,84.125,92.155,8
926,C,9,H,6,16,84.155,92.185,7
926,C,9,H,6,18,84.185,92.215,9
926,C,9,H,6,22,84.215,92.245,9
926,C,9,H,6,24,84.245,92.275,10
926,C,9,H,6,28,84.275,92.305,12
926,C,9,H,6,30,84.305,92.335,10
926,C,9,H,6,34,84.335,92.365,6
926,C,9,H,6,36,84.365,92.395,13
926,C,9,H,6,40,84.395,92.425,13
926,C,9,H,6,42,84.425,92.455,15
926,C,9,H,6,46,84.455,92.485,13
926,C,9,H,6,48,84.485,92.515,15
926,C,9,H,6,52,84.515,92.545,13
926,C,9,H,6,54,84.545,92.575,12
926,C,9,H,6,58,84.575,92.605,14
926,C,9,H,6,60,84.605,92.635,10
926,C,9,H,6,64,84.635,92.665,13
926,C,9,H,6,66,84.665,92.695,9
926,C,9,H,6,70,84.695,92.725,10
926,C,9,H,6,72,84.725,92.755,12
926,C,9,H,6,76,84.755,92.785,9
926,C,9,H,6,78,84.785,92.815,9
926,C,9,H,6,82,84.815,92.845,11
926,C,9,H,6,84,84.845,92.875,13
926,C,9,H,6,88,84.875,92.905,13
926,C,9,H,6,90,84.905,92.935,14
926,C,9,H,6,94,84.935,92.965,12
926,C,9,H,6,96,84.965,92.995,13
926,C,9,H,6,100,84.995,93.025,12
926,C,9,H,6,102,85.025,93.055,15
926,C,9,H,6,106,85.055,93.085,14
926,C,9,H,6,108,85.085,93.115,16
926,C,9,H,6,112,85.115,93.145,15
926,C,9,H,6,114,85.145,93.175,17
926,A,10,H,2,134,82.84,93.24,10
926,A,10,H,2,144,82.94,93.34,7
926,A,10,H,3,4,83.041,93.441,8
926,A,10,H,3,14,83.14,93.54,14
926,A,10,H,3,24,83.24,93.64,18
926,A,10,H,3,34,83.34,93.74,16
926,A,10,H,3,44,83.44,93.84,19
926,A,10,H,3,54,83.54,93.94,16
926,A,10,H,3,64,83.64,94.04,14
926,A,10,H,3,74,83.74,94.14,13
926,A,10,H,3,84,83.841,94.241,12
926,A,10,H,3,94,83.94,94.34,16
926,A,10,H,3,104,84.04,94.44,15
926,A,10,H,3,114,84.14,94.54,15
