U926S_MS_Site,U926S_MS_Hole,U926S_MS_Core,U926S_MS_Type,U926S_MS_Section,U926S_MS_Interval,U926S_MS_CSF,U926S_MS_CCSF,U926S_MS_MS
926,B,1,H,1,2,0.015,0.015,6
926,B,1,H,1,4,0.045,0.045,9
926,B,1,H,1,8,0.075,0.075,10
926,B,1,H,1,10,0.105,0.105,8
926,B,1,H,1,14,0.135,0.135,10
926,B,1,H,1,16,0.165,0.165,8
926,B,1,H,1,20,0.195,0.195,9
926,B,1,H,1,22,0.225,0.225,8
926,B,1,H,1,26,0.255,0.255,11
926,B,1,H,1,28,0.285,0.285,10
926,B,1,H,1,32,0.316,0.316,9
926,B,1,H,1,34,0.345,0.345,13
926,B,1,H,1,38,0.375,0.375,12
926,B,1,H,1,41,0.406,0.406,17
926,B,1,H,1,44,0.437,0.437,16
926,B,1,H,1,47,0.466,0.466,18
926,B,1,H,1,50,0.496,0.496,16
926,B,1,H,1,52,0.525,0.525,16
926,B,1,H,1,56,0.555,0.555,18
926,B,1,H,1,58,0.585,0.585,16
926,B,1,H,1,62,0.615,0.615,17
926,B,1,H,1,64,0.645,0.645,16
926,B,1,H,1,68,0.675,0.675,18
926,B,1,H,1,71,0.706,0.706,21
926,B,1,H,1,74,0.736,0.736,18
926,B,1,H,1,76,0.765,0.765,19
926,B,1,H,1,80,0.796,0.796,22
926,B,1,H,1,82,0.825,0.825,19
926,B,1,H,1,86,0.855,0.855,20
926,B,1,H,1,88,0.885,0.885,20
926,B,1,H,1,92,0.916,0.916,22
926,B,1,H,1,95,0.946,0.946,24
926,B,1,H,1,98,0.975,0.975,20
926,B,1,H,1,100,1.005,1.005,20
926,B,1,H,1,104,1.035,1.035,18
926,B,1,H,1,107,1.066,1.066,20
926,B,1,H,1,110,1.096,1.096,22
926,B,1,H,1,112,1.125,1.125,20
926,B,1,H,1,116,1.157,1.157,20
926,B,1,H,1,118,1.185,1.185,18
926,B,1,H,1,122,1.215,1.215,19
926,B,1,H,1,124,1.245,1.245,16
926,B,1,H,1,128,1.275,1.275,17
926,B,1,H,1,130,1.305,1.305,16
926,B,1,H,1,134,1.336,1.336,18
926,B,1,H,1,137,1.37,1.37,16
926,B,1,H,1,140,1.395,1.395,18
926,B,1,H,1,142,1.425,1.425,17
926,B,1,H,1,146,1.456,1.456,18
926,B,1,H,1,149,1.486,1.486,9
926,B,1,H,2,2,1.515,1.515,11
926,B,1,H,2,4,1.545,1.545,15
926,B,1,H,2,8,1.575,1.575,16
926,B,1,H,2,10,1.605,1.605,17
926,B,1,H,2,14,1.637,1.637,18
926,B,1,H,2,16,1.665,1.665,18
926,B,1,H,2,20,1.696,1.696,16
926,B,1,H,2,22,1.725,1.725,15
926,B,1,H,2,26,1.757,1.757,17
926,B,1,H,2,29,1.786,1.786,16
926,B,1,H,2,32,1.815,1.815,17
926,B,1,H,2,34,1.845,1.845,17
926,B,1,H,2,38,1.875,1.875,17
926,B,1,H,2,40,1.905,1.905,19
926,B,1,H,2,44,1.935,1.935,19
926,B,1,H,2,46,1.965,1.965,21
926,B,1,H,2,50,1.996,1.996,17
926,B,1,H,2,52,2.025,2.025,19
926,B,1,H,2,56,2.055,2.055,16
926,B,1,H,2,58,2.085,2.085,15
926,B,1,H,2,62,2.115,2.115,14
926,B,1,H,2,64,2.145,2.145,13
926,B,1,H,2,68,2.175,2.175,13
926,B,1,H,2,70,2.205,2.205,14
926,B,1,H,2,74,2.237,2.237,17
926,B,1,H,2,77,2.266,2.266,18
926,B,1,H,2,80,2.296,2.296,19
926,B,1,H,2,82,2.325,2.325,18
926,B,1,H,2,86,2.355,2.355,16
926,B,1,H,2,88,2.385,2.385,16
926,B,1,H,2,92,2.417,2.417,18
926,B,1,H,2,95,2.447,2.447,18
926,B,1,H,2,98,2.475,2.475,17
926,B,1,H,2,100,2.505,2.505,18
926,B,1,H,2,104,2.537,2.537,20
926,B,1,H,2,106,2.565,2.565,18
926,B,1,H,2,110,2.596,2.596,21
926,B,1,H,2,112,2.625,2.625,21
926,B,1,H,2,116,2.656,2.656,19
926,B,1,H,2,118,2.685,2.685,18
926,B,1,H,2,122,2.716,2.716,21
926,B,1,H,2,124,2.745,2.745,18
926,B,1,H,2,128,2.777,2.777,21
926,B,1,H,2,131,2.806,2.806,18
926,B,1,H,2,134,2.835,2.835,21
926,B,1,H,2,137,2.87,2.87,19
926,B,1,H,2,140,2.896,2.896,18
926,B,1,H,2,143,2.927,2.927,19
926,B,1,H,2,146,2.955,2.955,19
926,B,1,H,2,149,2.986,2.986,16
926,B,1,H,3,2,3.016,3.016,25
926,B,1,H,3,5,3.047,3.047,25
926,B,1,H,3,8,3.075,3.075,24
926,B,1,H,3,11,3.106,3.106,23
926,B,1,H,3,14,3.135,3.135,25
926,B,1,H,3,16,3.165,3.165,23
926,B,1,H,3,20,3.195,3.195,23
926,B,1,H,3,22,3.225,3.225,19
926,B,1,H,3,26,3.255,3.255,17
926,B,1,H,3,29,3.286,3.286,19
926,B,1,H,3,32,3.315,3.315,14
926,B,1,H,3,34,3.345,3.345,15
926,B,1,H,3,38,3.375,3.375,16
926,B,1,H,3,40,3.405,3.405,17
926,B,1,H,3,44,3.436,3.436,21
926,B,1,H,3,46,3.465,3.465,18
926,B,1,H,3,50,3.496,3.496,23
926,B,1,H,3,52,3.525,3.525,21
926,B,1,H,3,56,3.555,3.555,21
926,B,1,H,3,59,3.586,3.586,22
926,B,1,H,3,62,3.616,3.616,22
926,B,1,H,3,64,3.645,3.645,19
926,B,1,H,3,68,3.675,3.675,19
926,B,1,H,3,71,3.707,3.707,20
926,B,1,H,3,74,3.735,3.735,20
926,B,1,H,3,76,3.765,3.765,20
926,B,1,H,3,80,3.797,3.797,19
926,B,1,H,3,82,3.825,3.825,19
926,B,1,H,3,86,3.855,3.855,20
926,B,1,H,3,89,3.886,3.886,20
926,B,1,H,3,92,3.915,3.915,19
926,B,1,H,3,95,3.946,3.946,20
926,B,1,H,3,98,3.975,3.975,17
926,B,1,H,3,100,4.005,4.005,15
926,B,1,H,3,104,4.035,4.035,15
926,B,1,H,3,106,4.065,4.065,16
926,B,1,H,3,110,4.096,4.096,17
926,B,1,H,3,112,4.125,4.125,14
926,B,1,H,3,116,4.156,4.156,19
926,B,1,H,3,118,4.185,4.185,18
926,B,1,H,3,122,4.216,4.216,19
926,B,1,H,3,124,4.245,4.245,20
926,B,1,H,3,128,4.277,4.277,20
926,B,1,H,3,131,4.307,4.307,23
926,B,1,H,3,134,4.335,4.335,22
926,B,1,H,3,137,4.37,4.37,20
926,B,1,H,3,140,4.396,4.396,22
926,B,1,H,3,142,4.425,4.425,22
926,B,1,H,3,146,4.455,4.455,19
926,B,1,H,3,148,4.485,4.485,12
926,B,1,H,4,2,4.515,4.515,16
926,B,1,H,4,5,4.546,4.546,20
926,B,1,H,4,8,4.575,4.575,17
926,B,1,H,4,10,4.605,4.605,18
926,B,1,H,4,14,4.635,4.635,18
926,B,1,H,4,16,4.665,4.665,19
926,B,1,H,4,20,4.695,4.695,17
926,B,1,H,4,22,4.725,4.725,16
926,B,1,H,4,26,4.756,4.756,15
926,B,1,H,4,28,4.785,4.785,10
926,B,1,H,4,32,4.815,4.815,10
926,C,1,H,2,66,2.665,4.845,10
926,C,1,H,2,70,2.695,4.875,14
926,C,1,H,2,72,2.725,4.905,15
926,C,1,H,2,76,2.755,4.935,14
926,C,1,H,2,78,2.785,4.965,17
926,C,1,H,2,82,2.815,4.995,19
926,C,1,H,2,84,2.845,5.025,19
926,C,1,H,2,88,2.875,5.055,23
926,C,1,H,2,90,2.905,5.085,24
926,C,1,H,2,94,2.935,5.115,26
926,C,1,H,2,96,2.965,5.145,23
926,C,1,H,2,100,2.995,5.175,25
926,C,1,H,2,102,3.025,5.205,23
926,C,1,H,2,106,3.055,5.235,25
926,C,1,H,2,108,3.085,5.265,26
926,C,1,H,2,112,3.115,5.295,27
926,C,1,H,2,114,3.145,5.325,28
926,C,1,H,2,118,3.175,5.355,28
926,C,1,H,2,120,3.205,5.385,28
926,C,1,H,2,124,3.235,5.415,24
926,C,1,H,2,126,3.265,5.445,23
926,C,1,H,2,130,3.295,5.475,23
926,C,1,H,2,132,3.325,5.505,23
926,C,1,H,2,136,3.355,5.535,24
926,C,1,H,2,138,3.385,5.565,22
926,C,1,H,2,142,3.415,5.595,23
926,C,1,H,2,144,3.445,5.625,22
926,C,1,H,2,148,3.478,5.658,21
926,C,1,H,3,4,3.535,5.715,18
926,C,1,H,3,6,3.565,5.745,22
926,C,1,H,3,10,3.595,5.775,19
926,C,1,H,3,12,3.625,5.805,22
926,C,1,H,3,16,3.655,5.835,21
926,C,1,H,3,18,3.685,5.865,22
926,C,1,H,3,22,3.715,5.895,21
926,C,1,H,3,24,3.745,5.925,24
926,C,1,H,3,28,3.775,5.955,23
926,C,1,H,3,30,3.805,5.985,26
926,C,1,H,3,34,3.835,6.015,22
926,C,1,H,3,36,3.865,6.045,25
926,C,1,H,3,40,3.895,6.075,22
926,C,1,H,3,42,3.925,6.105,22
926,C,1,H,3,46,3.955,6.135,22
926,C,1,H,3,48,3.985,6.165,22
926,C,1,H,3,52,4.015,6.195,26
926,C,1,H,3,54,4.045,6.225,23
926,C,1,H,3,58,4.075,6.255,26
926,C,1,H,3,60,4.105,6.285,26
926,C,1,H,3,64,4.135,6.315,29
926,C,1,H,3,66,4.165,6.345,27
926,C,1,H,3,70,4.195,6.375,29
926,C,1,H,3,72,4.225,6.405,25
926,C,1,H,3,76,4.255,6.435,26
926,C,1,H,3,78,4.285,6.465,24
926,C,1,H,3,82,4.315,6.495,21
926,C,1,H,3,84,4.345,6.525,20
926,C,1,H,3,88,4.375,6.555,21
926,C,1,H,3,90,4.405,6.585,24
926,C,1,H,3,94,4.435,6.615,22
926,C,1,H,3,96,4.465,6.645,22
926,C,1,H,3,100,4.495,6.675,19
926,C,1,H,3,102,4.525,6.705,19
926,C,1,H,3,106,4.555,6.735,21
926,C,1,H,3,108,4.585,6.765,18
926,C,1,H,3,112,4.615,6.795,19
926,C,1,H,3,114,4.645,6.825,21
926,C,1,H,3,118,4.675,6.855,21
926,C,1,H,3,120,4.705,6.885,19
926,C,1,H,3,124,4.735,6.915,19
926,C,1,H,3,127,4.767,6.947,17
926,C,1,H,3,130,4.795,6.975,19
926,C,1,H,3,132,4.825,7.005,19
926,C,1,H,3,136,4.855,7.035,19
926,C,1,H,3,138,4.885,7.065,20
926,C,1,H,3,142,4.915,7.095,19
926,C,1,H,3,144,4.945,7.125,18
926,C,1,H,3,148,4.978,7.158,16
926,C,1,H,4,4,5.035,7.215,20
926,C,1,H,4,6,5.065,7.245,18
926,C,1,H,4,10,5.095,7.275,20
926,C,1,H,4,12,5.125,7.305,21
926,C,1,H,4,16,5.155,7.335,19
926,C,1,H,4,18,5.185,7.365,22
926,C,1,H,4,22,5.215,7.395,18
926,C,1,H,4,24,5.245,7.425,21
926,C,1,H,4,28,5.275,7.455,18
926,C,1,H,4,30,5.305,7.485,19
926,C,1,H,4,34,5.335,7.515,22
926,C,1,H,4,36,5.365,7.545,21
926,C,1,H,4,40,5.395,7.575,25
926,C,1,H,4,42,5.425,7.605,24
926,C,1,H,4,46,5.455,7.635,22
926,C,1,H,4,48,5.485,7.665,19
926,C,1,H,4,52,5.515,7.695,20
926,C,1,H,4,54,5.545,7.725,16
926,C,1,H,4,58,5.575,7.755,16
926,C,1,H,4,60,5.605,7.785,13
926,C,1,H,4,64,5.635,7.815,16
926,C,1,H,4,66,5.665,7.845,14
926,C,1,H,4,70,5.695,7.875,17
926,C,1,H,4,72,5.725,7.905,17
926,C,1,H,4,76,5.755,7.935,22
926,C,1,H,4,78,5.785,7.965,21
926,C,1,H,4,82,5.815,7.995,24
926,C,1,H,4,84,5.845,8.025,22
926,C,1,H,4,88,5.875,8.055,23
926,C,1,H,4,90,5.905,8.085,24
926,C,1,H,4,94,5.935,8.115,22
926,C,1,H,4,96,5.965,8.145,23
926,C,1,H,4,100,5.995,8.175,21
926,C,1,H,4,102,6.025,8.205,19
926,C,1,H,4,106,6.055,8.235,17
926,C,1,H,4,108,6.085,8.265,19
926,C,1,H,4,112,6.115,8.295,18
926,C,1,H,4,114,6.145,8.325,19
926,C,1,H,4,118,6.175,8.355,16
926,C,1,H,4,120,6.205,8.385,17
926,C,1,H,4,124,6.235,8.415,15
926,C,1,H,4,126,6.265,8.445,13
926,C,1,H,4,130,6.295,8.475,14
926,C,1,H,4,132,6.325,8.505,12
926,C,1,H,4,136,6.355,8.535,14
926,C,1,H,4,138,6.385,8.565,12
926,C,1,H,4,142,6.415,8.595,12
926,C,1,H,4,144,6.445,8.625,13
926,C,1,H,4,148,6.475,8.655,10
926,C,1,H,5,4,6.535,8.715,17
926,C,1,H,5,6,6.565,8.745,21
926,C,1,H,5,10,6.595,8.775,19
926,C,1,H,5,12,6.625,8.805,22
926,C,1,H,5,16,6.655,8.835,20
926,C,1,H,5,18,6.685,8.865,23
926,C,1,H,5,22,6.715,8.895,19
926,C,1,H,5,24,6.745,8.925,22
926,C,1,H,5,28,6.775,8.955,19
926,C,1,H,5,30,6.805,8.985,20
926,C,1,H,5,34,6.835,9.015,23
926,C,1,H,5,36,6.865,9.045,23
926,C,1,H,5,40,6.895,9.075,24
926,C,1,H,5,42,6.925,9.105,24
926,C,1,H,5,46,6.955,9.135,23
926,C,1,H,5,48,6.985,9.165,24
926,C,1,H,5,52,7.015,9.195,28
926,C,1,H,5,54,7.045,9.225,25
926,C,1,H,5,58,7.075,9.255,17
926,C,1,H,5,60,7.105,9.285,14
926,C,1,H,5,64,7.135,9.315,14
926,C,1,H,5,66,7.165,9.345,10
926,C,1,H,5,70,7.195,9.375,12
926,C,1,H,5,72,7.225,9.405,9
926,C,1,H,5,76,7.255,9.435,9
926,C,1,H,5,78,7.285,9.465,10
926,C,1,H,5,82,7.315,9.495,15
926,C,1,H,5,84,7.345,9.525,16
926,C,1,H,5,88,7.375,9.555,16
926,C,1,H,5,90,7.405,9.585,17
926,C,1,H,5,94,7.435,9.615,20
926,C,1,H,5,96,7.465,9.645,20
926,C,1,H,5,100,7.495,9.675,18
926,C,1,H,5,102,7.525,9.705,20
926,C,1,H,5,106,7.555,9.735,17
926,C,1,H,5,108,7.585,9.765,20
926,C,1,H,5,112,7.615,9.795,21
926,C,1,H,5,114,7.645,9.825,21
926,C,1,H,5,118,7.675,9.855,24
926,C,1,H,5,120,7.705,9.885,22
926,C,1,H,5,124,7.735,9.915,22
926,C,1,H,5,126,7.765,9.945,19
926,C,1,H,5,130,7.795,9.975,19
926,C,1,H,5,132,7.825,10.005,16
926,C,1,H,5,136,7.855,10.035,16
926,C,1,H,5,138,7.885,10.065,16
926,C,1,H,5,142,7.915,10.095,17
926,C,1,H,5,144,7.945,10.125,15
926,C,1,H,5,148,7.978,10.158,10
926,C,1,H,6,4,8.035,10.215,16
926,C,1,H,6,6,8.065,10.245,17
926,C,1,H,6,10,8.095,10.275,16
926,C,1,H,6,12,8.125,10.305,20
926,C,1,H,6,16,8.155,10.335,19
926,C,1,H,6,18,8.185,10.365,17
926,C,1,H,6,22,8.215,10.395,17
926,C,1,H,6,24,8.245,10.425,19
926,C,1,H,6,28,8.275,10.455,16
926,C,1,H,6,30,8.305,10.485,17
926,C,1,H,6,34,8.335,10.515,20
926,C,1,H,6,36,8.365,10.545,19
926,C,1,H,6,40,8.395,10.575,22
926,C,1,H,6,42,8.425,10.605,21
926,C,1,H,6,46,8.455,10.635,19
926,C,1,H,6,48,8.485,10.665,21
926,C,1,H,6,52,8.515,10.695,21
926,C,1,H,6,54,8.545,10.725,20
926,C,1,H,6,58,8.575,10.755,22
926,C,1,H,6,60,8.605,10.785,20
926,C,1,H,6,64,8.635,10.815,21
926,C,1,H,6,66,8.665,10.845,23
926,C,1,H,6,70,8.695,10.875,21
926,C,1,H,6,72,8.725,10.905,24
926,C,1,H,6,76,8.755,10.935,26
926,C,1,H,6,78,8.785,10.965,25
926,C,1,H,6,82,8.815,10.995,27
926,C,1,H,6,84,8.845,11.025,27
926,C,1,H,6,88,8.875,11.055,26
926,C,1,H,6,90,8.905,11.085,25
926,C,1,H,6,94,8.935,11.115,27
926,C,1,H,6,96,8.965,11.145,26
926,B,2,H,2,122,9.715,11.165,18
926,B,2,H,2,124,9.745,11.195,19
926,B,2,H,2,128,9.777,11.227,15
926,B,2,H,2,130,9.805,11.255,17
926,B,2,H,2,134,9.835,11.285,17
926,B,2,H,2,137,9.87,11.32,15
926,B,2,H,2,140,9.895,11.345,17
926,B,2,H,2,143,9.927,11.377,15
926,B,2,H,2,146,9.955,11.405,16
926,B,2,H,2,148,9.985,11.435,11
926,B,2,H,3,2,10.016,11.466,17
926,B,2,H,3,4,10.045,11.495,22
926,B,2,H,3,8,10.075,11.525,23
926,B,2,H,3,10,10.105,11.555,23
926,B,2,H,3,14,10.135,11.585,24
926,B,2,H,3,17,10.166,11.616,24
926,B,2,H,3,20,10.196,11.646,20
926,B,2,H,3,23,10.226,11.676,21
926,B,2,H,3,26,10.255,11.705,23
926,B,2,H,3,28,10.285,11.735,24
926,B,2,H,3,32,10.315,11.765,26
926,B,2,H,3,34,10.345,11.795,29
926,B,2,H,3,38,10.375,11.825,27
926,B,2,H,3,40,10.405,11.855,24
926,B,2,H,3,44,10.436,11.886,24
926,B,2,H,3,46,10.465,11.915,24
926,B,2,H,3,50,10.496,11.946,22
926,B,2,H,3,53,10.526,11.976,23
926,B,2,H,3,56,10.555,12.005,24
926,B,2,H,3,59,10.586,12.036,26
926,B,2,H,3,62,10.615,12.065,26
926,B,2,H,3,64,10.645,12.095,27
926,B,2,H,3,68,10.675,12.125,24
926,B,2,H,3,71,10.707,12.157,17
926,B,2,H,3,74,10.737,12.187,19
926,B,2,H,3,76,10.765,12.215,19
926,B,2,H,3,80,10.796,12.246,17
926,B,2,H,3,83,10.827,12.277,17
926,B,2,H,3,86,10.856,12.306,16
926,B,2,H,3,88,10.885,12.335,20
926,B,2,H,3,92,10.915,12.365,22
926,B,2,H,3,95,10.947,12.397,18
926,B,2,H,3,98,10.975,12.425,19
926,B,2,H,3,101,11.006,12.456,21
926,B,2,H,3,104,11.035,12.485,21
926,B,2,H,3,107,11.067,12.517,19
926,B,2,H,3,110,11.095,12.545,16
926,B,2,H,3,113,11.126,12.576,18
926,B,2,H,3,116,11.156,12.606,16
926,B,2,H,3,119,11.186,12.636,11
926,B,2,H,3,122,11.216,12.666,12
926,B,2,H,3,125,11.247,12.697,13
926,B,2,H,3,128,11.276,12.726,12
926,B,2,H,3,130,11.305,12.755,11
926,B,2,H,3,134,11.335,12.785,11
926,B,2,H,3,137,11.37,12.82,9
926,B,2,H,3,140,11.396,12.846,10
926,B,2,H,3,142,11.425,12.875,9
926,B,2,H,3,146,11.455,12.905,10
926,B,2,H,4,2,11.517,12.967,12
926,B,2,H,4,4,11.545,12.995,15
926,B,2,H,4,8,11.575,13.025,19
926,B,2,H,4,11,11.606,13.056,22
926,B,2,H,4,14,11.635,13.085,23
926,B,2,H,4,16,11.665,13.115,23
926,B,2,H,4,20,11.695,13.145,24
926,B,2,H,4,22,11.725,13.175,25
926,B,2,H,4,26,11.757,13.207,25
926,B,2,H,4,28,11.785,13.235,23
926,B,2,H,4,32,11.815,13.265,23
926,B,2,H,4,34,11.845,13.295,22
926,B,2,H,4,38,11.877,13.327,24
926,B,2,H,4,41,11.907,13.357,22
926,B,2,H,4,44,11.935,13.385,18
926,B,2,H,4,47,11.966,13.416,21
926,B,2,H,4,50,11.995,13.445,18
926,B,2,H,4,53,12.026,13.476,22
926,B,2,H,4,56,12.055,13.505,19
926,B,2,H,4,59,12.086,13.536,21
926,B,2,H,4,62,12.115,13.565,20
926,B,2,H,4,65,12.146,13.596,23
926,B,2,H,4,68,12.175,13.625,20
926,B,2,H,4,70,12.205,13.655,20
926,B,2,H,4,74,12.236,13.686,22
926,B,2,H,4,76,12.265,13.715,21
926,B,2,H,4,80,12.296,13.746,24
926,B,2,H,4,83,12.327,13.777,23
926,B,2,H,4,86,12.355,13.805,23
926,B,2,H,4,89,12.387,13.837,25
926,B,2,H,4,92,12.415,13.865,25
926,B,2,H,4,94,12.445,13.895,23
926,B,2,H,4,98,12.477,13.927,25
926,B,2,H,4,101,12.506,13.956,23
926,B,2,H,4,104,12.535,13.985,24
926,B,2,H,4,106,12.565,14.015,25
926,B,2,H,4,110,12.595,14.045,22
926,B,2,H,4,112,12.625,14.075,25
926,B,2,H,4,116,12.655,14.105,26
926,B,2,H,4,118,12.685,14.135,22
926,B,2,H,4,122,12.715,14.165,22
926,B,2,H,4,125,12.746,14.196,24
926,B,2,H,4,128,12.777,14.227,25
926,B,2,H,4,130,12.805,14.255,25
926,B,2,H,4,134,12.835,14.285,24
926,B,2,H,4,137,12.87,14.32,25
926,B,2,H,4,140,12.895,14.345,22
926,B,2,H,4,143,12.926,14.376,22
926,B,2,H,4,146,12.955,14.405,22
926,B,2,H,5,2,13.015,14.465,14
926,B,2,H,5,4,13.045,14.495,19
926,B,2,H,5,8,13.075,14.525,19
926,B,2,H,5,10,13.105,14.555,22
926,B,2,H,5,14,13.135,14.585,21
926,B,2,H,5,16,13.165,14.615,25
926,B,2,H,5,20,13.195,14.645,21
926,B,2,H,5,22,13.225,14.675,23
926,B,2,H,5,26,13.255,14.705,18
926,B,2,H,5,28,13.285,14.735,20
926,B,2,H,5,32,13.315,14.765,17
926,B,2,H,5,34,13.345,14.795,20
926,B,2,H,5,38,13.375,14.825,18
926,B,2,H,5,40,13.405,14.855,18
926,B,2,H,5,44,13.435,14.885,16
926,B,2,H,5,46,13.465,14.915,19
926,B,2,H,5,50,13.495,14.945,18
926,B,2,H,5,52,13.525,14.975,21
926,B,2,H,5,56,13.555,15.005,21
926,B,2,H,5,58,13.585,15.035,22
926,B,2,H,5,62,13.615,15.065,19
926,B,2,H,5,64,13.645,15.095,22
926,B,2,H,5,68,13.675,15.125,19
926,B,2,H,5,70,13.705,15.155,25
926,B,2,H,5,74,13.735,15.185,24
926,B,2,H,5,76,13.765,15.215,28
926,B,2,H,5,80,13.795,15.245,25
926,B,2,H,5,82,13.825,15.275,27
926,B,2,H,5,86,13.855,15.305,18
926,B,2,H,5,88,13.885,15.335,21
926,C,2,H,2,46,11.955,15.365,18
926,C,2,H,2,48,11.985,15.395,16
926,C,2,H,2,52,12.015,15.425,17
926,C,2,H,2,54,12.045,15.455,12
926,C,2,H,2,58,12.075,15.485,13
926,C,2,H,2,60,12.105,15.515,7
926,C,2,H,2,64,12.135,15.545,12
926,C,2,H,2,66,12.165,15.575,8
926,C,2,H,2,70,12.195,15.605,13
926,C,2,H,2,72,12.225,15.635,11
926,C,2,H,2,76,12.255,15.665,11
926,C,2,H,2,78,12.285,15.695,15
926,C,2,H,2,82,12.315,15.725,13
926,C,2,H,2,84,12.345,15.755,13
926,C,2,H,2,88,12.375,15.785,14
926,C,2,H,2,90,12.405,15.815,12
926,C,2,H,2,94,12.435,15.845,15
926,C,2,H,2,96,12.465,15.875,15
926,C,2,H,2,100,12.495,15.905,17
926,C,2,H,2,102,12.525,15.935,19
926,C,2,H,2,106,12.555,15.965,21
926,C,2,H,2,108,12.585,15.995,23
926,C,2,H,2,112,12.615,16.025,21
926,C,2,H,2,114,12.645,16.055,25
926,C,2,H,2,118,12.675,16.085,23
926,C,2,H,2,120,12.705,16.115,23
926,C,2,H,2,124,12.735,16.145,23
926,C,2,H,2,126,12.765,16.175,24
926,C,2,H,2,130,12.795,16.205,19
926,C,2,H,2,132,12.825,16.235,15
926,C,2,H,2,136,12.855,16.265,17
926,C,2,H,2,138,12.885,16.295,19
926,C,2,H,2,142,12.915,16.325,20
926,C,2,H,2,144,12.945,16.355,20
926,C,2,H,2,148,12.975,16.385,19
926,C,2,H,3,4,13.035,16.445,10
926,C,2,H,3,6,13.065,16.475,16
926,C,2,H,3,10,13.095,16.505,17
926,C,2,H,3,12,13.125,16.535,19
926,C,2,H,3,16,13.155,16.565,16
926,C,2,H,3,18,13.185,16.595,10
926,C,2,H,3,22,13.215,16.625,16
926,C,2,H,3,24,13.245,16.655,17
926,C,2,H,3,28,13.275,16.685,16
926,C,2,H,3,30,13.305,16.715,15
926,C,2,H,3,34,13.335,16.745,19
926,C,2,H,3,36,13.365,16.775,18
926,C,2,H,3,40,13.395,16.805,20
926,C,2,H,3,42,13.425,16.835,23
926,C,2,H,3,46,13.455,16.865,22
926,C,2,H,3,48,13.485,16.895,25
926,C,2,H,3,52,13.515,16.925,32
926,C,2,H,3,54,13.545,16.955,28
926,C,2,H,3,58,13.575,16.985,23
926,C,2,H,3,60,13.605,17.015,22
926,C,2,H,3,64,13.635,17.045,24
926,C,2,H,3,66,13.665,17.075,22
926,C,2,H,3,70,13.695,17.105,17
926,C,2,H,3,72,13.725,17.135,19
926,C,2,H,3,76,13.755,17.165,22
926,C,2,H,3,78,13.785,17.195,25
926,C,2,H,3,82,13.815,17.225,24
926,C,2,H,3,84,13.845,17.255,22
926,C,2,H,3,88,13.875,17.285,20
926,C,2,H,3,90,13.905,17.315,16
926,C,2,H,3,94,13.935,17.345,18
926,C,2,H,3,96,13.965,17.375,16
926,C,2,H,3,100,13.995,17.405,17
926,C,2,H,3,102,14.025,17.435,18
926,C,2,H,3,106,14.055,17.465,20
926,C,2,H,3,108,14.085,17.495,17
926,C,2,H,3,112,14.115,17.525,19
926,C,2,H,3,114,14.145,17.555,18
926,C,2,H,3,118,14.175,17.585,19
926,C,2,H,3,120,14.205,17.615,19
926,C,2,H,3,124,14.235,17.645,16
926,C,2,H,3,126,14.265,17.675,16
926,C,2,H,3,130,14.295,17.705,18
926,C,2,H,3,132,14.325,17.735,18
926,C,2,H,3,136,14.355,17.765,19
926,C,2,H,3,138,14.385,17.795,23
926,C,2,H,3,142,14.415,17.825,29
926,C,2,H,3,144,14.445,17.855,29
926,C,2,H,3,148,14.475,17.885,18
926,C,2,H,4,4,14.535,17.945,13
926,C,2,H,4,6,14.565,17.975,14
926,C,2,H,4,10,14.595,18.005,15
926,C,2,H,4,12,14.625,18.035,10
926,C,2,H,4,16,14.655,18.065,12
926,C,2,H,4,18,14.685,18.095,9
926,C,2,H,4,22,14.715,18.125,12
926,C,2,H,4,24,14.745,18.155,14
926,C,2,H,4,28,14.775,18.185,13
926,C,2,H,4,30,14.805,18.215,16
926,C,2,H,4,34,14.835,18.245,12
926,C,2,H,4,36,14.865,18.275,14
926,C,2,H,4,40,14.895,18.305,13
926,C,2,H,4,42,14.925,18.335,17
926,C,2,H,4,46,14.955,18.365,16
926,C,2,H,4,48,14.985,18.395,18
926,C,2,H,4,52,15.015,18.425,18
926,C,2,H,4,54,15.045,18.455,18
926,C,2,H,4,58,15.075,18.485,19
926,C,2,H,4,60,15.105,18.515,19
926,C,2,H,4,64,15.135,18.545,17
926,C,2,H,4,66,15.165,18.575,19
926,C,2,H,4,70,15.195,18.605,17
926,C,2,H,4,72,15.225,18.635,19
926,C,2,H,4,76,15.255,18.665,17
926,C,2,H,4,78,15.285,18.695,17
926,C,2,H,4,82,15.315,18.725,19
926,C,2,H,4,84,15.345,18.755,20
926,C,2,H,4,88,15.375,18.785,18
926,C,2,H,4,90,15.405,18.815,10
926,C,2,H,4,94,15.435,18.845,20
926,C,2,H,4,96,15.465,18.875,20
926,C,2,H,4,100,15.495,18.905,19
926,C,2,H,4,102,15.525,18.935,22
926,C,2,H,4,106,15.555,18.965,20
926,C,2,H,4,108,15.585,18.995,21
926,C,2,H,4,112,15.615,19.025,19
926,C,2,H,4,114,15.645,19.055,19
926,C,2,H,4,118,15.675,19.085,22
926,C,2,H,4,120,15.705,19.115,18
926,C,2,H,4,124,15.735,19.145,22
926,C,2,H,4,126,15.765,19.175,21
