"x","y"
0,0.753485257469905
1,0.792164885087672
2,0.754815054072031
3,0.648878346405283
4,0.483975296914144
5,0.265329596341763
6,0.0217428939448987
7,-0.228612172961801
8,-0.467797481869552
9,-0.668108256265531
10,-0.812169755647122
11,-0.895765592883237
12,-0.898823041422731
13,-0.829568578981654
14,-0.693497583434472
15,-0.498208624026316
16,-0.262750539589256
17,-0.0107121376088209
18,0.242551743322316
19,0.472920517488729
20,0.656884540689029
21,0.788563848614233
22,0.851284488292838
23,0.84166765117581
24,0.766268621237125
25,0.632858647884485
26,0.447456207389949
27,0.240977261480267
28,0.0182732291824243
29,-0.195569535560272
30,-0.383606861989963
31,-0.534958600194361
32,-0.643203060052702
33,-0.695890885777009
34,-0.701013816060311
35,-0.660167144055305
36,-0.575599474582649
37,-0.460746590970975
38,-0.32540280992457
39,-0.171750356603776
40,-0.0179930034413252
41,0.132872697127863
42,0.275459006190973
43,0.399426639899304
44,0.500773060791331
45,0.5817425641952
46,0.628291207043898
47,0.647083107948782
48,0.63326862275919
49,0.585279268796499
50,0.501942272658747
51,0.393802207471536
52,0.250970745482363
53,0.0897503348803653
54,-0.0849470632085568
55,-0.268274675116484
56,-0.444444470936314
57,-0.600412678203719
58,-0.731477001871903
59,-0.81760552084277
60,-0.852451445268717
61,-0.832940983638501
62,-0.748927769437117
63,-0.60631396959875
64,-0.41202433434428
65,-0.175592087635877
66,0.0894062169379983
67,0.356488277417675
68,0.613867812320704
69,0.834514517209295
70,0.999339700784739
71,1.09486753478188
72,1.10979736717762
73,1.03430441610975
74,0.879008631355565
75,0.644892522568754
76,0.35170493165927
77,0.0182944416665815
78,-0.328863918759455
79,-0.667303023400708
80,-0.964803790317937
81,-1.20174672855974
82,-1.35582532115651
83,-1.41168593842064
84,-1.36167942422865
85,-1.2086518426142
86,-0.955258072274346
87,-0.622033084572361
88,-0.229118414716294
89,0.1955865635889
90,0.621305184943664
91,1.01282561686692
92,1.34359058775755
93,1.58126240384048
94,1.70625925239053
95,1.7038118659162
96,1.57089027386318
97,1.30749480484767
98,0.938361487450381
99,0.479513418633178
100,-0.0296400817722523
101,-0.549585352639199
102,-1.0409410207589
103,-1.45921717990766
104,-1.76488094473911
105,-1.93206185036964
106,-1.93809178242507
107,-1.77794103771223
108,-1.46382189085801
109,-1.01583916545277
110,-0.47481119764268
111,0.114564245257335
112,0.697152302565056
113,1.22415690454608
114,1.64264421821637
115,1.92009509738257
116,2.02861060976684
117,1.9626804536028
118,1.72949627990274
119,1.35221232381281
120,0.867804493830265
121,0.318345409937858
122,-0.247144656623715
123,-0.781385802670891
124,-1.24297700784777
125,-1.59610271241128
126,-1.81632804138327
127,-1.8934771192153
128,-1.82406043881087
129,-1.61999847550897
130,-1.3035247474153
131,-0.89944639850168
132,-0.443869406128824
133,0.029067488591732
134,0.483492859428505
135,0.889400830519724
136,1.2148774921863
137,1.44563408733959
138,1.56504708467046
139,1.56964065386748
140,1.46598146036001
141,1.26323560836349
142,0.980145267572303
143,0.642111262859246
144,0.270529215073788
145,-0.104972769139941
146,-0.459970859971011
147,-0.771912698613712
148,-1.02371565811504
149,-1.19890689611795
150,-1.29239550341942
151,-1.30075832530415
152,-1.22558120141801
153,-1.07447369068981
154,-0.860277907348976
155,-0.591562321236961
156,-0.289934836967348
157,0.0306208824818317
158,0.352705947109858
159,0.656419531973601
160,0.924560191812469
161,1.14336363317685
162,1.29610603663043
163,1.37180330514226
164,1.36582255245211
165,1.27163485476491
166,1.09113918076666
167,0.836841578243066
168,0.514013141367638
169,0.145828813209287
170,-0.245696099316095
171,-0.636883356260721
172,-1.0006901712651
173,-1.3046977592595
174,-1.53253034979366
175,-1.65636083094038
176,-1.6642995213736
177,-1.55146853833932
178,-1.32003748766303
179,-0.977649340952712
180,-0.553639012606416
181,-0.0720762250895488
182,0.434360228406669
183,0.916168096862541
184,1.34575634156393
185,1.68005754490983
186,1.88755622920481
187,1.9503008689954
188,1.86009755174079
189,1.61025337310693
190,1.2299851983794
191,0.738150132651865
192,0.175199621615938
193,-0.411382364570504
194,-0.973545571018717
195,-1.46912315232129
196,-1.84728875563421
197,-2.08137005787529
198,-2.15167258644531
199,-2.04464994667592
200,-1.77291910061647
201,-1.35922255996017
202,-0.82901650967526
203,-0.232064783503556
204,0.388443711795539
205,0.983612526082644
206,1.50795591394919
207,1.91469725020957
208,2.18305332012689
209,2.28237620060928
210,2.20885056313303
211,1.96856978988209
212,1.57873272542344
213,1.06265187798836
214,0.470595955275689
215,-0.164722261042569
216,-0.789074515199427
217,-1.35181064139818
218,-1.81384679595259
219,-2.13637989539329
220,-2.28680495041744
221,-2.25869579964365
222,-2.04960849545815
223,-1.66958135502794
224,-1.1572209143344
225,-0.550208784122885
226,0.103626791529481
227,0.739183838028954
228,1.30535070245702
229,1.75715983413637
230,2.04195417550274
231,2.14769442412495
232,2.06473499112811
233,1.79932547188012
234,1.38625404510078
235,0.868846334422389
236,0.287231059369312
237,-0.292572615769331
238,-0.826059710703517
239,-1.27110214015642
240,-1.59172673568078
241,-1.76603288469614
242,-1.79866692478402
243,-1.68393259585111
244,-1.44861568243863
245,-1.11939769034462
246,-0.723776827457093
247,-0.298863957340238
248,0.118167584392956
249,0.504515634525237
250,0.830256309274248
251,1.07634884134505
252,1.2359024298783
253,1.30507121863373
254,1.28066507446801
255,1.18218247565127
256,1.0150574353421
257,0.796414887461087
258,0.547851048851641
259,0.284763656010983
260,0.0169807757255499
261,-0.228399827669159
262,-0.452698740032412
263,-0.641722246203415
264,-0.787031724368728
265,-0.888894797760119
266,-0.944892191065735
267,-0.948238999392234
268,-0.905041200007534
269,-0.817014971356305
270,-0.67798995569359
271,-0.502570876218902
272,-0.291726696603319
273,-0.0520260482914261
274,0.200449598165752
275,0.451623585282086
276,0.693187736097559
277,0.896088012434081
278,1.0519229031314
279,1.14509177797299
280,1.15845356876489
281,1.0893271231372
282,0.939281722808613
283,0.707894865832275
284,0.412160437924474
285,0.0747920026951352
286,-0.289378377251813
287,-0.64459453007416
288,-0.962968096255797
289,-1.22505095077232
290,-1.39803457254852
291,-1.46928527459076
292,-1.4309485367408
293,-1.27814334546649
294,-1.02022165044155
295,-0.678864192138961
296,-0.271986117191534
297,0.164663208051933
298,0.597279350717955
299,0.992314444035316
300,1.31750753367828
301,1.53985022335567
302,1.6446626657666
303,1.6180506050665
304,1.45629365126684
305,1.17587430451025
306,0.794329494428228
307,0.340837587377078
308,-0.141948809705224
309,-0.617776166018079
310,-1.04373919469573
311,-1.38155691822593
312,-1.59993288491292
313,-1.68343214984892
314,-1.61775467605289
315,-1.41332760327584
316,-1.08823792084454
317,-0.669328029960843
318,-0.195986760828603
319,0.287052082225122
320,0.74397897563534
321,1.12943043560277
322,1.41340547096238
323,1.57670889056444
324,1.60417497666229
325,1.4979666312405
326,1.27193026403833
327,0.945135032215745
328,0.547329060051571
329,0.115454228604421
330,-0.317500511410319
331,-0.716445050719411
332,-1.04436725969883
333,-1.28437770785089
334,-1.4112830307327
335,-1.42068846130259
336,-1.31402480157237
337,-1.10176315616022
338,-0.802359903687223
339,-0.447427051875193
340,-0.0633271487314835
341,0.311822388642342
342,0.646840192631234
343,0.911815114013533
344,1.08429535578763
345,1.1520217228421
346,1.1085283689043
347,0.966889259580785
348,0.738772659936372
349,0.455980819226523
350,0.144571922060726
351,-0.158145218635459
352,-0.426582775676812
353,-0.629578091543972
354,-0.755440705299242
355,-0.793714601505017
356,-0.748689812908533
357,-0.63076123958619
358,-0.461924765565092
359,-0.261657341845352
360,-0.0583379238815011
361,0.126555717293777
362,0.274511733584754
363,0.3718351984166
364,0.411875716569941
365,0.398540358955058
366,0.336189173378408
367,0.241073610690105
368,0.12546056849196
369,0.0122138332565737
370,-0.0897126169192184
371,-0.158955868543259
372,-0.19329762788595
373,-0.184695079916751
374,-0.137800956556477
375,-0.0584523036033214
